objectid,filename,identifier,box number,title,creator,description,date,archivaldate,date is approximate,subject,sensitive,location,idaho_county,latitude,longitude,source,type,format original,digital collection,findingaid,contributing institution,language,rights,rightsstatement,format,display_template,object_location,image_small,image_thumb,relation,notes
tabor0822,pg83-b02-f09-014_004.jpg,pg83-b02-f09-014_004,2,People dancing at the Fraternal Order of Eagles Valentine's Day dance [01],,"A large group of people dancing together, mostly in pairs, for the Fraternal Order of Eagles Valentine's Day dance. The room is highly decorated.",1959-02-15,15 February 1959,,anonymous people; men; women; decorations (ornamental works); holidays; dancing (activity),,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f09-014_004.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f09-014_004_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f09-014_004_th.jpg,,
tabor0823,pg83-b02-f09-014_005.jpg,pg83-b02-f09-014_005,2,People dancing at the Fraternal Order of Eagles Valentine's Day dance [02],,"A large group of people dancing together, mostly in pairs, for the Fraternal Order of Eagles Valentine's Day dance. The room is highly decorated.",1959-02-15,15 February 1959,,anonymous people; men; women; decorations (ornamental works); holidays; dancing (activity),,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f09-014_005.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f09-014_005_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f09-014_005_th.jpg,,
tabor0824,pg83-b02-f09-015_001.jpg,pg83-b02-f09-015_001,2,People gathered for the Rotary Club in Spokane,,"A group of people, seemingly all men, gather in a room for the Rotary Club in Spokane, Washington. Everyone is seated around tables with food on it, and they are all looking at a man standing in the back of the room.",1959-10-19,19 October 1959,,anonymous people; men; dining tables; dishes (vessels for food),,"Spokane, Washington",,-117.4128432,-117.4128432,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f09-015_001.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f09-015_001_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f09-015_001_th.jpg,,
tabor0825,pg83-b02-f09-015_002.jpg,pg83-b02-f09-015_002,2,People gathered for the Rotary Club,,"A group of people, seemingly all men, gather in a room for the Rotary Club in Spokane, Washington. Everyone is seated around tables with food on it, and they are all looking at a man standing in the back of the room.",1959-10-19,19 October 1959,,anonymous people; men; dining tables; dishes (vessels for food),,"Spokane, Washington",,-117.4128432,-117.4128432,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f09-015_002.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f09-015_002_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f09-015_002_th.jpg,,
tabor0826,pg83-b02-f09-015_003.jpg,pg83-b02-f09-015_003,2,Group of people gathered for the Rotary Club,,"A group of people, seemingly all men, gather in a room for the Rotary Club in Spokane, Washington. Everyone is seated around tables with food on it.",1959-10-19,19 October 1959,,anonymous people; men; dining tables; dishes (vessels for food),,"Spokane, Washington",,-117.4128432,-117.4128432,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f09-015_003.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f09-015_003_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f09-015_003_th.jpg,,
tabor0827,pg83-b02-f09-016_001.jpg,pg83-b02-f09-016_001,2,Group photo of the Benevolent and Protective Order of Elks officers [01],,"A group photo of the nine officers for the Benevolent and Protective Order of Elks. The men are standing in two rows wearing matching suit jackets, bow ties, and pendants. There is a painting of an elk behind them.",,1959; 1960,,anonymous people; men; pendants (jewelry); clocks; Alces alces (species); paintings (visual works),,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f09-016_001.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f09-016_001_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f09-016_001_th.jpg,,
tabor0828,pg83-b02-f09-016_002.jpg,pg83-b02-f09-016_002,2,Group photo of the Benevolent and Protective Order of Elks officers [02],,"A group photo of the nine officers for the Benevolent and Protective Order of Elks. The men are standing in two rows wearing matching suit jackets, bow ties, and pendants. There is a painting of an elk behind them.",,1959; 1960,,anonymous people; men; pendants (jewelry); clocks; Alces alces (species); paintings (visual works),,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f09-016_002.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f09-016_002_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f09-016_002_th.jpg,,
tabor0829,pg83-b02-f09-016_003.jpg,pg83-b02-f09-016_003,2,Group photo of the Benevolent and Protective Order of Elks officers [03],,"A group photo of the ten officers for the Benevolent and Protective Order of Elks. The men are standing in two rows wearing matching suit jackets, bow ties, and pendants. There is a painting of an elk behind them.",,1959; 1960,,anonymous people; men; pendants (jewelry); clocks; Alces alces (species); paintings (visual works),,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f09-016_003.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f09-016_003_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f09-016_003_th.jpg,,
tabor0830,pg83-b02-f09-016_004.jpg,pg83-b02-f09-016_004,2,Single officer of the Benevolent and Protective Order of Elks,,"One of the officers for the Benevolent and Protective Order of Elks. He is wearing a suit and a pendant, and there is a painting of an elk behind him.",,1959; 1960,,anonymous people; men; pendants (jewelry); clocks; Alces alces (species); paintings (visual works),,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f09-016_004.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f09-016_004_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f09-016_004_th.jpg,,
tabor0831,pg83-b02-f09-017_001.jpg,pg83-b02-f09-017_001,2,Four men in the Rotary Club at the Frank Brewer Award Ceremony,,"Four men from the Rotary Club stand together, the two in the middle shaking hands and looking at each other while the other two men look at the camera. They are attending the Brewer Award Ceremony.",1960-02-15,15 February 1960,,anonymous people; men,,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f09-017_001.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f09-017_001_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f09-017_001_th.jpg,,
tabor0832,pg83-b02-f09-017_002.jpg,pg83-b02-f09-017_002,2,Four men from the Rotary Club at the Frank Brewer Award Ceremony,,"Four men from the Rotary Club stand together, the two in the middle shaking hands and looking at each other while the other two men look at the camera. They are attending the Brewer Award Ceremony.",1960-02-15,15 February 1960,,anonymous people; men,,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f09-017_002.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f09-017_002_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f09-017_002_th.jpg,,
tabor0833,pg83-b02-f09-018_001.jpg,pg83-b02-f09-018_001,2,People gathered around tables at a Gyro District event,,"A group of well dressed men can be seen sitting at multiple tables in a room, with a few men standing in the middle. There are coffee cups set out on the tables and some of the men are drinking from them.",1960-04-21,21 April 1960,,anonymous people; men; dining tables; dishes (vessels for food),,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f09-018_001.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f09-018_001_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f09-018_001_th.jpg,,
tabor0834,pg83-b02-f09-019_001.jpg,pg83-b02-f09-019_001,2,Blurry photo of men gathered together for an event for the Gyro District Governor,,Blurry photo of men gathered together for an event for the Gyro District Governor. They are all dressed in suits.,1960-04-21,21 April 1960,,anonymous people; men; suits (main garments),,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f09-019_001.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f09-019_001_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f09-019_001_th.jpg,,
tabor0835,pg83-b02-f09-019_002.jpg,pg83-b02-f09-019_002,2,Three men at an event for the Gyro District Governor,,"Photo of three men standing together, posed for a picture for an event for the Gyro District Governor. They are all dressed in suits.",1960-04-21,21 April 1960,,anonymous people; men; suits (main garments),,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f09-019_002.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f09-019_002_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f09-019_002_th.jpg,,
tabor0836,pg83-b02-f09-019_003.jpg,pg83-b02-f09-019_003,2,Five men at an event for the Gyro District Governor,,"Photo of five men standing together, posed for a picture for an event for the Gyro District Governor. They are all dressed in suits.",1960-04-21,21 April 1960,,anonymous people; men; suits (main garments),,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f09-019_003.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f09-019_003_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f09-019_003_th.jpg,,
tabor0837,pg83-b02-f09-019_004.jpg,pg83-b02-f09-019_004,2,Man crouched into fireplace,,Photo of a man bent over and loading wood into a fireplace.,1960-04-21,21 April 1960,,anonymous people; men; fireplaces,,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f09-019_004.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f09-019_004_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f09-019_004_th.jpg,,
tabor0838,pg83-b02-f09-019_005.jpg,pg83-b02-f09-019_005,2,Men eating at an event for the Gyro District Governor,,Photo of a group of men seated at tables and eating at an event for the Gyro District Governor.,1960-04-21,21 April 1960,,anonymous people; men; dining tables; dishes (vessels for food),,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f09-019_005.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f09-019_005_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f09-019_005_th.jpg,,
tabor0839,pg83-b02-f09-019_006.jpg,pg83-b02-f09-019_006,2,Five men eating at an event for the Gyro District Governor,,Photo of five men seated at a table at an event for the Gyro District Governor.,1960-04-21,21 April 1960,,anonymous people; men; dining tables; dishes (vessels for food),,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f09-019_006.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f09-019_006_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f09-019_006_th.jpg,,
tabor0840,pg83-b02-f10-001_001.jpg,pg83-b02-f10-001_001,2,Wallace High School band performing downtown on 6th and Cedar Street (damaged),,"Damaged negative of the Wallace High School band performing on the corner of 6th and Cedar Street. The band can be seen standing in a circle around one person, with a small crowd watching. Buildings and cars are visible in the background.",1940-10-18,18 October 1940,,anonymous people; cars (automobiles); buildings (structures); bands (ensembles),,"Wallace, Idaho",Shoshone County,47.47243248,-115.9239351,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f10-001_001.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f10-001_001_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f10-001_001_th.jpg,,
tabor0841,pg83-b02-f10-001_002.jpg,pg83-b02-f10-001_002,2,Wallace High School band performing downtown on 6th and Cedar Street,,"Photo of the Wallace High School band performing on the corner of 6th and Cedar Street in Wallace, Idaho. The band can be seen standing in a circle around the conductor in the middle of the street. There is a small crowd watching the band from the sidewalk, standing near buildings and cars.",1940-10-18,18 October 1940,,anonymous people; cars (automobiles); buildings (structures); bands (ensembles); musical instruments; conductors (musicians),,"Wallace, Idaho",Shoshone County,47.47243248,-115.9239351,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f10-001_002.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f10-001_002_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f10-001_002_th.jpg,,
tabor0842,pg83-b02-f10-002_001.jpg,pg83-b02-f10-002_001,2,"Women standing together (previously described as ""Rebecca's Degree Team"") damaged",,"Overexposed photo of women standing together, previously described as ""Rebecca's Degree Team."" The shape of a few people's heads can be made out, as well as the brick of a building, but the photo is almost completely washed out. The women appear to be wearing matching dresses.",1937-10,October 1937,,anonymous people; women,,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f10-002_001.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f10-002_001_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f10-002_001_th.jpg,,
tabor0843,pg83-b02-f10-003_001.jpg,pg83-b02-f10-003_001,2,"Women standing together (previously described as ""Theta Rho Girl's Drill Team"")",,"Photo of sixteen women standing together in three rows. They are wearing matching outfits and standing on the steps of a building for the photo. Previously described as ""Theta Rho Girl's Drill Team.""",1937-10,October 1937,,anonymous people; women; buildings (structures),,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f10-003_001.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f10-003_001_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f10-003_001_th.jpg,,
tabor0844,pg83-b02-f10-003_002.jpg,pg83-b02-f10-003_002,2,"Women standing together in front of building (previously described as ""Theta Rho Girl's Drill Team"")",,"Photo of sixteen women standing together in three rows. They are wearing matching outfits and standing on the steps of a building for the photo. Previously described as ""Theta Rho Girl's Drill Team.""",1937-10,October 1937,,anonymous people; women; buildings (structures),,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f10-003_002.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f10-003_002_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f10-003_002_th.jpg,,
tabor0845,pg83-b02-f10-004_001.jpg,pg83-b02-f10-004_001,2,"Group of men posing for a photo at a Benevolent and Protective Order of Elks event, likely the Burning Mortgage and Banquet",,"Fourteen men pose together for a photo at an event for the Benevolent and Protective Order of Elks, likely the Burning Mortgage and Banquet. Three of the men are seated in chairs with the rest of the men standing behind them.",1938-01-15,15 January 1938,,anonymous people; men; suits (main garments); safes (storage containers),,,,,,"PG 83, George W. Tabor Photographs, 1890-1963",Image;StillImage,Black & white negative,George W. Tabor Photographs,https://archiveswest.orbiscascade.org/ark:80444/xv538451,University of Idaho Library Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image/jpeg,image,https://objects.lib.uidaho.edu/tabor/pg83-b02-f10-004_001.jpg,http://objects.lib.uidaho.edu/tabor/small/pg83-b02-f10-004_001_sm.jpg,https://objects.lib.uidaho.edu/tabor/thumbs/pg83-b02-f10-004_001_th.jpg,,
