objectid,filename,title,creator,date,archival date,description,subject,location,latitude,longitude,source,identifier,type,format original,format,finding aid,digital collection,contributing institution,language,rights,rightsstatement,display_template,object_location,image_thumb,image_small,reference_url
jam046,mg400_681_19250-003.jpg,"James M. McClure, Ronald Reagan, and others aboard Air Force One",,1985-10-15,,"Photograph of Senator James A. McClure, Representative Richard H. Stallings, President Ronald Reagan, Representative Larry E. Craig, and Senator Steven D. Symms gathered aboard Air Force One.",presidents; politicians; airplanes,,,,"James A. McClure papers, MG 400, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg400_681_19250-003,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv95388,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg400_681_19250-003.jpg,https://objects.lib.uidaho.edu/jam/thumbs/mg400_681_19250-003_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg400_681_19250-003_sm.jpg,/digital/jam/items/mg400_681_19250-003.jpg
jam047,mg400_681_19250-004.jpg,White House letter to James A. McClure regarding Air Force One photograph,"Turner, Pamela J.",1985-12-12,,Letter in which White House staffer Pamela J. Turner provides details to Senator James A. McClure about an enclosed photograph of McClure and others aboard Air Force One with President Ronald Reagan.,presidents; politicians; airplanes,,,,"James A. McClure papers, MG 400, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg400_681_19250-004,Text,correspondence,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv95388,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg400_681_19250-004.jpg,https://objects.lib.uidaho.edu/jam/thumbs/mg400_681_19250-004_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg400_681_19250-004_sm.jpg,/digital/jam/items/mg400_681_19250-004.jpg
jam048,mg400_681_19250-005.jpg,"James A. McClure, Ronald Reagan, and others with duck paintings",,1987,,"Photograph of Senator James A. McClure, President Ronald Reagan, and others holding paintings of ducks.",presidents; politicians; ducks,,,,"James A. McClure papers, MG 400, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg400_681_19250-005,Image;StillImage,color photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv95388,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg400_681_19250-005.jpg,https://objects.lib.uidaho.edu/jam/thumbs/mg400_681_19250-005_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg400_681_19250-005_sm.jpg,/digital/jam/items/mg400_681_19250-005.jpg
jam049,mg400_681_19251-001.jpg,"James A. McClure, George H. W. Bush, and Jack Hemingway",,1989,,"Photograph of Senator James A. McClure, President George H. W. Bush, and John ""Jack"" Hemingway, son of writer Ernest Hemingway, standing near a bust of Ernest Hemingway in the White House.",presidents; authors; politicians,,,,"James A. McClure papers, MG 400, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg400_681_19251-001,Image;StillImage,color photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv95388,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg400_681_19251-001.jpg,https://objects.lib.uidaho.edu/jam/thumbs/mg400_681_19251-001_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg400_681_19251-001_sm.jpg,/digital/jam/items/mg400_681_19251-001.jpg
jam050,mg400_681_19251-002.jpg,"Steven D. Symms, George H. W. Bush, and James A. McClure",,1988-05-05,,"Photograph of Senator Steven D. Symms, Vice President George H. W. Bush, and Senator James A. McClure appearing onstage at a barbecue in Boise, Idaho.",political campaigns; senators; politicians,,,,"James A. McClure papers, MG 400, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg400_681_19251-002,Image;StillImage,color photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv95388,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg400_681_19251-002.jpg,https://objects.lib.uidaho.edu/jam/thumbs/mg400_681_19251-002_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg400_681_19251-002_sm.jpg,/digital/jam/items/mg400_681_19251-002.jpg
jam051,mg400_682_19345-001.jpg,"Steven D. Symms, John Warner, and James A. McClure",,1982-09,,Senator James A. McClure stands with Senator Steven D. Symms and Senator John Warner at the Clover Bay Floating Fishing Lodge.,senators; fishing; men (male humans),,,,"James A. McClure papers, MG 400, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg400_682_19345-001,Image;StillImage,color photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv95388,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg400_682_19345-001.jpg,https://objects.lib.uidaho.edu/jam/thumbs/mg400_682_19345-001_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg400_682_19345-001_sm.jpg,/digital/jam/items/mg400_682_19345-001.jpg
jam052,mg400_682_19345-002.jpg,Selway River flag presentation,,,,Senator James A. McClure and Senator John Warner stand with unknown others and a dog while presenting a U.S. flag.,flags; senators; dogs (species),,,,"James A. McClure papers, MG 400, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg400_682_19345-002,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv95388,Senator James McClure,,,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg400_682_19345-002.jpg,https://objects.lib.uidaho.edu/jam/thumbs/mg400_682_19345-002_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg400_682_19345-002_sm.jpg,/digital/jam/items/mg400_682_19345-002.jpg
jam053,mg400_682_19353.jpg,City of Rocks visit,,1990-08,,Senator James A. McClure poses at City of Rocks National Reserve in Idaho.,rocks (landforms); reserves (lands); senators,,,,"James A. McClure papers, MG 400, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg400_682_19353,Image;StillImage,color photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv95388,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg400_682_19353.jpg,https://objects.lib.uidaho.edu/jam/thumbs/mg400_682_19353_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg400_682_19353_sm.jpg,/digital/jam/items/mg400_682_19353.jpg
jam054,mg400_682_19372.jpg,James A. McClure in Libya,,1978,,Senator James A. McClure and unknown others walk on a road in Libya.,politicians; meetings; diplomacy,,,,"James A. McClure papers, MG 400, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg400_682_19372,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv95388,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg400_682_19372.jpg,https://objects.lib.uidaho.edu/jam/thumbs/mg400_682_19372_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg400_682_19372_sm.jpg,/digital/jam/items/mg400_682_19372.jpg
jam055,mg400_682_19376.jpg,James A. McClure in Syria,,1990,,"Senator James A. McClure, second from left, sits with others in a meeting in Syria.",politicians; diplomacy; meetings,,,,"James A. McClure papers, MG 400, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg400_682_19376,Image;StillImage,color photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv95388,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg400_682_19376.jpg,https://objects.lib.uidaho.edu/jam/thumbs/mg400_682_19376_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg400_682_19376_sm.jpg,/digital/jam/items/mg400_682_19376.jpg
jam056,mg400_683_19377-001.jpg,James A. McClure in the Soviet Union [1],,1988,,Senator James A. McClure stands at a rostrum before a large statue of Vladimir Lenin as others mill about nearby.,politicians; diplomacy; meetings,,,,"James A. McClure papers, MG 400, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg400_683_19377-001,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv95388,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg400_683_19377-001.jpg,https://objects.lib.uidaho.edu/jam/thumbs/mg400_683_19377-001_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg400_683_19377-001_sm.jpg,/digital/jam/items/mg400_683_19377-001.jpg
jam057,mg400_683_19377-002.jpg,James A. McClure in the Soviet Union [1],,1988,,Senator James A. McClure visits the Soviet Union.,politicians; diplomacy; meetings,,,,"James A. McClure papers, MG 400, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg400_683_19377-002,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv95388,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg400_683_19377-002.jpg,https://objects.lib.uidaho.edu/jam/thumbs/mg400_683_19377-002_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg400_683_19377-002_sm.jpg,/digital/jam/items/mg400_683_19377-002.jpg
jam058,mg400_683_19377-003.jpg,Louise McClure in the Soviet Union,,1988,,Louise McClure visits the Soviet Union.,diplomacy; meetings; children (people by age group),,,,"James A. McClure papers, MG 400, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg400_683_19377-003,Image;StillImage,black-and-white photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv95388,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg400_683_19377-003.jpg,https://objects.lib.uidaho.edu/jam/thumbs/mg400_683_19377-003_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg400_683_19377-003_sm.jpg,/digital/jam/items/mg400_683_19377-003.jpg
jam059,mg400_688-001.mp4,McClure farewell tributes,,1990-12,,Politicians pay tribute to Senator James A. McClure following his retirement announcement.,retirement; politicians; senators,,,,"James A. McClure papers, MG 400, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg400_688-001,Image;MovingImage,video,video/mp4,https://archiveswest.orbiscascade.org/ark:80444/xv95388,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg400_688-001.mp4,https://objects.lib.uidaho.edu/jam/thumbs/mg400_688-001_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg400_688-001_sm.jpg,/digital/jam/items/mg400_688-001.mp4
jam060,mg400_80_3003-001.jpg,US Air Force letter to James A. McClure about a prototype Modular Airborne Fire Fighting System (MAFFS),"Shaughnessy, John J.",1972-03-16,,Letter from Colonel John J. Shaughnessy of the US Air Force Plans Group to Senator James A. McClure in which Shaughnessy informs McClure of the US Air Force's testing of a prototype Modular Airborne Fire Fighting System (MAFFS) for fighting wildfires.,fires (events); forest management; air forces,,,,"James A. McClure papers, MG 400, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg400_80_3003-001,Text,correspondence,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv95388,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg400_80_3003-001.jpg,https://objects.lib.uidaho.edu/jam/thumbs/mg400_80_3003-001_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg400_80_3003-001_sm.jpg,/digital/jam/items/mg400_80_3003-001.jpg
jam061,mg599_15_290-001.jpg,Gift receipt for University of Idaho contribution,"Zinser, Elisabeth A.",1993,,University of Idaho president Elisabeth A. Zinser provides a gift receipt for Senator James A. McClure's donation to the University of Idaho.,philanthropy; universities; politicians,,,,"Senator James A. McClure collection, MG 599, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg599_15_290-001,Text,correspondence,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv927544,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg599_15_290-001.jpg,https://objects.lib.uidaho.edu/jam/thumbs/mg599_15_290-001_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg599_15_290-001_sm.jpg,/digital/jam/items/mg599_15_290-001.jpg
jam062,mg599_15_290-002.jpg,Acknowledgement of receipt of Senatorial Papers,"Davis, Richard C.",1994-02-22,,University of Idaho Special Collections acting head Richard C. Davis thanks Senator James A. McClure for the donation of two boxes of McClure's Senatorial Papers.,special collections (repositories); archives (institutions); senators,,,,"Senator James A. McClure collection, MG 599, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg599_15_290-002,Text,correspondence,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv927544,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg599_15_290-002.jpg,https://objects.lib.uidaho.edu/jam/thumbs/mg599_15_290-002_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg599_15_290-002_sm.jpg,/digital/jam/items/mg599_15_290-002.jpg
jam063,mg599_15_290-003.jpg,University of Idaho commencement speech letter,"Zinser, Elisabeth A.",1991-02-08,,University of Idaho president Elisabeth A. Zinser thanks Senator James A. McClure for agreeing to give a commencement address to the university's 96th graduating class.,commencements; addresses (communications concepts); senators,,,,"Senator James A. McClure collection, MG 599, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg599_15_290-003,Text,correspondence,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv927544,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg599_15_290-003.jpg,https://objects.lib.uidaho.edu/jam/thumbs/mg599_15_290-003_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg599_15_290-003_sm.jpg,/digital/jam/items/mg599_15_290-003.jpg
jam064,mg599_15_290-004.jpg,Speaking fees donation acknowledgement,"Zinser, Elisabeth A.",1991-02-13,,University of Idaho president Elisabeth A. Zinser thanks Senator James A. McClure for donating his speaking fees from the Northwest Mining Association's annual convention at the University of Idaho.,philanthropy; politicians; addresses (communications concepts),,,,"Senator James A. McClure collection, MG 599, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg599_15_290-004,Text,correspondence,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv927544,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg599_15_290-004.jpg,https://objects.lib.uidaho.edu/jam/thumbs/mg599_15_290-004_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg599_15_290-004_sm.jpg,/digital/jam/items/mg599_15_290-004.jpg
jam065,mg599_15_290-005.jpg,Naming of The James A. McClure Hall letter,"Zinser, Elisabeth A.",1991-05-02,,University of Idaho president Elisabeth A. Zinser notifies Senator James A. McClure that the university's Board of Regents has approved Zinser's proposal to name the new mining and earth resources building in McClure's honor.,academic buildings; senators; universities,,,,"Senator James A. McClure collection, MG 599, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg599_15_290-005,Text,correspondence,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv927544,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg599_15_290-005.jpg,https://objects.lib.uidaho.edu/jam/thumbs/mg599_15_290-005_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg599_15_290-005_sm.jpg,/digital/jam/items/mg599_15_290-005.jpg
jam066,mg599_15_290-006.jpg,An Evolving Program in Public Policy and Science To Honor James A. McClure,,,,"This report describes the establishment at the University of Idaho of the three-part program to honor former US Senator James A. McClure. The program will establish the James A. McClure Lectureship in Public Policy and Science, which will later be converted into a visiting professorship and then ultimately the James McClure Chair of Public Policy and Science. The report discusses the program's goals, phases, and structure, among other issues.",public policy; universities; science (modern discipline),,,,"Senator James A. McClure collection, MG 599, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg599_15_290-006,Text,report,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv927544,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg599_15_290-006.jpg,https://objects.lib.uidaho.edu/jam/thumbs/mg599_15_290-006_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg599_15_290-006_sm.jpg,/digital/jam/items/mg599_15_290-006.jpg
jam067,mg599_3_68-001.pdf,North Cascades Hearings Daily Itinerary,,1968-01,,A daily itinerary lists activities for those participating in hearings related to the establishment of the North Cascades National Park in Washington state.,national parks; itineraries; hearings (events),,,,"Senator James A. McClure collection, MG 599, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg599_3_68-001,Text,itinerary,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv927544,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg599_3_68-001.pdf,https://objects.lib.uidaho.edu/jam/thumbs/mg599_3_68-001_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg599_3_68-001_sm.jpg,/digital/jam/items/mg599_3_68-001.pdf
jam068,mg599_3_68-002.pdf,Catherine May Letter,"May, Catherine",1968-03-29,,"A letter from Representative Catherine May of Washington state provides details and background information regarding H. R. 16252, which proposes to establish the North Cascades National Recreation Area. An included map shows the location of the proposed park.",national parks; hearings (events); committees,,,,"Senator James A. McClure collection, MG 599, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg599_3_68-002,Text,correspondence,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv927544,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg599_3_68-002.pdf,https://objects.lib.uidaho.edu/jam/thumbs/mg599_3_68-002_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg599_3_68-002_sm.jpg,/digital/jam/items/mg599_3_68-002.pdf
jam069,mg599_3_68-003.pdf,North Cascades Hearings Hotel Rooms,,1968,,"This list includes the rooms of the Benjamin Franklin Hotel in Seattle, WA, in which members of the North Cascades Hearings stayed during their 1968 visit.",national parks; hearings (events); committees,,,,"Senator James A. McClure collection, MG 599, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg599_3_68-003,Text,itinerary,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv927544,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg599_3_68-003.pdf,https://objects.lib.uidaho.edu/jam/thumbs/mg599_3_68-003_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg599_3_68-003_sm.jpg,/digital/jam/items/mg599_3_68-003.pdf
jam070,mg599_3_68-004.pdf,H. R. 16252,"May, Catherine",1968-03-27,,House Resolution (H. R.) 16252 proposes to establish the North Cascades National Recreation Area in Washington state.,legislating; national parks; bills (legislative records),,,,"Senator James A. McClure collection, MG 599, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg599_3_68-004,Text,legislation,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv927544,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg599_3_68-004.pdf,https://objects.lib.uidaho.edu/jam/thumbs/mg599_3_68-004_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg599_3_68-004_sm.jpg,/digital/jam/items/mg599_3_68-004.pdf
jam071,mg599_716_20287-001.pdf,McClure Campaign Bus Route map,Rand McNally,1977,,Color maps of Idaho and Montana with a marker showing the routes traveled by McClure during his 1972 campaign.,road maps; members of the house of representatives; buses,,,,"Senator James A. McClure collection, MG 599, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",mg599_716_20287-001,Image;StillImage,color map,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv927544,Senator James McClure,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,https://objects.lib.uidaho.edu/jam/mg599_716_20287-001.pdf,https://objects.lib.uidaho.edu/jam/thumbs/mg599_716_20287-001_th.jpg,https://objects.lib.uidaho.edu/jam/small/mg599_716_20287-001_sm.jpg,/digital/jam/items/mg599_716_20287-001.pdf
