title,description,creator,date,date is approximate?,scientific name,subject,subject (lcsh),subject (lctgm),location,location (lcsh),idaho_county,region,collection,source,identifier,digital identifier,rights,rightsstatement,format original,type,format,date digital,digitization specifications,scanner technician,metadata cataloger,metadata assistants,collection administrator,filename,latitude,longitude,oclc number,cdm_url,cdmid,objectid,display_template,filename2,object_location,image_small,image_thumb,errors
"Moscow-Pullman, Fountain's Airstrip (Wash.), 1960 [1]",Aerial view looking southwest over Fountain's Airstrip,"Laughlin, Kyle (1905-1984)",1960-09-25,,,aerial photography,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Aerial photography -- Idaho;",,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,West Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 282, Negative 99-282-007",99-282-007,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.74408,-117.112112,669842361,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/901,901,spec_kl901,image,spec_kl901.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl901.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl901_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl901_th.jpg,
"Moscow-Pullman, Fountain's Airstrip (Wash.), 1960 [2]",Aerial views Fountain's Airstrip,"Laughlin, Kyle (1905-1984)",1960-09-25,,,aerial photography; runways (airport runways),"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Aerial photography -- Idaho; Aerial photography -- Washington (State); Washington -- Photographs;",,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 283, Negative 99-283-001",99-283-001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.74408,-117.112112,669842629,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/907,907,spec_kl907,image,spec_kl907.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl907.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl907_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl907_th.jpg,
"Moscow-Pullman, Fountain's Airstrip (Wash.), 1960 [3]",Aerial views Fountain's Airstrip,"Laughlin, Kyle (1905-1984)",1960-09-25,,,aerial photography; runways (airport runways),"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Aerial photography -- Idaho; Aerial photography -- Washington (State);",,"Pullman, Washington",United States--Washington--Whitman County--Pullman,,Palouse,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 283, Negative 99-283-002",99-283-002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.74408,-117.112112,669842564,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/908,908,spec_kl908,image,spec_kl908.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl908.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl908_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl908_th.jpg,
"Moscow-Pullman, Fountain's Airstrip, Pete Fountain (Wash.), 1960 [1]","Pete Fountain, Pilot","Laughlin, Kyle (1905-1984)",1960-09-25,,,pilots; airplanes,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Aerial photography -- Idaho; Aerial photography -- Washington (State);",People;,"Pullman, Washington",United States--Washington--Whitman County--Pullman,,Palouse,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 283, Negative 99-283-011",99-283-011,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.74408,-117.112112,669838579,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/917,917,spec_kl917,image,spec_kl917.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl917.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl917_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl917_th.jpg,
"Moscow-Pullman, Fountain's Airstrip, Pete Fountain (Wash.), 1960 [2]","Pete Fountain, Pilot","Laughlin, Kyle (1905-1984)",1960-09-25,,,pilots; airplanes,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Aerial photography -- Idaho; Aerial photography -- Washington (State);",People;,"Pullman, Washington",United States--Washington--Whitman County--Pullman,,Palouse,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 283, Negative 99-283-012",99-283-012,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.74408,-117.112112,669842976,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/918,918,spec_kl918,image,spec_kl918.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl918.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl918_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl918_th.jpg,
Mountain Lady Slipper [1],Cypripedium montanum (Mountain Lady Slipper),"Laughlin, Kyle (1905-1984)",1961,y,Cypripedium montanum Douglas ex Lindl,flowers (plants),"Flowers -- Pictorial works; Wild flowers;; Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Wildflowers--Idaho;,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","MG99, Box 04, Sheet 808, Negative 99-808-004",99-808-004,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3x4 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",Tisa Madson,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,,,669842668,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1277,1277,spec_kl1277,image,spec_kl1277.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1277.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1277_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1277_th.jpg,
Mountain Lady Slipper [2],Image shows the Mountain Lady Slipper.,"Laughlin, Kyle (1905-1984)",1961,y,,flowers (plants),"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 869, Negative 99-869-001",99-869-001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,,,669842658,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1414,1414,spec_kl1414,image,spec_kl1414.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1414.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1414_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1414_th.jpg,
"National Guard trip, 1942 [1]",An evening image of National Guardsmen lining up for dinner on a trip.,"Laughlin, Kyle (1905-1984)",1942,,,groups of people; flags; military uniforms,"United States -- National Guard; Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Adults--Idaho; Eating & drinking;,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 850, Negative 99-850-001",99-850-001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,,,669840502,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1361,1361,spec_kl1361,image,spec_kl1361.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1361.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1361_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1361_th.jpg,
"National Guard trip, 1942 [2]",Men inside a building on a National Guard trip.,"Laughlin, Kyle (1905-1984)",1942,,,groups of people; military uniforms,"United States -- National Guard; Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Adults--Idaho;,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 850, Negative 99-850-002",99-850-002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,,,669842678,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1362,1362,spec_kl1362,image,spec_kl1362.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1362.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1362_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1362_th.jpg,
"National Guard trip, 1942 [3]",An evening image of National Guardsmen eating dinner in a wooded area on a  trip.,"Laughlin, Kyle (1905-1984)",1942,,,groups of people; military uniforms,"United States -- National Guard; Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Adults--Idaho; Eating & drinking;,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 850, Negative 99-850-003",99-850-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,,,669843078,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1363,1363,spec_kl1363,image,spec_kl1363.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1363.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1363_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1363_th.jpg,
"National Guard trip, 1942 [4]",An evening image of the cook area on the National Guard trip.,"Laughlin, Kyle (1905-1984)",1942,,,groups of people; military uniforms,"United States -- National Guard; Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Adults--Idaho;,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 850, Negative 99-850-004",99-850-004,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,,,669842340,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1364,1364,spec_kl1364,image,spec_kl1364.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1364.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1364_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1364_th.jpg,
"Nettie Ratcliffe, 1938",Nettie Ratcliffe,"Laughlin, Kyle (1905-1984)",1938-07-21,,,portraits,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 04, Sheet 765, Negative 99-765-004",99-765-004,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3x4 black and white negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins and Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669842567,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/949,949,spec_kl949,image,spec_kl949.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl949.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl949_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl949_th.jpg,
"Nettie Ratcliffe, 1939",Portrait of Nettie Ratcliffe.,"Laughlin, Kyle (1905-1984)",1939-07-16,,,groups of people,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;",Adults--Idaho;,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","MG99, Box 04, Sheet 770, Negative 99-770-003",99-770-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,3x4 black and white film negatives,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",Tisa Madson,Deborah Green,"Kevin Dobbins, Seth Williams, Nathanael Caires",Deborah Green and Nathan Bender,,46.734481,-116.993797,669842403,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1232,1232,spec_kl1232,image,spec_kl1232.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1232.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1232_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1232_th.jpg,
"New Year's costume party, 1960 [1]","Two persons dressed in costumes for a party. Woman is holding Jimminy Crickets, the Laughlin family dog.","Laughlin, Kyle (1905-1984)",1960-01-02,,,groups of people; Canis familiaris (species); holidays; parties; events,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works; Pets -- Pictorial works;",Costumes; Clothing & dress; Dogs; Holidays--Idaho--Moscow; Adults--Idaho; People;,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 266, Negative 99-266-001",99-266-001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669840436,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/727,727,spec_kl727,image,spec_kl727.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl727.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl727_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl727_th.jpg,
"New Year's costume party, 1960 [2]",Man sits on a sofa wearing a costume.,"Laughlin, Kyle (1905-1984)",1960-01-02,,,holidays; parties; events,"Laughlin, Kyle E., 1905-1984; Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Costumes; Clothing & dress; Holidays--Idaho--Moscow; Adults--Idaho; People;,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 266, Negative 99-266-002",99-266-002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669838577,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/728,728,spec_kl728,image,spec_kl728.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl728.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl728_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl728_th.jpg,
"New Year's costume party, 1960 [3]",Two people dressed in costumes for a party.,"Laughlin, Kyle (1905-1984)",1960-01-02,,,holidays; parties; events; groups of people,"Laughlin, Kyle E., 1905-1984; Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Idaho -- Social life and customs -- Pictorial works;",Costumes; Clothing & dress; Holidays--Idaho--Moscow; Adults--Idaho; People;,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,Latah County,East Moscow,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG99, Box 03, Sheet 266, Negative 99-266-003",99-266-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Seth Williams,Deborah Green and Nathan Bender,,46.734481,-116.993797,669840450,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/729,729,spec_kl729,image,spec_kl729.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl729.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl729_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl729_th.jpg,
