objectid,parentid,display_template,title,presenter,event,date,description,bio,media_type,item_number,event_type,creator,publisher_digital,source,identifier,format_original,format,type,rights,rightsstatement,subject,language,youtubeid,filename,object_location,image_small,image_thumb
turning313,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  23",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  23 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,23,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_23,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning313.jpg,https://objects.lib.uidaho.edu/turningwheel/turning313.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning313_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning313_th.jpg
turning314,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  25",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  25 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,25,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_25,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning314.jpg,https://objects.lib.uidaho.edu/turningwheel/turning314.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning314_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning314_th.jpg
turning316,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  26",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  26 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,26,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_26,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning316.jpg,https://objects.lib.uidaho.edu/turningwheel/turning316.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning316_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning316_th.jpg
turning317,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  27",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  27 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,27,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_27,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning317.jpg,https://objects.lib.uidaho.edu/turningwheel/turning317.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning317_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning317_th.jpg
turning318,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  28",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  28 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,28,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_28,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning318.jpg,https://objects.lib.uidaho.edu/turningwheel/turning318.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning318_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning318_th.jpg
turning319,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  29",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  29 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,29,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_29,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning319.jpg,https://objects.lib.uidaho.edu/turningwheel/turning319.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning319_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning319_th.jpg
turning320,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  30",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  30 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,30,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_30,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning320.jpg,https://objects.lib.uidaho.edu/turningwheel/turning320.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning320_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning320_th.jpg
turning321,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  32",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  32 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,32,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_32,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning321.jpg,https://objects.lib.uidaho.edu/turningwheel/turning321.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning321_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning321_th.jpg
turning323,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  31",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  31 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,31,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_31,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning323.jpg,https://objects.lib.uidaho.edu/turningwheel/turning323.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning323_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning323_th.jpg
turning330,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  33",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  33 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,33,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_33,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning330.jpg,https://objects.lib.uidaho.edu/turningwheel/turning330.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning330_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning330_th.jpg
turning331,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  34",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  34 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,34,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_34,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning331.jpg,https://objects.lib.uidaho.edu/turningwheel/turning331.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning331_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning331_th.jpg
turning332,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  48",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  48 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,48,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_48,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning332.jpg,https://objects.lib.uidaho.edu/turningwheel/turning332.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning332_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning332_th.jpg
turning341,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  35",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  35 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,35,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_35,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning341.jpg,https://objects.lib.uidaho.edu/turningwheel/turning341.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning341_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning341_th.jpg
turning353,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  36",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  36 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,36,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_36,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning353.jpg,https://objects.lib.uidaho.edu/turningwheel/turning353.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning353_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning353_th.jpg
turning361,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  37",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  37 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,37,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_37,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning361.jpg,https://objects.lib.uidaho.edu/turningwheel/turning361.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning361_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning361_th.jpg
turning362,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  38",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  38 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,38,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_38,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning362.jpg,https://objects.lib.uidaho.edu/turningwheel/turning362.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning362_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning362_th.jpg
turning363,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  39",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  39 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,39,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_39,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning363.jpg,https://objects.lib.uidaho.edu/turningwheel/turning363.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning363_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning363_th.jpg
turning364,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  40",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  40 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,40,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_40,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning364.jpg,https://objects.lib.uidaho.edu/turningwheel/turning364.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning364_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning364_th.jpg
turning365,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  41",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  41 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,41,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_41,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning365.jpg,https://objects.lib.uidaho.edu/turningwheel/turning365.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning365_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning365_th.jpg
turning366,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  42",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  42 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,42,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_42,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning366.jpg,https://objects.lib.uidaho.edu/turningwheel/turning366.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning366_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning366_th.jpg
turning368,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  43",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  43 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,43,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_43,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning368.jpg,https://objects.lib.uidaho.edu/turningwheel/turning368.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning368_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning368_th.jpg
turning369,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  44",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  44 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,44,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_44,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning369.jpg,https://objects.lib.uidaho.edu/turningwheel/turning369.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning369_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning369_th.jpg
turning370,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  45",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  45 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,45,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_45,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning370.jpg,https://objects.lib.uidaho.edu/turningwheel/turning370.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning370_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning370_th.jpg
turning371,dora,image,"Robert Caisley and Lauren 'Lojo' Simon, Performance - Turning of the Wheel, Photograph  46",Robert Caisley; Lauren 'Lojo' Simon,Adoration of Dora: a Play with Text and Images,2011-09-27,"Photograph  46 of Robert Caisley and Lauren 'Lojo' Simon's Performance 'Adoration of Dora: a Play with Text and Images.' Robert Caisley, Associate Professor of Theatre Arts and Head of Dramatic Writing, directed the play. Lauren 'Lojo' Simon, MFA graduate student, wrote the play. Pictured: Cast members perform at dress rehearsal, University of Idaho Hartung Theater.",,Photograph,46,Performance,"Kristin Carlson, photogapher",University of Idaho Library,"Turning of the Wheel - Humanities Colloquium Series, 2011-2012, University of Idaho",adorationofdora_46,Digital Photograph,image/jpeg,Image;StillImage,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,humanities,eng,,turning371.jpg,https://objects.lib.uidaho.edu/turningwheel/turning371.jpg,https://objects.lib.uidaho.edu/turningwheel/small/turning371_sm.jpg,https://objects.lib.uidaho.edu/turningwheel/thumbs/turning371_th.jpg
