objectid,title,description,date,date is approximate?,creator,subject,latitude,longitude,donor,digital collection,source,finding aid,identifier,rights,rightsstatement,format original,type,format,language,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,display_template,filename,object_location,image_small,image_thumb,errors
priestlake336,Cabin on Indian Creek Bay,"A postcard depicting a cabin on Indian Creek Bay. Priest Lake, Idaho. Donated by Harriet (Klein) Allen via Priest Lake Museum.",1930,y,,cabins (houses);mountains;rivers;postcard,48.610596,-116.845479,Harriet (Klein) Allen via Priest Lake Mus.,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-22,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/336,336,6.jp2,/priestlake/image/6.jp2,image,priestlake336.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake336.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake336_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake336_th.jpg,""
priestlake227,Cabin on lake,Three people on the beach in front of a cabin on the lake (Charles Schrimpf?). Donated by Viv Beardmore through Priest Lake Museum.,1910,y,,families;shores (landforms);cabins (houses),48.560072,-116.926224,Viv Beardmore through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-06-11,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/227,227,303.jp2,/priestlake/image/303.jp2,image,priestlake227.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake227.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake227_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake227_th.jpg,""
priestlake226,Camp,View of a camp with railroad tracks running through it. Donated by Viv Beardmore through Priest Lake Museum.,1938,y,,camps (temporary settlements);mountains;railroad,48.566576,-116.930859,Viv Beardmore through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-06-10,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/226,226,302.jp2,/priestlake/image/302.jp2,image,priestlake226.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake226.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake226_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake226_th.jpg,""
priestlake297,"Camp Baldy Amusement Center. Priest Lake, Idaho",Camp Baldy Amusement Center sign adversiting dancing. Donated by Red Gasterneau through Priest Lake Museum.,1947,y,,automobiles;roads;camp;amusement;dancing,48.774644,-116.706044,Red Gasterneau through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-07-05,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/297,297,367.jp2,/priestlake/image/367.jp2,image,priestlake297.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake297.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake297_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake297_th.jpg,""
priestlake92,Camp kitchen,People sitting in a camp's kitchen area. Donated by Stan McClung through Priest Lake Museum.,1916,y,,tents (portable buildings);camps (temporary settlements);camping;cooking,48.646858,-116.854604,Stan McClung through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-21-06,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/92,92,182.jp2,/priestlake/image/182.jp2,image,priestlake92.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake92.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake92_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake92_th.jpg,""
priestlake346,Camp WarKlein,"Camp WarKlein tents on a beach near Soldier Creek. Priest Lake, Idaho. Donated by Harriet (Klein) Allen via Priest Lake Museum.",1922,y,,children;camps (temporary settlements);camping;beach,48.503263,-116.838334,Harriet (Klein) Allen via Priest Lake Mus.,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-13,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/346,346,69.jp2,/priestlake/image/69.jp2,image,priestlake346.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake346.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake346_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake346_th.jpg,""
priestlake306,Canoe at Priest Lake,View of Priest Lake with a canoe sitting on the beach. Donated by Margaret Randall through Priest Lake Museum.,1945,y,,shores (landforms);boats;mountains,48.477571,-116.851847,Margaret Randall through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-08-03,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/306,306,375.jp2,/priestlake/image/375.jp2,image,priestlake306.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake306.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake306_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake306_th.jpg,""
priestlake107,Canoe-laden automobile,"A canoe-laden automobile passing beneath a sign that reads 'Paul Jones Beach.' Priest Lake, Idaho. Donated by Marjorie (Paul) Roberts through Priest Lake Museum.",1935,y,,automobiles;canoes;roads;beach,48.484377,-116.844877,Marjorie (Paul) Roberts through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-02-22,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,7x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/107,107,196.jp2,/priestlake/image/196.jp2,image,priestlake107.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake107.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake107_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake107_th.jpg,""
priestlake220,Captain R. E. Boombs and E. J. Elliott,Captain R.E. Boombs and E.J. Elliott on the deck of the steamboat Tyee.,1945-04-03,,,boats;lakes (bodies of water);steamboat,48.481077,-116.851042,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-05-09,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,8x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/220,220,298.jp2,/priestlake/image/298.jp2,image,priestlake220.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake220.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake220_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake220_th.jpg,""
priestlake114,Caterpiller machine on barge,A caterpillar machine siting on a barge. Donated by Speed Weidner through Priest Lake Museum.,1932,y,,barges;lakes (bodies of water);machinery;caterpillar,48.482846,-116.848644,Speed Weidner through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-22-04,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/114,114,201.jp2,/priestlake/image/201.jp2,image,priestlake114.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake114.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake114_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake114_th.jpg,""
priestlake32,"Cavanaugh Bay, Fenton's Ranch","Aerial photo of Cavanaugh Bay, Fenton's Ranch. Priest Lake, Idaho. Donated by Harriet (Klein) Allen via Priest Lake Museum.",1923,y,,lakes (bodies of water);mountains;aerial;aerial photograph;aerial view,48.519871,-116.825781,Harriet (Klein) Allen via Priest Lake Mus.,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-01-52,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/32,32,128.jp2,/priestlake/image/128.jp2,image,priestlake32.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake32.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake32_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake32_th.jpg,""
priestlake65,"Cavanaugh Bay. Priest Lake, Idaho","View of Cavanaugh Bay at Priest Lake, Idaho. A boat can be seen crossing the lake. Donated by Paul Weber through Priest Lake Museum.",1925,y,,boats;lakes (bodies of water);mountains,48.532441,-116.82961,Paul Weber through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-19-04,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/65,65,158.jp2,/priestlake/image/158.jp2,image,priestlake65.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake65.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake65_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake65_th.jpg,""
priestlake259,CCC camp,Aerial view of CCC camp. Donated by Red Gasterneau through Priest Lake Museum.,1933,y,,camps (temporary settlements);civilian conservation corps;ccc;tents,48.571515,-116.919315,Red Gasterneau through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-07-13,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/259,259,332.jp2,/priestlake/image/332.jp2,image,priestlake259.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake259.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake259_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake259_th.jpg,""
priestlake171,CCC camp at Granite Creek,"Aerial view of CCC Camp at Granite Creek, Idaho. Donated by Fred Crosetto through Priest Lake Museum.",1932,y,,tents (portable buildings);camps (temporary settlements);civilian conversation corps;ccc,48.637666,-116.874254,Fred Crosetto through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-25-01,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/171,171,253.jp2,/priestlake/image/253.jp2,image,priestlake171.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake171.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake171_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake171_th.jpg,""
priestlake260,"CCC camp F-142, Camp Kalispell Bay, Company 1894","View of CCC camp F-142, Camp Kalispell Bay, Company 1894. Priest River, Idaho.",1935,y,,camps (temporary settlements);lakes (bodies of water);civilian conservation corps;ccc,48.559873,-116.925237,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-07-14,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,6 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/260,260,333.jp2,/priestlake/image/333.jp2,image,priestlake260.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake260.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake260_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake260_th.jpg,""
priestlake299,CCC camp in winter,View of a CCC camp during winter. Donated by Red Gasterneau through Priest Lake Museum.,1940,y,,camps (temporary settlements);winter;mountains,48.566888,-116.934636,Red Gasterneau through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-07-07,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/299,299,369.jp2,/priestlake/image/369.jp2,image,priestlake299.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake299.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake299_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake299_th.jpg,""
priestlake117,CCC tent camp,"View of an unidentified CCC tent camp near Priest River, Idaho. Donated by Marjorie (Paul) Roberts through Priest Lake Museum.",1939,y,,camps (temporary settlements);civilian conservation corps;ccc;tents,48.566973,-116.934721,Marjorie (Paul) Roberts through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-02-26,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,6x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/117,117,204.jp2,/priestlake/image/204.jp2,image,priestlake117.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake117.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake117_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake117_th.jpg,""
priestlake78,Celebration at Beaver Creek Ranger Station,"Celebration at Beaver Creek Ranger Station after the repeal of prohibition. Pictured: Ryder Chronic, Frank Wilson, Don Jenkins, Kenneth Nelson, Bill Blake, Henry Deiner, Ivan Painter, Elmer Berg, Tom Spurgeon, unknown, Mark Hurd. Priest Lake, Idaho. Donated by H. J. Deiner through Priest Lake Museum.",1933,,,ranger stations;exteriors;people,48.737372,-116.885441,H.J. Deiner through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-17-05,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/78,78,17.jp2,/priestlake/image/17.jp2,image,priestlake78.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake78.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake78_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake78_th.jpg,""
priestlake356,Chicken house under construction,Exterior view of a chicken house under construction. Donated by Dewey Huot through Priest Lake Museum.,1936,,,construction;buildings;chickens,48.527722,-116.858122,Dewey Huot through Priest Lake Museum,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-12-11,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,4x5 black and white copy negative,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/356,356,78.jp2,/priestlake/image/78.jp2,image,priestlake356.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake356.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake356_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake356_th.jpg,""
priestlake143,Children horse and dog,Six children posing with a horse and a dog in front of a school.,1922,y,,school children;horses;dogs;children,48.064638,-116.794867,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-23-06,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,8x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/143,143,228.jp2,/priestlake/image/228.jp2,image,priestlake143.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake143.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake143_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake143_th.jpg,""
priestlake139,Children in horse-drawn sled,Six children sit in a horse-drawn sled.,1920,y,,children;horse-drawn sled;sled;sledding;horses;children,48.489064,-116.835694,,"Priest Lake Museum Association Collection, http://www.lib.uidaho.edu/digital/priestlake/","Priest Lake Museum Association photographs, 1880-1950, PG 17, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv119445,PG17-23-04,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,6 1/2x10 black and white mounted print,Image;StillImage,image/jpeg,eng,12/5/2012,9/14/2015,http://digital.lib.uidaho.edu:80/cdm/ref/collection/priestlake/id/139,139,224.jp2,/priestlake/image/224.jp2,image,priestlake139.jpg,https://objects.lib.uidaho.edu/priestlake/priestlake139.jpg,https://objects.lib.uidaho.edu/priestlake/small/priestlake139_sm.jpg,https://objects.lib.uidaho.edu/priestlake/thumbs/priestlake139_th.jpg,""
