title,creator,description,archival_date,date,date approximate,subject,source,finding_aid,publisher,book relationship,identifier,object_location,image_small,image_thumb,format original,format,type,display_template,rights,rightsstatement,language,date digital,location,state,county,city,geonames,latitude,longitude,date created,date modified,contentdm file path,objectid
Logs Exiting the Log Chute [02],"McHarg, Charles K.","Log hits the pond from the Delaney Creek chute, Little North Fork Coeur d'Alene river. Winton Lumber Company operations. Credit to U.S.D.A. Forest Service.",1929-07-08,1929-07-08,,flowage; log (wood); chutes; ponds (water);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 112,69_2_B-37,https://objects.lib.uidaho.edu/whitepine/69_2_B-37.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-37_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-37_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Delaney Creek, Kootenai County, ID",Idaho,Kootenai County,Delaney Creek,http://www.geonames.org/5590908/delaney-creek.html,47.744,-116.4291,2016-08-12,2018-05-01,/whitepine/image/171.jp2,whitepine80
Logs Exiting the Log Chute [01],"Gregary, C.H.",Milwaukee Lumber Company log chute located in the St. Joe National Forest. A man looks on as fire damaged logs are chuted to the log pond. Credit to U.S.D.A. Forest Service.,1920,1920,,salvage logging; log (wood); flowage; chutes; ponds (water);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 40,69_2_B-38,https://objects.lib.uidaho.edu/whitepine/69_2_B-38.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-38_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-38_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Rochat Creek, Benewah County, ID",Idaho,Benewah County,Rochat Creek,http://www.geonames.org/5605533/rochat-creek.html,47.3288,-116.4556,2016-08-12,2018-05-01,/whitepine/image/172.jp2,whitepine81
Chute meets Flume [02],,Winston Lumber Company Falls Creek Chute and Flume. According to Dick Reed this was a running chute most of the time  but a man and horse were kept near the junction in case the logs stopped before they got to the flume. Generally the logs entered the flume of their own momentum. Note the tow path to the left of the junction. The white spot is a plume of water thrown up when the log from the chute plunged into the water in the flume. You can also see another log in the chute about ready to hit the flume. Courtesy Tom Reed.,1925,1925,,chutes; log (wood); flumes;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 119,69_2_B-39,https://objects.lib.uidaho.edu/whitepine/69_2_B-39.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-39_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-39_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Falls Creek, Shoshone County, ID",Idaho,Shoshone County,Falls Creek,http://www.geonames.org/5592790/falls-creek.html,47.7461,-116.0209,2016-08-12,2018-05-01,/whitepine/image/173.jp2,whitepine82
Holt Tractor Loaded with Logs,,"A tractor is ready to pull a load of logs to the river, specifically the Ray Rauch operation near Newport, Washington. Holt Caterpillar '60' Tractor pulling  'bummer', two wagons and three trailers loaded with a total 22,270 board feet of logs. Ray Rauch is the man wearing a vest. Courtesy Lester M. Tarbet.",1913,1913,,logs (wood); crawler tractors; group portraits; draft horses;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 131. Also print,69_2_B-40,https://objects.lib.uidaho.edu/whitepine/69_2_B-40.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-40_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-40_th.jpg,black and white film copy negative,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Newport, Pend Oreille County, WA",Washington,Pend Oreille County,Newport,http://www.geonames.org/5804694/newport.html,48.1819,-117.0354,2016-08-12,2018-05-01,/whitepine/image/174.jp2,whitepine83
Sleigh Loaded with Logs [05],,"Sleigh load of logs drawn by horses. Ray Rauch operation near Newport, Washington. Load is a total of 12,400 board feet log measure) Men are left to right: Walt Cooley, Sean Cooley, Seifers Golt, and Ray R. Rauch. The haul was 6 miles and was run twice a day. It cost $2.75 per mile to mill. Courtesy Lester M. Tarbet.",1911,1911,,logs (wood); draft horses; snow; winter; group portraits; sleighs;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 109. Also print,69_2_B-41,https://objects.lib.uidaho.edu/whitepine/69_2_B-41.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-41_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-41_th.jpg,black and white film copy negative,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Newport, Pend Oreille County, WA",Washington,Pend Oreille County,Newport,http://www.geonames.org/5804694/newport.html,48.1819,-117.0354,2016-08-12,2018-05-01,/whitepine/image/175.jp2,whitepine84
Flume Crew Separating Logs,,"Crew separating logs at the Rose Lake Lumber Company flume, Falls Creek. Courtesy of Tom Reed.",1925,1925,,flumes; log (wood); blue collar workers;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 118,69_2_B-42,https://objects.lib.uidaho.edu/whitepine/69_2_B-42.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-42_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-42_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Falls Creek, Shoshone County, ID",Idaho,Shoshone County,Falls Creek,http://www.geonames.org/5592790/falls-creek.html,47.7461,-116.0209,2016-08-12,2018-05-01,/whitepine/image/176.jp2,whitepine85
Pack String [02],,"Kirtly & Stone mule pack string loaded with hay, 20 miles NE of Prichard, Idaho. The pack train is headed to Rose Lake. According to Dick Reed this was either the Falls Creek camp 2 or 3 of the Winton Lumber Company. Men are left to right: Bobby Sears, Bob Conners (packer in the 10 gallon hat), and an unidentified man.",1925,1925,,mules (mammals); hay;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 105,69_2_B-43,https://objects.lib.uidaho.edu/whitepine/69_2_B-43.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-43_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-43_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Falls Creek, Shoshone County, ID",Idaho,Shoshone County,Falls Creek,http://www.geonames.org/5592790/falls-creek.html,47.7461,-116.0209,2016-08-12,2018-05-01,/whitepine/image/177.jp2,whitepine86
Marianne Hensley,,"Marianne Hensley, Spirit Lake, helping on logging operations which she does regularly with her husband. Courtesy of Mrs. Hensley.",1925,1925,,lumbermen; women; log (wood); draft horses;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 158,69_2_B-44,https://objects.lib.uidaho.edu/whitepine/69_2_B-44.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-44_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-44_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Spirit Lake, Kootenai County, ID",Idaho,Kootenai County,Spirit Lake,http://www.geonames.org/5608388/spirit-lake.html,47.9671,-116.8739,2016-08-12,2018-05-01,/whitepine/image/178.jp2,whitepine87
Falls Creek Flume,,An inside view of the flume on Falls Creek.,1925,1925,,flumes;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-45,https://objects.lib.uidaho.edu/whitepine/69_2_I-45.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_i-45_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_i-45_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Falls Creek, Shoshone County, ID",Idaho,Shoshone County,Falls Creek,http://www.geonames.org/5592790/falls-creek.html,47.7461,-116.0209,2016-08-12,2018-05-01,/whitepine/image/179.jp2,whitepine88
Chute meets Flume [01],,Neil Fullerton standing next to the Mica Creek trailing chute. This is where the chute landing met the Mica Creek trailing flume. Beginning of flume in background. St. Joe National Forest. Courtesy of Neil Fullerton.,1939-09-22,1939-09-22,,portraits; flumes; chutes; log (wood);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 113. Also print,69_2_B-46,https://objects.lib.uidaho.edu/whitepine/69_2_B-46.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-46_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-46_th.jpg,black and white negative,image/jpeg,Image;StillImage,image,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Mica Creek, Shoshone County, ID",Idaho,Shoshone County,Mica Creek,http://www.geonames.org/5600736/mica-creek.html,47.2686,-116.1363,2016-08-12,2018-05-01,/whitepine/image/180.jp2,whitepine90
Brickle Creek Flume [02],,"Logs stacked on log deck and Brickle Creek flume of the Panhandle Lumber Company. Brickle Creek is west of Spirit Lake. Courtesy of Mrs. Richard E. Ferrell (widow of the noted North Idaho lumberjack preacher) Spokane, Washington.",1925,1925,yes,flumes; log (wood);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 117. Also print,69_2_B-47,https://objects.lib.uidaho.edu/whitepine/69_2_B-47.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-47_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-47_th.jpg,black and white film copy negative,image/jpeg,Image;StillImage,image,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Brickel Creek, Spokane County, WA",Washington,Spokane County,Brickel Creek,http://www.geonames.org/5788093/brickel-creek.html,47.9285,-116.9887,2016-08-12,2018-05-01,/whitepine/image/181.jp2,whitepine91
Mica Creek Trailing Chute,,A picture of Neil Fulleron sitting at the Mica Creek Trailing Chute. This is where the chute landing met up with the Mica Creek Flume. Beginning of Flume can be seen in the background. Saint Joe National Forest.,1939-09-22,1939-09-22,,portraits; flumes; chutes; log (wood);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-48,https://objects.lib.uidaho.edu/whitepine/69_2_I-48.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_i-48_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_i-48_th.jpg,black and white negative,image/jpeg,Image;StillImage,image,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Mica Creek, Shoshone County, ID",Idaho,Shoshone County,Mica Creek,http://www.geonames.org/5600736/mica-creek.html,47.2686,-116.1363,2016-08-12,2018-05-01,/whitepine/image/182.jp2,whitepine92
Brickle Creek Flume [01],,"A picture of Brickle Creek flume operating as part of  Panhandle Lumber Company in West of Spirit Lake, Idaho. This photo is from an old post card. Courtesy of Mrs. Richard E. Ferrell, Spokane, Washington.",1924,1924,yes,flumes; log (wood);,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 118. Also print,69_2_B-49,https://objects.lib.uidaho.edu/whitepine/69_2_B-49.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-49_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-49_th.jpg,black and white film copy negative,image/jpeg,Image;StillImage,image,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Brickel Creek, Spokane County, WA",Washington,Spokane County,Brickel Creek,http://www.geonames.org/5788093/brickel-creek.html,47.9285,-116.9887,2016-08-12,2018-05-01,/whitepine/image/183.jp2,whitepine93
Fred Herrick Flume,"Strong, Clarence C.",Pictured is the Milwaukee Lumber Co. flume on Benewah Creek 50 years after construction (built in 1916).,1966,1966,,flumes; portraits;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 86,69_2_B-50,https://objects.lib.uidaho.edu/whitepine/69_2_B-50.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-50_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-50_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Benewah Creek, Benewah County, ID",Idaho,Benewah County,Benewah Creek,http://www.geonames.org/5585305/benewah-creek.html,47.2505,-116.7644,2016-08-12,2018-05-01,/whitepine/image/184.jp2,whitepine94
Skookum Creek Flume,"Swan, K.D.",Pictured is the Winton Lumber Company on Skookum Creek from the chute and rollway to flume. Credit to the U.S.D.A. Forest Service.,1924,1924,,flumes; log (wood); blue collar workers;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 116,69_2_B-51,https://objects.lib.uidaho.edu/whitepine/69_2_B-51.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-51_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-51_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Skookum Creek, Kootenai County, ID",Idaho,Kootenai County,Skookum Creek,http://www.geonames.org/5607475/skookum-creek.html,47.7408,-116.4745,2016-08-12,2018-05-01,/whitepine/image/185.jp2,whitepine95
Leiberg Creek Flume,"Lowdermilk, W.C.","An empolyee rolling logs into Leiberg Creek flume, Little North Fork Coeur d'Alene River, Coeur d'Alene National Forest. Credit to the U.S.D.A. Forest Service.",1920-07-01,1920-07-01,,flumes; log (wood); blue collar workers;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 116,69_2_B-52,https://objects.lib.uidaho.edu/whitepine/69_2_B-52.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-52_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-52_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Leiberg Creek, Kootenai County, ID",Idaho,Kootenai County,Leiberg Creek,http://www.geonames.org/5598453/leiberg-creek.html,47.715,-116.3825,2016-08-12,2018-05-01,/whitepine/image/186.jp2,whitepine96
Log Drive,"Neff, Philip",Men working on a log drive on Coeur d'Alene River. Drivers working on a center. Photo credit to the U.S.D.A. Forest Service.,1921-07-18,1921-07-18,,log (wood); blue collar workers; rivers;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-53,https://objects.lib.uidaho.edu/whitepine/69_2_I-53.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_i-53_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_i-53_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"North Fork Coeur d'Alene River, Shoshone County, ID",Idaho,Shoshone County,North Fork Coeur d'Alene River,http://www.geonames.org/5602355/north-fork-coeur-d-alene-river.html,47.5645,-116.3138,2016-08-12,2018-05-01,/whitepine/image/187.jp2,whitepine97
"Sanders, Idaho",,"A view of the town of Sanders, Idaho. Courtesy of Mrs. Day of New Sanders, Idaho.",1905,1905,yes,towns;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-54,https://objects.lib.uidaho.edu/whitepine/69_2_I-54.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_i-54_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_i-54_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Sanders, Benewah County, ID",Idaho,Benewah County,Sanders,http://www.geonames.org/5606410/sanders.html,47.1066,-116.796,2016-08-12,2018-05-01,/whitepine/image/188.jp2,whitepine98
Driving Cranberry and Marble Creeks,"McHarg, Charles K.","Logs located at the junction of Cranberry Creek and Marble Creek, St. Joe National Forest. Credit U.S.D.A. Forest Service.",1923-06-18,1923-06-18,,log (wood); rivers;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,WPKOMW p. 56,69_2_B-55,https://objects.lib.uidaho.edu/whitepine/69_2_B-55.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-55_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-55_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Cranberry Creek, Shoshone County, ID",Idaho,Shoshone County,Cranberry Creek,http://www.geonames.org/5590071/cranberry-creek.html,47.1292,-116.1012,2016-08-12,2018-05-01,/whitepine/image/189.jp2,whitepine99
Tugboat 'Coeur d'Alene' [01],"Fullerton, Neil",Tugboat towing logs on St. Joe River above St. Maries towards Coeur d'Alene.,1941-05-08,1941-05-08,,log (wood); rivers; tugboats;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_B-13,https://objects.lib.uidaho.edu/whitepine/69_2_B-13.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_b-13_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_b-13_th.jpg,black and white negative,image/jpeg,Image;StillImage,image,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,"Cottonwood Point, Benewah County, ID",Idaho,Benewah County,Cottonwood Point,http://www.geonames.org/5589775/cottonwood-point.html,47.3317,-116.6177,2016-08-12,2018-05-01,/whitepine/image/19.jp2,whitepine100
Sleigh Loaded with Logs [06],,"Joe Brown logging operation at Sanders, Idaho. Team of horses pulling a 'go-devil' or a sled. Courtesy of Mrs. Day of Sanders, ID.",1905,1905,yes,sleds; draft horses; group portraits; log (wood); snow; winter;,"White Pine: King of Many Waters collection, 1964-1970, MG 69, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv75245,Mountain Press Publishing Company,,69_2_I-56,https://objects.lib.uidaho.edu/whitepine/69_2_I-56.jpg,https://objects.lib.uidaho.edu/whitepine/small/69_2_i-56_sm.jpg,https://objects.lib.uidaho.edu/whitepine/thumbs/69_2_i-56_th.jpg,black and white print,image/jpeg,Image;StillImage,image,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,"Sanders, Benewah County, ID",Idaho,Benewah County,Sanders,http://www.geonames.org/5606410/sanders.html,47.1066,-116.796,2016-08-12,2018-05-01,/whitepine/image/190.jp2,whitepine101
