objectid,filename,title,creator,date,archival_date,description,image_alt_text,subject,source,identifier,relation,type,format_original,format,finding_aid,digital_collection,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
kibbiedome064,pg136_2_69_16-037.jpg,University of Idaho men's basketball players,University of Idaho Photo Center,1982,1982-03-06,University of Idaho men's basketball players (Steve Adams on right) holding the Big Sky Conference Champions award after winning a game versus University of Nevada,"Black and white photograph of two men, basketball hoop nets draped around their necks, holding a plaque reading ""BIG SKY CONFERENCE CHAMPIONS 1981-82"". In the background are people sitting and standing on stands.",basketball; athletes; stadiums,"University of Idaho Photo Center Photograph collection, PG 136, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg136_2_69_16-037,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv399366,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg136_2_69_16-037.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg136_2_69_16-037_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg136_2_69_16-037_th.jpg
kibbiedome065,pg136_2_69_5-001.jpg,Blues Brothers performers,University of Idaho Photo Center,1980,1980-01-31,Performers impersonating the Blues Brothers and accompanying musicians,"Black and white photograph of a group of musicians playing at the end of a basketball court, two of them dressed in dark suits and fedoras. In the background are people sitting in stands.",musicians; basketball; stadiums,"University of Idaho Photo Center Photograph collection, PG 136, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg136_2_69_5-001,,Image;StillImage,black and white photographic negative,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv399366,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg136_2_69_5-001.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg136_2_69_5-001_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg136_2_69_5-001_th.jpg
kibbiedome066,pg138_1_34-01.jpg,Rodeo setup,Printing and Design Services,1983,1983,Rodeo setup in the Kibbie Dome.,Black and white photograph of an enclosed stadium with empty stands and a rodeo setup on the field. In the foreground are pens holding horses and cattle.,rodeos; stadiums,"Printing and Design Services Photographs collection, PG 138, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg138_1_34-01,,Image;StillImage,black and white photographic print,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv421379,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg138_1_34-01.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg138_1_34-01_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg138_1_34-01_th.jpg
kibbiedome067,pg138_1_34-02.jpg,Commencement ceremony,Printing and Design Services,1993,1993-05-13,1993 commencement ceremony in the Kibbie Dome.,Black and white photograph of people wearing graduation robes and mortarboards sitting in rows inside an enclosed stadium with an arched roof.. In the background are more people sitting on a stage.,commencements; stadiums,"Printing and Design Services Photographs collection, PG 138, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg138_1_34-02,,Image;StillImage,black and white photographic print,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv421379,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg138_1_34-02.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg138_1_34-02_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg138_1_34-02_th.jpg
kibbiedome068,pg138_1_34-03.jpg,Centennial kickoff breakfast,Printing and Design Services,1988,1988-01-25,Kibbie Dome concessions stand during the Centennial kickoff breakfast,Black and white photograph of people carrying plates of food around a food concessions area.,concession areas; stadiums,"Printing and Design Services Photographs collection, PG 138, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg138_1_34-03,,Image;StillImage,black and white photographic print,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv421379,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg138_1_34-03.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg138_1_34-03_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg138_1_34-03_th.jpg
kibbiedome069,pg143_1_46-001.jpg,Indoor javelin,University of Idaho News Bureau,1987,1987-1989,An athlete throws a javelin in the Kibbie Dome.,Black and white photograph of a javelin thrower standing on the field of an enclosed stadium. In the background are empty stands and several other people.,track and field; track and field javelins; stadiums,"News Bureau photographs and film, PG 143, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg143_1_46-001,,Image;StillImage,black and white photographic print,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv664432,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg143_1_46-001.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg143_1_46-001_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg143_1_46-001_th.jpg
kibbiedome070,pg143_1_47-001.jpg,Rodeo in the Kibbie Dome [2],University of Idaho News Bureau,1987,1987-1989,A rider on a bull during a rodeo in the Kibbie Dome.,Black and white photograph of a person riding a bucking bull on a dirt field. Another person stands on the field nearby. In the background are spectators.,rodeos; stadiums,"News Bureau photographs and film, PG 143, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg143_1_47-001,,Image;StillImage,black and white photographic print,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv664432,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg143_1_47-001.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg143_1_47-001_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg143_1_47-001_th.jpg
kibbiedome071,pg143_1_47-005.jpg,Rodeo in the Kibbie Dome [1],University of Idaho News Bureau,1987,1987-1989,A rider lassoes a calf during a rodeo in the Kibbie Dome.,Black and white photograph of a person riding a horse and preparing to throw a lasso around a calf in the foreground.,rodeos; stadiums; lassos,"News Bureau photographs and film, PG 143, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg143_1_47-005,,Image;StillImage,black and white photographic print,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv664432,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg143_1_47-005.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg143_1_47-005_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg143_1_47-005_th.jpg
kibbiedome072,pg143_1_49-005.jpg,University of Idaho basketball player Kim Chernicki,University of Idaho News Bureau,1987,1986-1989,University of Idaho basketball player Kim Chernicki is helped up during a game in the Kibbie Dome against Portland State University.,Black and white photograph of one basketball player helping another up off the floor. The women wear dark and light uniforms.,basketball; athletes; sports,"News Bureau photographs and film, PG 143, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg143_1_49-005,,Image;StillImage,black and white photographic print,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv664432,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg143_1_49-005.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg143_1_49-005_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg143_1_49-005_th.jpg
kibbiedome073,pg143_1_54-002.jpg,Spectators face-painting at a basketball game,University of Idaho News Bureau,1987,1986-1989,Attendees face-painting at a University of Idaho basketball game in the Kibbie Dome.,Black and white photograph of a person wearing a basketball hoop on his head and applying face paint to another person. In the background are spectators sitting in stands.,spectators (event observers); painting (visual works); basketball; stadiums,"News Bureau photographs and film, PG 143, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg143_1_54-002,,Image;StillImage,black and white photographic print,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv664432,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg143_1_54-002.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg143_1_54-002_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg143_1_54-002_th.jpg
kibbiedome074,pg143_1_54-003.jpg,"Dennis Deccio, Jeff Brudie, and Tom Morris",University of Idaho News Bureau,1987,1986-1989,"Dennis Deccio on public address system on the left. Jeff Brudie (center) and Tom Morris (right), sportscasters for KRPL","Black and white photograph of three men sitting at a table behind a low curtain, which reads ""KRPL"". In the background are spectators sitting in stands.",announcers; basketball; stadiums,"News Bureau photographs and film, PG 143, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg143_1_54-003,,Image;StillImage,black and white photographic print,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv664432,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg143_1_54-003.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg143_1_54-003_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg143_1_54-003_th.jpg
kibbiedome075,pg143_1_54-006.jpg,Laurie Turner,University of Idaho News Bureau,1987,1986-1989,Women's basketball head coach Laurie Turner during a game in the Kibbie Dome.,Black and white photograph of a woman sitting on the sidelines of a sports event.,basketball; coaches (people); announcers; interviews,"News Bureau photographs and film, PG 143, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg143_1_54-006,,Image;StillImage,black and white photographic print,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv664432,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg143_1_54-006.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg143_1_54-006_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg143_1_54-006_th.jpg
kibbiedome076,pg143_1_54-010.jpg,Joe Vandal and spectators,University of Idaho News Bureau,1987,1986-1989,Joe Vandal and spectators at a University of Idaho basketball game in the Kibbie Dome.,Black and white photograph of spectators sitting in stands interacting with a person in a mascot costume.,costumes (character dress); spectators (event observers); stadiums,"News Bureau photographs and film, PG 143, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg143_1_54-010,,Image;StillImage,black and white photographic print,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv664432,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg143_1_54-010.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg143_1_54-010_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg143_1_54-010_th.jpg
kibbiedome077,pg143_1_54-013.jpg,Cheerleaders Mark Larken and Jan Van Patten,University of Idaho News Bureau,1987,1986-1989,Cheerleaders Mark Larken and Jan Van Patten in the Kibbie Dome during a basketball game.,"Black and white photograph of two people in cheerleader uniforms that read ""IDAHO"". In the background are spectators sitting in stands and a scoreboard.",athletes; stadiums; sports,"News Bureau photographs and film, PG 143, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg143_1_54-013,,Image;StillImage,black and white photographic print,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv664432,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg143_1_54-013.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg143_1_54-013_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg143_1_54-013_th.jpg
kibbiedome078,pg143_1_54-022.jpg,Cheerleaders in the Kibbie Dome,University of Idaho News Bureau,1987,1986-1989,Cheerleaders in the Kibbie Dome.,Black and white photograph of one person holding another upside down in the air. In the background are spectators sitting in stands.,athletes; stadiums; sports,"News Bureau photographs and film, PG 143, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg143_1_54-022,,Image;StillImage,black and white photographic print,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv664432,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg143_1_54-022.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg143_1_54-022_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg143_1_54-022_th.jpg
kibbiedome079,pg143_1_54-025.jpg,Member of the marching band in the Kibbie Dome,University of Idaho News Bureau,1987,1986-1989,Member of the marching band at a game in the Kibbie Dome,"Black and white photograph of a person in a marching band uniform that reads ""IDAHO."" They hold a mallet and are surrounded by spectators in stands.",bandmembers; musicians; stadiums,"News Bureau photographs and film, PG 143, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg143_1_54-025,,Image;StillImage,black and white photographic print,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv664432,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg143_1_54-025.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg143_1_54-025_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg143_1_54-025_th.jpg
kibbiedome080,pg143_1_54-026.jpg,Keith Gilbertson,University of Idaho News Bureau,1987,1987,Head football coach Keith Gilbertson holding the University of Idaho football team's Big Sky Conference Championship 1987 award,"Black and white photograph of two men standing together, one holding a plaque that reads ""BIG SKY CONFERENCE CHAMPIONS 1987"". In the background are mostly empty stands.",coaches (people); football (sports); sports,"News Bureau photographs and film, PG 143, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg143_1_54-026,,Image;StillImage,black and white photographic print,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv664432,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg143_1_54-026.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg143_1_54-026_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg143_1_54-026_th.jpg
kibbiedome081,pg143_1_9-001.jpg,Kibbie Dome end wall,University of Idaho News Bureau,1987,1986-1989,Exterior of the Kibbie Dome.,Black and white photograph of a building with an arched roof. In the foreground stand several people talking to each other.,stadiums; campuses,"News Bureau photographs and film, PG 143, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg143_1_9-001,,Image;StillImage,black and white photographic print,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv664432,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg143_1_9-001.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg143_1_9-001_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg143_1_9-001_th.jpg
kibbiedome082,pg146_1_16_1-002.jpg,University of Idaho marching band at a football game [2],University of Idaho Photo Services,1987,1986-1989,University of Idaho marching band trumpet soloist playing during a football game in the Kibbie Dome.,Color photograph of a trumpeter in a marching band uniform playing into a microphone. In the background are more marching band members and stands filled with people.,bandmembers; musicians; stadiums,"University of Idaho Photo Services photographs, PG 146, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg146_1_16_1-002,,Image;StillImage,color slide,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv256179,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg146_1_16_1-002.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg146_1_16_1-002_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg146_1_16_1-002_th.jpg
kibbiedome083,pg146_1_16_1-003.jpg,University of Idaho football team in the Kibbie Dome [2],University of Idaho Photo Services,1987,1986-1989,University of Idaho football team in the Kibbie Dome.,"Color photograph of football players in black and yellow uniforms running onto a football field, flanked by members of a marching band.",football (sports); stadiums,"University of Idaho Photo Services photographs, PG 146, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg146_1_16_1-003,,Image;StillImage,color slide,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv256179,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg146_1_16_1-003.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg146_1_16_1-003_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg146_1_16_1-003_th.jpg
kibbiedome084,pg146_1_16_10-040.jpg,University of Idaho football game versus Portland State University,University of Idaho Photo Services,1990,1985-1990,University of Idaho football game versus Portland State University in the Kibbie Dome,"Color photograph of members of two football teams crouching and facing each other on a football field. One team wears white and black, the other wears gold and black.",football (sports); stadiums,"University of Idaho Photo Services photographs, PG 146, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg146_1_16_10-040,,Image;StillImage,color slide,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv256179,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg146_1_16_10-040.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg146_1_16_10-040_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg146_1_16_10-040_th.jpg
kibbiedome085,pg146_1_16_11-059.jpg,University of Idaho football game versus Southwest Texas State,University of Idaho Photo Services,1991,1991-09-14,University of Idaho football game versus Southwest Texas State,Color photograph of a man wearing a headset and talking to football players sitting and standing on the sidelines of a football field.,football (sports); stadiums,"University of Idaho Photo Services photographs, PG 146, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg146_1_16_11-059,,Image;StillImage,color slide,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv256179,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg146_1_16_11-059.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg146_1_16_11-059_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg146_1_16_11-059_th.jpg
kibbiedome086,pg146_1_16_2-003.jpg,University of Idaho marching band at a football game [1],University of Idaho Photo Services,1987,1987-1991,University of Idaho marching band at a football game,"Color photograph of women wearing white, yellow, and black uniforms and holding white and yellow flags. In the background, people sit in stands.",bandmembers; musicians; stadiums,"University of Idaho Photo Services photographs, PG 146, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg146_1_16_2-003,,Image;StillImage,color slide,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv256179,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg146_1_16_2-003.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg146_1_16_2-003_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg146_1_16_2-003_th.jpg
kibbiedome087,pg146_1_16_2-006.jpg,Dennis Erickson,University of Idaho Photo Services,1985,1983-1985,Head football coach Dennis Erickson during a football game in the mid-1980s.,Color photograph of a man wearing a headset on the sidelines of a football field. Behind him are football players wearing black and yellow uniforms.,coaches (people); football (sports); sports,"University of Idaho Photo Services photographs, PG 146, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg146_1_16_2-006,,Image;StillImage,color slide,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv256179,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg146_1_16_2-006.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg146_1_16_2-006_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg146_1_16_2-006_th.jpg
kibbiedome088,pg146_1_16_4-014.jpg,University of Idaho football team in the Kibbie Dome [1],University of Idaho Photo Services,1985,1987-1991,University of Idaho football team in the Kibbie Dome,"Color photograph of football players in black and yellow uniforms standing on the sidelines of an enclosed football field. In the background, football players face off against each other on the field.",football (sports); stadiums,"University of Idaho Photo Services photographs, PG 146, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",pg146_1_16_4-014,,Image;StillImage,color slide,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv256179,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/kibbiedome/pg146_1_16_4-014.jpg,https://objects.lib.uidaho.edu/kibbiedome/small/pg146_1_16_4-014_sm.jpg,https://objects.lib.uidaho.edu/kibbiedome/thumbs/pg146_1_16_4-014_th.jpg
