objectid,parentid,title,description,introduction,creator,creators title,date,date is approximate?,section,subject,location,latitude,longitude,publisher,digital collection,source,original_url,national archive number,regional office number,identifier,rights,rightsstatement,format_original,duration,type,format,language,digitization specifications,date digital,cdm_url,cdmid,display_template,filename,object_location,image_small,image_thumb,object_transcript,transcriber
sbw150,,"Recreation-Water Scenes, Some Narrows In The Salmon River Near Dry Cow Creek, Dixie Ranger District","Recreation-Water Scenes, Some Narrows In The Salmon River Near Dry Cow Creek, Dixie Ranger District, Blackerby, A. W., 1957",,"Blackerby, A. W.",,1957,,Wilderness Portraits,Nez Perce NF,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,https://sbw.lib.uidaho.edu/portraits.html,516276,99-7626,99-7626,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,300 dpi TIFF original; 150 dpi JPEG for access.,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/150,150,image,sbw150.jpg,https://objects.lib.uidaho.edu/sbw/sbw150.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw150_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw150_th.jpg,,
sbw151,,"Memorandum, E. C. Slusher, Chief, Wilderness Management Branch, to E. F. Barry, Assistant Regional Forester, 14 December 1966","This Memorandum from E. C. Slusher, Chief of the Wilderness management Branch, to E. F. Barry, Assistant Regional Forester, is the first official correspondence to discuss how the Salmon River Breaks Primitive Area should be classified. Slusher calls for an extensive study of the area, but already two opposite camps have formed, represented by the Nezperce and the Bitterroot administrators. The former want to keep the area primitive with no permanent resorts while the latter want to include provisions for resorts in the final language of the official classification. This difference in opinion in the Forest Service has defined, and continues to influence, the way wilderness areas are understood.",,"Slusher, E.C.",,1966-12-14,,Wilderness Pages,Salmon River Breaks Reclass,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,https://sbw.lib.uidaho.edu/pages.html,,,SR_Breaks_Primitive_Area_12-14-66,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence Files,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/151,151,pdf,sbw151.pdf,https://objects.lib.uidaho.edu/sbw/sbw151.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw151_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw151_th.jpg,,
sbw152,,"1922 Game Report, Nezperce National Forest","The 1922 Game Report for the Nezperce National Forest is an important early document because it illustrates the initial development of forest service wildlife management policy. In 1922, the Forest Service was mainly concerned with preserving game animals and saw larger predators, especially coyotes and big cats, as the greatest threat to successful wildlife management, recommending that hunters or trappers be employed to kill predators. But the report also predicts the possible extinction of big game by recreational and commercial hunting and recommends the establishment of a game preserve.",,"Fickes, Clyde P.",,1922,,Wilderness Pages,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,https://sbw.lib.uidaho.edu/pages.html,,,Annual_Game_Report_Nezperce_NF_1922,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence Files,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/152,152,pdf,sbw152.pdf,https://objects.lib.uidaho.edu/sbw/sbw152.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw152_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw152_th.jpg,,
sbw153,,"Memorandum to Regional Forest Office, Intermountain Region, Missoula, MT","This memorandum written in 1937 demonstrates some of the early problems faced by the forest service in managing large populations of wildlife over a vast territory. As previous reports have done, this document proposes employing hunters and trappers to kill large predators, like coyote and cougar, but it also draws attention to a more complex problem, the overuse of winter grazing areas by elk, which have begun to drive out and endanger other large game. In a fascinating moment, the author begins to compare the elk population to human populations in large city centers, drawing an analogy between the two in order illustrate the dangers of natural resource depletion.",,"Murray, T. B.",,1937-03-02,,Wilderness Pages,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,https://sbw.lib.uidaho.edu/pages.html,,,Biological_Survey_Memorandum_03-02-37,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence Files,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/153,153,pdf,sbw153.pdf,https://objects.lib.uidaho.edu/sbw/sbw153.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw153_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw153_th.jpg,,
sbw154,,"Fish & Game, Bitterroot, Cooperative Show-Me Trip","Written in 1937, this memorandum is a day-by-day account of a Show Me Trip conducted in the Nezperce, Clearwater, Lolo, and Bitterroot Forests. The purpose of the trip was to assess the condition of the wildlife in these forests, but as in most early forest service documents, the issue of access and whether or not to improve it is the most pressing. Here, the author of the document relates a conversation about a primitive road developed by an early railroad survey party, and the party asks themselves the question, better to wipe the trail off the map and call this a real wilderness where only the hardiest lovers of the mountains could hope to enjoy a trip, or to reconstruct the trail to a good standard so that people who were only moderately adventurous might ride a horse without fear and enjoy the rugged scenery which nature has provided for those with eyes to see. This same issue continues to be central to both wildlife and forest management.",,"Longsteig, I. J.; Case, George W.",,1937-07-26,,Wilderness Pages,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,https://sbw.lib.uidaho.edu/pages.html,,,Bitterroot_Coop_Show_Me_Trip_07-26-37,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence Files,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/154,154,pdf,sbw154.pdf,https://objects.lib.uidaho.edu/sbw/sbw154.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw154_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw154_th.jpg,,
sbw155,,"W-Reports, Bitterroot, 1946 Hunting Season, Moose Creek District","What had been speculation in 1922 was becoming a reality in 1946: pressure from commercial and recreational hunting was beginning to negatively affect the migratory patterns of big game populations, which were now concentrating in and destroying the winter range. The report suggests a more comprehensive model is necessary for the future successful management of the hunt, one that takes into account new pressures created by improved access to wilderness areas.",,"Parsell, J. A.",,1947-01-02,,Wilderness Pages,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,https://sbw.lib.uidaho.edu/pages.html,,,Bitterroot_Hunting_Report_01-02-47,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence Files,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/155,155,pdf,sbw155.pdf,https://objects.lib.uidaho.edu/sbw/sbw155.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw155_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw155_th.jpg,,
sbw156,,"Five-Year Fish and Game Report, Region One, 1934","The Five-Year Fish and Game Report for Region One written in 1934 begins by lamenting the inability of the forest service to collect reliable data necessary for the effective management of the game problem. The report represents an important call for change in the way the forest service understands and implements game management policy, including the suggestion that they adopt the principle of control rather than complete extermination of predatory animals. But this report goes beyond simple game policy, taking into account increases in illegal killing of game due to a rise in unemployment, economic pressures that unexpectedly brought social and wildlife issues into close contact.",,,,1934,,Wilderness Pages,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",NARA College Park RG95 E.31,https://sbw.lib.uidaho.edu/pages.html,,,Five_Year_Fish_and_Game_Report_Region_One_1934,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence Files,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/156,156,pdf,sbw156.pdf,https://objects.lib.uidaho.edu/sbw/sbw156.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw156_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw156_th.jpg,,
sbw157,,"Game Count: Bolinger Creek to Gardiner Creek, January 1949","Though in general the Game Count of 1949 gives a detailed report of game conditions in the area between Bolinger Creek to Gardiner Creek, it also relates important historical information concerning wildlife populations. For instance, Old timers report that soon after the market for elk teeth were gone the elk population began to increase. This small piece of history demonstrates the interconnection of economic pressures and wildlife health and the need for laws protecting animals that have commodity value in the market.",,Illegible,,1949-01-01,,Wilderness Pages,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,https://sbw.lib.uidaho.edu/pages.html,,,Game_Count_Bolinger_to_Gardiner_01-49,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence Files,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/157,157,pdf,sbw157.pdf,https://objects.lib.uidaho.edu/sbw/sbw157.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw157_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw157_th.jpg,,
sbw158,,"Engineering-Bridges, Middle Fork Bridge","Engineering-Bridges, Middle Fork Bridge, Photographer Unknown, 1921",,,,1921,,Wilderness Portraits,Selway NF; Lowell; ID,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,https://sbw.lib.uidaho.edu/portraits.html,158618,99-018,99-018,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,300 dpi TIFF original; 150 dpi JPEG for access.,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/158,158,image,sbw158.jpg,https://objects.lib.uidaho.edu/sbw/sbw158.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw158_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw158_th.jpg,,
sbw159,,"Engineering-Bridges, Selway Falls Bridge, Winter Scene, Frontal View","Engineering-Bridges, Selway Falls Bridge, Winter Scene, Frontal View, Photographer Unknown,",,,,1925,y,Wilderness Portraits,Selway NF,Selway-Bitterroot Wilderness (Idaho and Mont.),46.053816,-115.309954,,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",USFS Region 1 Northern Region Archives,https://sbw.lib.uidaho.edu/portraits.html,,99-006,99-006,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/,Black-and-white photographs,,Image;StillImage,image/jpeg,eng,300 dpi TIFF original; 150 dpi JPEG for access.,2012,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/159,159,image,sbw159.jpg,https://objects.lib.uidaho.edu/sbw/sbw159.jpg,https://objects.lib.uidaho.edu/sbw/small/sbw159_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw159_th.jpg,,
sbw160,,"Report to the State Game Warden, 11 May 1925","The 1925 Report to the State Game Warden is a comprehensive description and analysis of game conditions on the upper Selway. The report examines a range of issues negatively affecting game, including the lack of salt licks, the occurrence of pests, the threat of predators, and the existence of trapping operations, and makes recommendations for future game management policy. The report ends by admitting, The recreational value will continue to over balance all else, if nature be not interfered with.",,"Lowell, J. W.",,1925-05-11,,Wilderness Pages,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,https://sbw.lib.uidaho.edu/pages.html,,,Game_Warden_Report_05-01-25,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence Files,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/160,160,pdf,sbw160.pdf,https://objects.lib.uidaho.edu/sbw/sbw160.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw160_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw160_th.jpg,,
sbw161,,"Range Management Report, March 1933","This report includes a day-by-day narrative of a 123-mile trip through the Bitterroots made in the winter of 1933 by a group of Forest Service employees. The trip was organized primarily for law enforcement, but the resulting narrative includes important observations about area wildlife.",,"Wolgel, W. W.",,1933-03-01,,Wilderness Pages,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,https://sbw.lib.uidaho.edu/pages.html,,,Range_Mgmt_Report_03-33,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence Files,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/161,161,pdf,sbw161.pdf,https://objects.lib.uidaho.edu/sbw/sbw161.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw161_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw161_th.jpg,,
sbw162,,"Wildlife Problems and Tentative Management Plan for Idaho Portion of Bitterroot National Forest, 22 April 1942","This article is unique for the way it addresses how local economies in Idaho are affected by Forest Service policy. Notice on page 2, in a moment of uncommon candor, a sense of frustration emerges as the author describes the population of the Clearwater Valley as extremely self-centered, provincial in thought, and jealous of their rights. Both the Forest Service and local citizens feel a sense of ownership, but poised in opposition directions. Whereas the Forest Service is interested in improving access to wilderness, local inhabitants of the Clearwater Valley feel the wildlife in this area is theirs because of location, and resent the fact that roads though the Bitterroot make it more accessible . . . The question of whether to expand or limit wilderness access, and who controls that decision, is central to almost every wilderness debate.",,,,1942-05-22,,Wilderness Pages,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,https://sbw.lib.uidaho.edu/pages.html,,,Wildlife_Management_Report_04-22-42,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence Files,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/162,162,pdf,sbw162.pdf,https://objects.lib.uidaho.edu/sbw/sbw162.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw162_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw162_th.jpg,,
sbw163,,"Magruder Ranger District, Wildlife Management Plan, 13 May 1964","The Magruder Ranger District Wildlife Management Plan, delivered in May of 1964, argues that accessibility is the most important factor in managing wildlife. If hunters have access, its easier to keep big game numbers at a sustainable level and the report makes a number of suggestions for improving access to the Magruder District. Of particular interest is the reports thorough history of the elk population beginning in 1910, which is characterized as game population buildup after fire. From this history, the effects of Forest Service game management policy become readily apparent, especially the record populations maintained between 1938 and 1942.",,"Foulger, Howard",Assistant Regional Forester,1964-05-13,,Wilderness Pages,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,https://sbw.lib.uidaho.edu/pages.html,,,Wildlife_Plan_Magruder_District_05-13-64,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence Files,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/163,163,pdf,sbw163.pdf,https://objects.lib.uidaho.edu/sbw/sbw163.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw163_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw163_th.jpg,,
sbw164,,"Reconaissance Report, Kit Carson Landing Strip",Includes details of a proposed Kit Carson Landing Strip in the area. The document is from 1945 and includes a drawing of the proposed strip as well as two high-altitude photographs of the proposed strip site. The report is authored by F.E. Thieme.,,"Thieme, F. E.",Assistant Regional Forester,1945-10-15,,Wilderness Pages,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",National Archives and Records Administration Seattle,https://sbw.lib.uidaho.edu/pages.html,,R1 E. Improvement Airstrip G2A293 Box 1,1,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/164,164,pdf,sbw164.pdf,https://objects.lib.uidaho.edu/sbw/sbw164.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw164_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw164_th.jpg,,
sbw165,,Bitter Root (Idaho) Reserve: Personnel,"This report, penned by Riley in 1907, begins by criticizing the administration of the Bitterroot Reserve. This critique leads into a listing of the current personnel, and in-depth descriptions of each. Not only are work habits and abilities (or thereof) discussed, personal appearance, marital status, and other seeming trivialities appear to play an important part in Riley's recommendations for promotions, demotions, and the like.",,Riley,,1907-01-20,,Wilderness Pages,Bitterroot reserve; administration,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",National Archives and Records Administration Seattle,https://sbw.lib.uidaho.edu/pages.html,,R6 95,3,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/165,165,pdf,sbw165.pdf,https://objects.lib.uidaho.edu/sbw/sbw165.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw165_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw165_th.jpg,,
sbw166,,Letter from E.A. Sherman to Gifford Pinchot.,"This letter is Sherman's response to a letter from Pinchot requesting (it seems) historical details of the early days of the Forest Service's work in the area (the letter itself is dated 1912, hence the quotes around early days). Sherman responds with a long personal narrative of his early work with the Service, as well as his own childhood history and how he sees that having effected his eventual career path.",,"Sherman, E. A.",USFS,1912-05-31,,Wilderness Pages,early days; personal recollections' USFS Headquarters; Ogden; Utah,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Library of Congress: Gifford Pinchot Papers,https://sbw.lib.uidaho.edu/pages.html,,Box 1009,4,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/166,166,pdf,sbw166.pdf,https://objects.lib.uidaho.edu/sbw/sbw166.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw166_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw166_th.jpg,,
sbw167,,"Letter from Frank Fenn to Gifford Pinchot, August 7, 1912","Kooskia, Idaho. In this letter, Frank Fenn seems to be replying to the same query that Pinchot directed at Sherman; that is, Fenn writes to Pinchot filling him in on the details of his first year as a Forest Ranger. His recitation also encompasses some of the more general history of Forest Service activities in the area. Fenn draws a distinction in practice between today's  1912's  practices and how things were in the good old days.",,"Fenn, Frank",,1912-08-07,,Wilderness Pages,personal recollections; early days,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,https://sbw.lib.uidaho.edu/pages.html,,Unknown,5,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/167,167,pdf,sbw167.pdf,https://objects.lib.uidaho.edu/sbw/sbw167.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw167_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw167_th.jpg,,
sbw168,,"Letter, Jefferson to District Forester, 11 January 1923",,,Jefferson,,1923-01-11,,Wilderness Pages,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,https://sbw.lib.uidaho.edu/pages.html,,,Letter_Jefferson_to_District_Forester_01-11-23,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence Files,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/168,168,pdf,sbw168.pdf,https://objects.lib.uidaho.edu/sbw/sbw168.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw168_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw168_th.jpg,,
sbw169,,"Proposed improvement to the Moose Creek Bridge, c.1920.","This collection of documents deal with a proposed improvement to the Moose Creek Bridge, and run the gamut from parts requisitions, hand-drawn building plans, and a disagreement over whether the bridge should be built in a quick-and-dirty fashion or if a more expensive, more wear-resistant bridge should be built.",,"Howell, C. F.",Forest Supervisor,1920,,Wilderness Pages,moose creek bridge; proposed improvements,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","National Archives Records Administration, Seattle",https://sbw.lib.uidaho.edu/pages.html,,RG 95 Bitterroot National Forest Supervisor 95-60A70 Box 2333,6,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/169,169,pdf,sbw169.pdf,https://objects.lib.uidaho.edu/sbw/sbw169.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw169_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw169_th.jpg,,
sbw170,,"Letter, Kelley to Case, 18 December 1942","A rare correspondence between two influential forest service personnel, Evan W. Kelley and George Case. In the letter, Kelley applauds Cases wildlife management plan for the Idaho portion of the Bitterroot Forest, a plan that Kelley suggests should be adopted in Montana as well.",,"Kelley, Evan W.",,1942-12-18,,Wilderness Pages,Wildlife,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html",Unknown,https://sbw.lib.uidaho.edu/pages.html,,,Letter_Kelley_to_Case_12-18-42,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence Files,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/170,170,pdf,sbw170.pdf,https://objects.lib.uidaho.edu/sbw/sbw170.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw170_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw170_th.jpg,,
sbw171,,Proposed improvement to the Pettibone Bridge c1920.,"This document is similar in content to the previous document, though it deals instead with a proposed bridge spanning Pettibone Creek. There is a short justification statement and an included hand-drawn building plan.",,"Jefferson, Frank",,1920,,Wilderness Pages,Pettibone Creek bridge; proposed improvements,Selway-Bitterroot Wilderness (Idaho and Mont.),46.116667,-114.933333,Unpublished,"The Selway-Bitterroot Wilderness History Project, http://sbw.lib.uidaho.edu/index.html","National Archive Records Administration, Seattle",https://sbw.lib.uidaho.edu/pages.html,,RG 95 Bitterroot National Forest Supervisor 95-60A70 Box 2333,7,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Correspondence,,Text,application/pdf,eng,300 dpi TIFF original; pdf for access.,2011,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/sbw/id/171,171,pdf,sbw171.pdf,https://objects.lib.uidaho.edu/sbw/sbw171.pdf,https://objects.lib.uidaho.edu/sbw/small/sbw171_sm.jpg,https://objects.lib.uidaho.edu/sbw/thumbs/sbw171_th.jpg,,
