objectid,title,creator,date,date_is_approximate,description,subject,subject_lcsh,subject_lctgm,location_depicted,idaho_county,location,latitude,longitude,identifier,source,rights,rightsstatement,findingaid,digital_collection,holding_institution,format_original,type,format,digital_identifier,date_digital,language,web site,digital_specifications,original reference url,original contentdm number,date created,cdm_url,cdmid,display_template,filename,object_location,image_small,image_thumb
barstock2390,1939 Mullan 49'er Parade - ore car loading contest [07],"Barnard Studio (Wallace, Idaho)",1939,yes,A crowd watches on as men compete in an ore car loading contest during the Mullan '49'er Parade.,parades; ore; shovels; mining; miners; games; contests,,,United States--Idaho--Shoshone County--Mullan,Shoshone County,"Mullan, Idaho",47.470266,-115.79712,B216-66,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8_B216-8,2016-03-28,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-08,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/2390,2390,image,barstock2390.jpg,https://objects.lib.uidaho.edu/barstock/barstock2390.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock2390_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock2390_th.jpg
barstock2391,1939 Mullan 49'er Parade - children's parade [25],"Barnard Studio (Wallace, Idaho)",1939,yes,A woman in costume posing for the camera during the Children's Parade.,parades; costumes; gowns,,,United States--Idaho--Shoshone County--Mullan,Shoshone County,"Mullan, Idaho",47.470266,-115.79712,B216-25,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8_B216-31,2016-03-28,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-08,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/2391,2391,image,barstock2391.jpg,https://objects.lib.uidaho.edu/barstock/barstock2391.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock2391_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock2391_th.jpg
barstock2392,Snow-covered road,"Barnard Studio (Wallace, Idaho)",1939,yes,A snow-covered road. Photograph taken for T. Lewis,snow (precipitation); trees; roads,,,,,,,,B220-5,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",70 mm black and white film negative,Image;StillImage,image/jpeg,PG8_B220-5,2016-03-28,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-08,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/2392,2392,image,barstock2392.jpg,https://objects.lib.uidaho.edu/barstock/barstock2392.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock2392_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock2392_th.jpg
barstock2393,1939 Mullan 49'er Parade - ore car loading contest [05],"Barnard Studio (Wallace, Idaho)",1939,yes,A crowd watches on as men compete in an ore car loading contest during the Mullan '49'er Parade.,parades; ore; shovels; mining; miners; games; contests,,,United States--Idaho--Shoshone County--Mullan,Shoshone County,"Mullan, Idaho",47.470266,-115.79712,B216-61,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8_B216-64,2016-03-28,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-08,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/2393,2393,image,barstock2393.jpg,https://objects.lib.uidaho.edu/barstock/barstock2393.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock2393_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock2393_th.jpg
barstock2394,1939 Mullan 49'er Parade - ore car loading contest [02],"Barnard Studio (Wallace, Idaho)",1939,yes,A crowd watches an ore car loading contest during the Mullan '49'er Parade.,parades; ore; shovels; mining; miners; games; contests,,,United States--Idaho--Shoshone County--Mullan,Shoshone County,"Mullan, Idaho",47.470266,-115.79712,B216-51,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8_B216-55,2016-03-28,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-08,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/2394,2394,image,barstock2394.jpg,https://objects.lib.uidaho.edu/barstock/barstock2394.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock2394_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock2394_th.jpg
barstock2395,1939 Mullan 49'er Parade - children's parade [09],"Barnard Studio (Wallace, Idaho)",1939,yes,"Children's Parade in Mullan, Idaho, with children wearing costumes, riding bikes and wagons.",parades; costumes; wagons (cargo vehicles); bicycles; bikes; children,,,United States--Idaho--Shoshone County--Mullan,Shoshone County,"Mullan, Idaho",47.470266,-115.79712,B216-9,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8_B216-16,2016-03-28,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-08,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/2395,2395,image,barstock2395.jpg,https://objects.lib.uidaho.edu/barstock/barstock2395.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock2395_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock2395_th.jpg
barstock2396,1939 Mullan 49'er Parade - children's parade [45],"Barnard Studio (Wallace, Idaho)",1939,yes,Two girls in costume pushing baby dolls along in a stroller during the Children's Parade.,parades; costumes; children; carriages; strollers; baby dolls,,,United States--Idaho--Shoshone County--Mullan,Shoshone County,"Mullan, Idaho",47.470266,-115.79712,B216-44,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",70 mm black and white film negative,Image;StillImage,image/jpeg,PG8_B216-49,2016-03-28,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-08,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/2396,2396,image,barstock2396.jpg,https://objects.lib.uidaho.edu/barstock/barstock2396.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock2396_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock2396_th.jpg
barstock2397,1939 Mullan 49'er Parade - children's parade [34],"Barnard Studio (Wallace, Idaho)",1939,yes,A young girl posing for a photograph during the Children's Parade.,parades; costumes; children,,,United States--Idaho--Shoshone County--Mullan,Shoshone County,"Mullan, Idaho",47.470266,-115.79712,B216-34,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8_B216-4,2016-03-28,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-08,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/2397,2397,image,barstock2397.jpg,https://objects.lib.uidaho.edu/barstock/barstock2397.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock2397_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock2397_th.jpg
barstock2398,1939 Mullan 49'er Parade - ore car loading contest [03],"Barnard Studio (Wallace, Idaho)",1939,yes,A crowd watches on as men compete in an ore car loading contest during the Mullan '49'er Parade.,parades; ore; shovels; mining; miners; games; contests,,,United States--Idaho--Shoshone County--Mullan,Shoshone County,"Mullan, Idaho",47.470266,-115.79712,B216-53,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8_B216-58,2016-03-28,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-08,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/2398,2398,image,barstock2398.jpg,https://objects.lib.uidaho.edu/barstock/barstock2398.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock2398_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock2398_th.jpg
barstock2399,Fire at the Morrow Retail Store [03],"Barnard Studio (Wallace, Idaho)",1939-08-27,,"A firefighter standing outside of the Morrow Retail Store in Wallace, Idaho, as it burns.",fire damage; firefighters; buildings (structures); retail stores,,,United States--Idaho--Shoshone County--Wallace,Shoshone County,"Wallace, Idaho",47.472874,-115.927704,B217-3,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8_B217-3,2016-03-28,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-08,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/2399,2399,image,barstock2399.jpg,https://objects.lib.uidaho.edu/barstock/barstock2399.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock2399_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock2399_th.jpg
barstock2400,Kitchen in upstairs apartment [03],"Barnard Studio (Wallace, Idaho)",1939,yes,"A brick fireplace and hideable kitchenette with its doors closed in an upstairs apartment in the Barnard Building in Wallace, Idaho.",kitchenettes; apartments; electric toasters; refrigerators; fireplaces,,,United States--Idaho--Shoshone County--Wallace,Shoshone County,"Wallace, Idaho",47.472874,-115.927704,B211-3,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",5x7 black and white film negative,Image;StillImage,image/jpeg,PG8_B211-3,2016-03-28,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-08,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/2400,2400,image,barstock2400.jpg,https://objects.lib.uidaho.edu/barstock/barstock2400.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock2400_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock2400_th.jpg
barstock2401,1939 Elks Roundup Parade - floats [08],"Barnard Studio (Wallace, Idaho)",1939-09-16,,"A truck decorated with a snowy cabin diorama driving along during the Elks Roundup Parade in Wallace, Idaho.",parades; floats (vehicles); trucks; automobiles,,,United States--Idaho--Shoshone County--Wallace,Shoshone County,"Wallace, Idaho",47.472874,-115.927704,B221-12,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8_B221-2,2016-03-28,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-08,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/2401,2401,image,barstock2401.jpg,https://objects.lib.uidaho.edu/barstock/barstock2401.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock2401_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock2401_th.jpg
barstock2402,1939 Mullan 49'er Parade - children's parade [15],"Barnard Studio (Wallace, Idaho)",1939,yes,Children in costume walking along during the Children's Parade.,parades; costumes; children,,,United States--Idaho--Shoshone County--Mullan,Shoshone County,"Mullan, Idaho",47.470266,-115.79712,B216-15,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8_B216-22,2016-03-28,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-08,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/2402,2402,image,barstock2402.jpg,https://objects.lib.uidaho.edu/barstock/barstock2402.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock2402_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock2402_th.jpg
barstock2403,1939 Mullan 49'er Parade - children's parade [50],"Barnard Studio (Wallace, Idaho)",1939,yes,Three children wearing costumes and posing for a photograph during the Children's Parade.,parades; costumes; children,,,United States--Idaho--Shoshone County--Mullan,Shoshone County,"Mullan, Idaho",47.470266,-115.79712,B216-49,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8_B216-53,2016-03-28,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-08,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/2403,2403,image,barstock2403.jpg,https://objects.lib.uidaho.edu/barstock/barstock2403.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock2403_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock2403_th.jpg
barstock2404,1939 Mullan 49'er Parade - children's parade [43],"Barnard Studio (Wallace, Idaho)",1939,yes,A child in costume during the Children's Parade.,parades; costumes; children,,,United States--Idaho--Shoshone County--Mullan,Shoshone County,"Mullan, Idaho",47.470266,-115.79712,B216-42,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",70 mm black and white film negative,Image;StillImage,image/jpeg,PG8_B216-47,2016-03-28,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-08,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/2404,2404,image,barstock2404.jpg,https://objects.lib.uidaho.edu/barstock/barstock2404.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock2404_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock2404_th.jpg
barstock2405,1939 Mullan 49'er Parade - children's parade [37],"Barnard Studio (Wallace, Idaho)",1939,yes,A child wearing a cowboy costume during the Children's Parade.,parades; costumes; children; cowboy hats,,,United States--Idaho--Shoshone County--Mullan,Shoshone County,"Mullan, Idaho",47.470266,-115.79712,B216-37,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",70 mm black and white film negative,Image;StillImage,image/jpeg,PG8_B216-41,2016-03-28,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-08,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/2405,2405,image,barstock2405.jpg,https://objects.lib.uidaho.edu/barstock/barstock2405.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock2405_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock2405_th.jpg
barstock2406,1939 Elks Roundup Parade - floats [09],"Barnard Studio (Wallace, Idaho)",1939-09-16,,"A truck draped with the American flag and a sign that reads, ""Loyalty"" driving along during the Elks Roundup Parade in Wallace, Idaho.",parades; floats (vehicles); trucks; automobiles; flags,,,United States--Idaho--Shoshone County--Wallace,Shoshone County,"Wallace, Idaho",47.472874,-115.927704,B221-14,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8_B221-4,2016-03-28,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-08,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/2406,2406,image,barstock2406.jpg,https://objects.lib.uidaho.edu/barstock/barstock2406.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock2406_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock2406_th.jpg
barstock2407,Snow-covered cabin [02],"Barnard Studio (Wallace, Idaho)",1939,yes,A snow-covered cabin. Photograph taken for T. Lewis,snow (precipitation); trees; cabins (houses); architecture; buildings (structures); homesteads,,,,,,,,B220-3,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",70 mm black and white film negative,Image;StillImage,image/jpeg,PG8_B220-3,2016-03-28,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-08,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/2407,2407,image,barstock2407.jpg,https://objects.lib.uidaho.edu/barstock/barstock2407.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock2407_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock2407_th.jpg
barstock2408,Wallace Community Swimming pool [05],"Barnard Studio (Wallace, Idaho)",1939-08-01,,People swimming in the Wallace Swimming Pool. The pool is owned by the City of Wallace and was constructed in 1939 under a public works program of the federal government.,swimming pools; recreation areas; community centers,,,United States--Idaho--Shoshone County--Wallace,Shoshone County,"Wallace, Idaho",47.472874,-115.927704,B214-2,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",4x5 black and white film negative,Image;StillImage,image/jpeg,PG8_B214-2,2016-03-28,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-08,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/2408,2408,image,barstock2408.jpg,https://objects.lib.uidaho.edu/barstock/barstock2408.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock2408_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock2408_th.jpg
barstock2409,Kitchen in upstairs apartment [02],"Barnard Studio (Wallace, Idaho)",1939,yes,"A brick fireplace and hideable kitchenette with its doors open, showing a toaster oven, sink area, a small refrigerator, and shelving, in an upstairs apartment in the Barnard Building in Wallace, Idaho.",kitchenettes; apartments; electric toasters; refrigerators; fireplaces,,,United States--Idaho--Shoshone County--Wallace,Shoshone County,"Wallace, Idaho",47.472874,-115.927704,B211-2,"Barnard-Stockbridge photograph collection, 1894-1964, PG 8-2, University of Idaho Library Special Collections and Archives","In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,https://archiveswest.orbiscascade.org/ark:80444/xv407875?,Barnard-Stockbridge Photograph Collection,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",5x7 black and white film negative,Image;StillImage,image/jpeg,PG8_B211-2,2016-03-28,eng,http://www.lib.uidaho.edu/digital/barstock/,,,,2019-05-08,https://digital.lib.uidaho.edu/digital/collection/bar-stock/id/2409,2409,image,barstock2409.jpg,https://objects.lib.uidaho.edu/barstock/barstock2409.jpg,https://objects.lib.uidaho.edu/barstock/small/barstock2409_sm.jpg,https://objects.lib.uidaho.edu/barstock/thumbs/barstock2409_th.jpg
