objectid,title,description,date,date is approximate,subject,latitude,longitude,digital collection,source,donor,box number,identifier,rights,rightsstatement,format original,type,format,cdmid,contentdm file name,display_template,filename,object_location,image_small,image_thumb,errors
stonebraker260,"Fish Lake, Idaho [03]","Equipment and supplies piled up near Fish Lake, one of the Stonebraker's visited recreation areas.",1902,yes,forests; building materials; lakes;,45.38932,-115.319551,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 164",PG26-S1-019,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,2.5x3.25 black and white print,Image;StillImage,image/jpeg,260,261.jp2,image,stonebraker260.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker260.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker260_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker260_th.jpg,""
stonebraker261,"Hog pen in Stites, Idaho",Hogs in a hog pen owned by the Stonebraker family on the Clearwater River.,1902,yes,hogs; rivers; houses;,46.072155,-115.971079,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 165",PG26-S1-020,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpeg,261,262.jp2,image,stonebraker261.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker261.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker261_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker261_th.jpg,""
stonebraker262,"Fish Lake, Idaho [04]",W. A. (Allen) Stonebraker stands with fishing rod and caught fish near Fish Lake.,1902,yes,fishing rods; fishing; fish;,45.38842,-115.319519,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 166",PG26-S1-021,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpeg,262,263.jp2,image,stonebraker262.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker262.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker262_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker262_th.jpg,""
stonebraker263,"Fish Lake, Idaho [05]",Scenic view of lake and surrounding forest.,1902,yes,lakes; mountains; forests;,45.38932,-115.319551,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 163",PG26-S1-018,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,2.5x3.25 black and white print,Image;StillImage,image/jpeg,263,264.jp2,image,stonebraker263.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker263.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker263_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker263_th.jpg,""
stonebraker264,Sumner Stonebraker cooking at camp,Sumner Stonebraker bent over fire hold a frying pan cooking breakfast near a tent in the woods.,1902,yes,tents; camp sites; cooking tools and equipment;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 167",PG26-S1-022,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3x3.25 black and white print,Image;StillImage,image/jpeg,264,265.jp2,image,stonebraker264.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker264.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker264_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker264_th.jpg,""
stonebraker265,"Fish Lake, Idaho [06]",Sumner Stonebraker sleeps at his campsite near Fish Lake.,1902,yes,camp sites; tents;,45.38932,-115.319551,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 168",PG26-S1-023,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpeg,265,266.jp2,image,stonebraker265.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker265.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker265_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker265_th.jpg,""
stonebraker266,Baling Hay at the Stonebraker Ranch [02],"Bill (Adolph) Stonebraker, stepson of Al, pets a horse while holding a pitchfork. Other horses and an unidentified man sit nearby. The mules were named Smokey and Mamie.",1931-09-01,yes,horses; plows; hay;,45.3893561,-115.1976139,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 19",26-N20,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2.75x4.5 black and white negative,Image;StillImage,image/jpeg,266,267.jp2,image,stonebraker266.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker266.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker266_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker266_th.jpg,""
stonebraker267,Stonebraker pack train [09],Horses rest in a forested area on the way to Thunder Mountain.,1902,yes,horses; forests;,44.962611,-115.134777,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 169",PG26-S1-024,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpeg,267,268.jp2,image,stonebraker267.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker267.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker267_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker267_th.jpg,""
stonebraker268,Stonebraker pack train [10],Pack train operation of horses walks near a fence going uphill.,1902,yes,horses; rocks; trails (recreation areas);,46.084588,-115.966797,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 170",PG26-S1-025,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,2x3 black and white print,Image;StillImage,image/jpeg,268,269.jp2,image,stonebraker268.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker268.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker268_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker268_th.jpg,""
stonebraker269,Leeta Stonebraker and Bob Scholfield,"Leeta Stonebraker (left) and Bob Scholfield (right) pose near Stites, Idaho. The photo caption reads: 'Our stump speakers.'",1902,yes,women;,46.091577,-115.976277,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 171",PG26-S1-026,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpeg,269,270.jp2,image,stonebraker269.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker269.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker269_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker269_th.jpg,""
stonebraker270,Scenic view near Thunder Mountain [01],A scenic view while passing through Roosevelt.,1902,yes,mountains; forests; overlooks; mining towns;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 172",PG26-S1-027a,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,2.25x3.25 black and white print,Image;StillImage,image/jpeg,270,271.jp2,image,stonebraker270.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker270.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker270_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker270_th.jpg,""
stonebraker271,Scenic view near Thunder Mountain [02],A scenic mountainous view while passing through Roosevelt.,1902,yes,mountains; forests; overlooks; mining towns;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 174",PG26-S1-028,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,2.75x3 black and white print,Image;StillImage,image/jpeg,271,272.jp2,image,stonebraker271.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker271.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker271_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker271_th.jpg,""
stonebraker272,Pack train rests in forest,Horses rest in camp.,1902,yes,horses; forests;,44.950463,-115.136697,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 175",PG26-S1-029,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpeg,272,273.jp2,image,stonebraker272.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker272.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker272_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker272_th.jpg,""
stonebraker273,Stonebraker pack train [11],Pack train of mules making their way up a trail.,1902,yes,horses; forests;,44.949036,-115.136354,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 176",PG26-S1-030,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpeg,273,274.jp2,image,stonebraker273.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker273.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker273_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker273_th.jpg,""
stonebraker275,Blue jay in the Snow,Blue jay on a table during the winter.,1903,yes,snow; birds;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 177",PG26-S1-031,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,2x2.5 black and white print,Image;StillImage,image/jpeg,275,276.jp2,image,stonebraker275.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker275.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker275_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker275_th.jpg,""
stonebraker276,Cooking at camp [02],A man stands near a campfire while cooking breakfast.,1902,yes,camp sites; tents; cooking tools and equipment; forests;,44.950188,-115.133438,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 180",PG26-S1-034,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpeg,276,277.jp2,image,stonebraker276.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker276.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker276_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker276_th.jpg,""
stonebraker277,Scenic view of hillside,View of forested hillside from the Stonebraker pack train.,1905,yes,mountains; overlooks; forests;,46.322756,-115.087339,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 178",PG26-S1-032,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,2.5x3.25 black and white print,Image;StillImage,image/jpeg,277,278.jp2,image,stonebraker277.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker277.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker277_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker277_th.jpg,""
stonebraker279,Horseback ride in the snow [02],Golda Stonebraker rides Kit the horse while Bobbie the dog walks along side the pack train in the snow.,1927,yes,snow; dogs; trails (recreation areas); women;,45.150691,-115.422928,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 20",26-N21,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2.75x4.5 black and white negative,Image;StillImage,image/jpeg,279,280.jp2,image,stonebraker279.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker279.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker279_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker279_th.jpg,""
stonebraker280,Pack train near Fish Lake,Stonebraker pack train hikes along a trail surrounded by forest.,1905,yes,horses; trails (recreation areas); mountains; forests;,46.322756,-115.087339,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 181",PG26-S1-035,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpeg,280,281.jp2,image,stonebraker280.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker280.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker280_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker280_th.jpg,""
stonebraker281,"Mudslide above Roosevelt, Idaho [05]",Late spring mudslide that blocked Monumental Creek and flooded the town of Roosevelt.,1909-05,yes,mountains; snow; winter; mining towns; mudslides;,44.970593,-115.173792,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 182",PG26-S1-036,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpeg,281,282.jp2,image,stonebraker281.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker281.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker281_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker281_th.jpg,""
stonebraker282,Clearwater River [01],A view of the Clearwater River and forest on the opposite side.,1902,yes,rivers; forests;,46.184224,-116.00215,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 183",PG26-S1-037,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpeg,282,283.jp2,image,stonebraker282.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker282.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker282_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker282_th.jpg,""
stonebraker284,"Log cabin in Roosevelt, Idaho",W. A. Stonebraker stands with rifle and dog next to log cabin. The photo caption reads: 'Bloomer Bill.',1903,yes,log cabins; dogs; rifles; guns; mining towns;,44.968939,-115.172899,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 185",PG26-S1-039,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpeg,284,285.jp2,image,stonebraker284.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker284.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker284_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker284_th.jpg,""
stonebraker285,Snowy trails near Stonebraker Ranch,Two men stand in the snow near trees.,1905,yes,winter; snow; trees;,45.390023,-115.19925,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 186",PG26-S1-040,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpeg,285,286.jp2,image,stonebraker285.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker285.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker285_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker285_th.jpg,""
stonebraker286,"Fish Lake, Idaho [08]",W. A. (Allen) Stonebraker stands with fishing rod and caught fish near Fish Lake.,1902,yes,fishing rods; fishing; fish;,45.38842,-115.319519,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 187",PG26-S1-041,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpeg,286,287.jp2,image,stonebraker286.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker286.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker286_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker286_th.jpg,""
stonebraker287,"Fish Lake, Idaho [09]",Scenic view of lake and surrounding forest.,1902,yes,lakes; mountains; forests;,45.38932,-115.319551,"Stonebraker Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/stonebraker/","William Allen Stonebraker photograph collection, 1900-1931, PG 26, University of Idaho Library Special Collections and Archives","Henderson, Donna","Photo Group 26, William Allen Stonebraker Photographs, Box 188",PG26-S1-42,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,3.25x3.25 black and white print,Image;StillImage,image/jpeg,287,288.jp2,image,stonebraker287.jpg,https://objects.lib.uidaho.edu/stonebraker/stonebraker287.jpg,https://objects.lib.uidaho.edu/stonebraker/small/stonebraker287_sm.jpg,https://objects.lib.uidaho.edu/stonebraker/thumbs/stonebraker287_th.jpg,""
