objectid,parentid,title,creator,location,latitude,longitude,date,recipient,recipient_location,description,subject,source,type,format,language,rights,rightsstatement,identifier,display_template,filename,object_location,image_small,image_thumb,image_alt_text,object_transcript
mosher058,,"Raycide Mosher to Henry ""Harry"" and Sarah ""Sally"" Mosher, 1864-04-24","Mosher, Raycide",,,,1864-04-24,"Mosher, Henry; Mosher, Sarah","Albion, Michigan","Letter from Raycide Mosher to his father, Henry ""Harry"" Mosher, and mother, Sarah ""Sally"" Mosher; includes description of Raycide's ill health, clothing he sent home, and food and medicine he wanted his family to send to him.",soldiers; civil wars; illness,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder9_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder9_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder9_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder9_01_th.jpg,,/objects/mosher009.md
mosher059,mosher058,,,,,,,,,,,,,application/pdf,,,,mg118_folder9_01,pdf,mg118_folder9_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder9_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder9_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder9_01_th.jpg,,/objects/mosher009-01.md
mosher060,mosher058,,,,,,,,,,,,,application/pdf,,,,mg118_folder9_02,pdf,mg118_folder9_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder9_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder9_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder9_02_th.jpg,,/objects/mosher009-02.md
mosher061,mosher058,,,,,,,,,,,,,application/pdf,,,,mg118_folder9_03,pdf,mg118_folder9_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder9_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder9_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder9_03_th.jpg,,/objects/mosher009-03.md
mosher062,mosher058,,,,,,,,,,,,,application/pdf,,,,mg118_folder9_04,pdf,mg118_folder9_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder9_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder9_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder9_04_th.jpg,,
mosher063,,"Raycide Mosher to Henry ""Harry"" and Sarah ""Sally"" Mosher, 1864-04-26","Mosher, Raycide",,,,1864-04-26,"Mosher, Henry; Mosher, Sarah","Albion, Michigan","Letter from Raycide Mosher to his father, Henry ""Harry"" Mosher, and mother, Sarah ""Sally"" Mosher; describes Raycide's ill health, measles vaccination, and medicine he wanted his family to send to him. ",soldiers; civil wars; illness,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder10_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder10_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder10_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder10_01_th.jpg,,/objects/mosher010.md
mosher064,mosher063,,,,,,,,,,,,,application/pdf,,,,mg118_folder10_01,pdf,mg118_folder10_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder10_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder10_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder10_01_th.jpg,,/objects/mosher010-01.md
mosher065,mosher063,,,,,,,,,,,,,application/pdf,,,,mg118_folder10_02,pdf,mg118_folder10_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder10_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder10_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder10_02_th.jpg,,/objects/mosher010-02.md
mosher066,mosher063,,,,,,,,,,,,,application/pdf,,,,mg118_folder10_03,pdf,mg118_folder10_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder10_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder10_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder10_03_th.jpg,,/objects/mosher010-03.md
mosher067,mosher063,,,,,,,,,,,,,application/pdf,,,,mg118_folder10_04,pdf,mg118_folder10_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder10_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder10_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder10_04_th.jpg,,/objects/mosher010-04.md
mosher068,,"Raycide Mosher to Clarissa, Henry ""Harry"", and Sarah ""Sally"" Mosher, 1864-05-10","Mosher, Raycide","Piney Creek, Alabama",34.60328788,-86.87226394,1864-05-10,"Mosher, Clarissa; Mosher, Henry; Mosher, Sarah","Albion, Michigan","Letter from Raycide Mosher to his sister, Clarissa Mosher; includes description of the death of a fellow soldier due to illness, the food available in camp, and Raycide's intention to make some shell rings to send home.",soldiers; civil wars; illness,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder11_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder11_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder11_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder11_01_th.jpg,,/objects/mosher011.md
mosher069,mosher068,,,,,,,,,,,,,application/pdf,,,,mg118_folder11_01,pdf,mg118_folder11_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder11_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder11_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder11_01_th.jpg,,/objects/mosher011-01.md
mosher070,mosher068,,,,,,,,,,,,,application/pdf,,,,mg118_folder11_02,pdf,mg118_folder11_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder11_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder11_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder11_02_th.jpg,,/objects/mosher011-02.md
mosher071,mosher068,,,,,,,,,,,,,application/pdf,,,,mg118_folder11_03,pdf,mg118_folder11_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder11_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder11_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder11_03_th.jpg,,/objects/mosher011-03.md
mosher072,mosher068,,,,,,,,,,,,,application/pdf,,,,mg118_folder11_04,pdf,mg118_folder11_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder11_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder11_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder11_04_th.jpg,,/objects/mosher011-04.md
mosher073,,"Raycide Mosher to Mosher family, 1864-05-10","Mosher, Raycide","Piney Creek, Alabama",34.60328788,-86.87226394,1864-05-10,Mosher family,"Albion, Michigan","Letter from Raycide Mosher to his family; includes description of Raycide's ill health, the building activities of his army unit, and his pay.",soldiers; civil wars; illness,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder12_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder12_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder12_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder12_01_th.jpg,,/objects/mosher012.md
mosher074,mosher073,,,,,,,,,,,,,application/pdf,,,,mg118_folder12_01,pdf,mg118_folder12_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder12_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder12_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder12_01_th.jpg,,/objects/mosher012-01.md
mosher075,mosher073,,,,,,,,,,,,,application/pdf,,,,mg118_folder12_02,pdf,mg118_folder12_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder12_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder12_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder12_02_th.jpg,,/objects/mosher012-02.md
mosher076,mosher073,,,,,,,,,,,,,application/pdf,,,,mg118_folder12_03,pdf,mg118_folder12_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder12_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder12_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder12_03_th.jpg,,/objects/mosher012-03.md
mosher077,mosher073,,,,,,,,,,,,,application/pdf,,,,mg118_folder12_04,pdf,mg118_folder12_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder12_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder12_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder12_04_th.jpg,,/objects/mosher012-04.md
mosher078,mosher073,,,,,,,,,,,,,application/pdf,,,,mg118_folder12_05,pdf,mg118_folder12_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder12_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder12_05_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder12_05_th.jpg,,
mosher079,,"Raycide Mosher to Henry ""Harry"" and Sarah ""Sally"" Mosher, 1864-05-19","Mosher, Raycide","Piney Creek, Alabama",34.60328788,-86.87226394,1864-05-19,"Mosher, Henry; Mosher, Sarah","Albion, Michigan","Letter Raycide Mosher to his father, Henry ""Harry"" Mosher, and mother, Sarah ""Sally"" Mosher; includes description of the building of a stockade, Raycide's pay, and the medicines he wanted his family to send to him.",soldiers; civil wars; stockades,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder13_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder13_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder13_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder13_01_th.jpg,,/objects/mosher013.md
mosher080,mosher079,,,,,,,,,,,,,application/pdf,,,,mg118_folder13_01,pdf,mg118_folder13_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder13_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder13_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder13_01_th.jpg,,/objects/mosher013-01.md
mosher081,mosher079,,,,,,,,,,,,,application/pdf,,,,mg118_folder13_02,pdf,mg118_folder13_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder13_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder13_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder13_02_th.jpg,,/objects/mosher013-02.md
mosher082,mosher079,,,,,,,,,,,,,application/pdf,,,,mg118_folder13_03,pdf,mg118_folder13_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder13_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder13_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder13_03_th.jpg,,/objects/mosher013-03.md
mosher083,mosher079,,,,,,,,,,,,,application/pdf,,,,mg118_folder13_04,pdf,mg118_folder13_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder13_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder13_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder13_04_th.jpg,,/objects/mosher013-04.md
mosher084,mosher079,,,,,,,,,,,,,application/pdf,,,,mg118_folder13_05,pdf,mg118_folder13_05.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder13_05.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder13_05_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder13_05_th.jpg,,
mosher085,,"Raycide Mosher to Clarissa Mosher, 1864-05-21","Mosher, Raycide","Piney Creek, Alabama",34.60328788,-86.87226394,1864-05-21,"Mosher, Clarissa","Albion, Michigan","Letter from Raycide Mosher to his sister, Clarissa Mosher; includes description of the shell rings Raycide made for her, the medicines he wanted sent to him, and the activities of his unit.",soldiers; civil wars; illness,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder14_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder14_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder14_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder14_01_th.jpg,,/objects/mosher014.md
mosher086,mosher085,,,,,,,,,,,,,application/pdf,,,,mg118_folder14_01,pdf,mg118_folder14_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder14_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder14_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder14_01_th.jpg,,/objects/mosher014-01.md
mosher087,mosher085,,,,,,,,,,,,,application/pdf,,,,mg118_folder14_02,pdf,mg118_folder14_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder14_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder14_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder14_02_th.jpg,,/objects/mosher014-02.md
mosher088,mosher085,,,,,,,,,,,,,application/pdf,,,,mg118_folder14_03,pdf,mg118_folder14_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder14_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder14_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder14_03_th.jpg,,/objects/mosher014-03.md
mosher089,mosher085,,,,,,,,,,,,,application/pdf,,,,mg118_folder14_04,pdf,mg118_folder14_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder14_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder14_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder14_04_th.jpg,,/objects/mosher014-04.md
mosher090,mosher085,,,,,,,,,,,,,application/pdf,,,,mg118_folder14_05,pdf,mg118_folder14_05.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder14_05.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder14_05_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder14_05_th.jpg,,
mosher091,,"Raycide Mosher to Henry ""Harry"" Mosher, 1864-05-30","Mosher, Raycide","Bridgeport, Alabama",34.9476221,-85.71250855,1864-05-30,"Mosher, Henry","Albion, Michigan","Letter from Raycide Mosher to his father, Henry ""Harry"" Mosher; includes description of money issues, food in camp, and how Raycide wanted his family to deal with his sheep.",soldiers; civil wars; sheep raising,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder15_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder15_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder15_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder15_01_th.jpg,,/objects/mosher015.md
mosher092,mosher091,,,,,,,,,,,,,application/pdf,,,,mg118_folder15_01,pdf,mg118_folder15_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder15_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder15_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder15_01_th.jpg,,/objects/mosher015-01.md
mosher093,mosher091,,,,,,,,,,,,,application/pdf,,,,mg118_folder15_02,pdf,mg118_folder15_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder15_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder15_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder15_02_th.jpg,,/objects/mosher015-02.md
mosher094,mosher091,,,,,,,,,,,,,application/pdf,,,,mg118_folder15_03,pdf,mg118_folder15_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder15_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder15_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder15_03_th.jpg,,/objects/mosher015-03.md
mosher095,mosher091,,,,,,,,,,,,,application/pdf,,,,mg118_folder15_04,pdf,mg118_folder15_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder15_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder15_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder15_04_th.jpg,,/objects/mosher015-04.md
mosher096,,"Raycide Mosher to Clarissa Mosher, 1864-06-05","Mosher, Raycide","Bridgeport, Alabama",34.9476221,-85.71250855,1864-06-05,"Mosher, Clarissa","Albion, Michigan","Letter from Raycide Mosher to his sister, Clarissa Mosher; includes description of the activities of Raycide's army unit and life in camp, such as a foot race.",soldiers; civil wars; races (events),"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder16_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder16_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder16_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder16_01_th.jpg,,/objects/mosher016.md
mosher097,mosher096,,,,,,,,,,,,,application/pdf,,,,mg118_folder16_01,pdf,mg118_folder16_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder16_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder16_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder16_01_th.jpg,,/objects/mosher016-01.md
mosher098,mosher096,,,,,,,,,,,,,application/pdf,,,,mg118_folder16_02,pdf,mg118_folder16_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder16_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder16_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder16_02_th.jpg,,/objects/mosher016-02.md
mosher099,mosher096,,,,,,,,,,,,,application/pdf,,,,mg118_folder16_03,pdf,mg118_folder16_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder16_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder16_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder16_03_th.jpg,,/objects/mosher016-03.md
mosher100,mosher096,,,,,,,,,,,,,application/pdf,,,,mg118_folder16_04,pdf,mg118_folder16_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder16_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder16_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder16_04_th.jpg,,/objects/mosher016-04.md
mosher101,mosher096,,,,,,,,,,,,,application/pdf,,,,mg118_folder16_05,pdf,mg118_folder16_05.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder16_05.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder16_05_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder16_05_th.jpg,,
mosher102,,"Raycide Mosher to Mosher family, 1864-07-29","Mosher, Raycide","Bridgeport, Alabama",34.9476221,-85.71250855,1864-07-29,Mosher family,"Albion, Michigan","Letter from Raycide Mosher to his family; includes description of labor and harvests related to the Mosher family farm, money issues, and the food items that Raycide would like sent to him.",soldiers; civil wars; harvesting,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder17_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder17_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder17_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder17_01_th.jpg,,/objects/mosher017.md
mosher103,mosher102,,,,,,,,,,,,,application/pdf,,,,mg118_folder17_01,pdf,mg118_folder17_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder17_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder17_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder17_01_th.jpg,,/objects/mosher017-01.md
mosher104,mosher102,,,,,,,,,,,,,application/pdf,,,,mg118_folder17_02,pdf,mg118_folder17_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder17_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder17_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder17_02_th.jpg,,/objects/mosher017-02.md
mosher105,mosher102,,,,,,,,,,,,,application/pdf,,,,mg118_folder17_03,pdf,mg118_folder17_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder17_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder17_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder17_03_th.jpg,,/objects/mosher017-03.md
mosher106,mosher102,,,,,,,,,,,,,application/pdf,,,,mg118_folder17_04,pdf,mg118_folder17_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder17_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder17_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder17_04_th.jpg,,/objects/mosher017-04.md
mosher107,,"Raycide Mosher to Henry ""Harry"" and Sarah ""Sally"" Mosher, 1864-08-03","Mosher, Raycide","Bridgeport, Alabama",34.9476221,-85.71250855,1864-08-03,"Mosher, Henry; Mosher, Sarah","Albion, Michigan","Letter from Raycide Mosher to his father, Henry ""Harry"" Mosher, and mother, Sarah ""Sally"" Mosher; includes description of what Raycide would like done with his sheep, the prospect of moving the Mosher family to better land, and advice from Raycide to his family members. ",soldiers; civil wars; sheep raising,"MG 118, Raycide Mosher Civil War Letters, Special Collections and Archives, University of Idaho Library",Text,application/pdf,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users",http://rightsstatements.org/vocab/NoC-US/1.0/,mg118_folder18_01,compound_object,,https://objects.lib.uidaho.edu/mosher/mg118_folder18_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder18_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder18_01_th.jpg,,/objects/mosher018.md
mosher108,mosher107,,,,,,,,,,,,,application/pdf,,,,mg118_folder18_01,pdf,mg118_folder18_01.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder18_01.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder18_01_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder18_01_th.jpg,,/objects/mosher018-01.md
mosher109,mosher107,,,,,,,,,,,,,application/pdf,,,,mg118_folder18_02,pdf,mg118_folder18_02.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder18_02.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder18_02_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder18_02_th.jpg,,/objects/mosher018-02.md
mosher110,mosher107,,,,,,,,,,,,,application/pdf,,,,mg118_folder18_03,pdf,mg118_folder18_03.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder18_03.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder18_03_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder18_03_th.jpg,,/objects/mosher018-03.md
mosher111,mosher107,,,,,,,,,,,,,application/pdf,,,,mg118_folder18_04,pdf,mg118_folder18_04.pdf,https://objects.lib.uidaho.edu/mosher/mg118_folder18_04.pdf,https://objects.lib.uidaho.edu/mosher/small/mg118_folder18_04_sm.jpg,https://objects.lib.uidaho.edu/mosher/thumbs/mg118_folder18_04_th.jpg,,/objects/mosher018-04.md
