title,creator,description,subject,publisher,date,date is approximate,location,lat long,type,format,language,rights,rightsstatement,filename,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,objectid,display_template,filename,object_location,image_small,image_thumb,errors
POW Coin,United States. Bureau of the Mint,Coin minted by the United States Mint for POWs remembrance. Legal tender.,Official POW Commemorative,,1993,yes,,,Image;StillImage,image/jpeg,eng,"CC license assigned by Denise Bennett. Material digitized by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/licenses/by/4.0/,,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/38,38,44.jp2,/calnon/image/44.jp2,calnon38,image,calnon38.jpg,https://objects.lib.uidaho.edu/calnon/calnon38.jpg,https://objects.lib.uidaho.edu/calnon/small/calnon38_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon38_th.jpg,
Stalag Luft III Memorial (Desk Weight),United States. Air Force. POW,Small marble stone w/ metal plaque memorializing POWs.,Marble Desk Memorial,,1993,yes,,,Image;StillImage,image/jpeg,eng,"CC license assigned by Denise Bennett. Material digitized by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/licenses/by/4.0/,,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/39,39,45.jp2,/calnon/image/45.jp2,calnon39,image,calnon39.jpg,https://objects.lib.uidaho.edu/calnon/calnon39.jpg,https://objects.lib.uidaho.edu/calnon/small/calnon39_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon39_th.jpg,
Senate Letter,United States. Air Force,Scan of letter from US Senate to Mark Calnon's mother.,Letter,,1943,yes,,,Image;StillImage,image/jpeg,eng,"CC license assigned by Denise Bennett. Material digitized by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/licenses/by/4.0/,,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/40,40,46.jp2,/calnon/image/46.jp2,calnon40,image,calnon40.jpg,https://objects.lib.uidaho.edu/calnon/calnon40.jpg,https://objects.lib.uidaho.edu/calnon/small/calnon40_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon40_th.jpg,
Commendation Letter,United States. Department of the Air Force,Scan of commendation letter to Mark Calnon from War Dept,Letter,,1943,yes,,,Image;StillImage,image/jpeg,eng,"CC license assigned by Denise Bennett. Material digitized by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/licenses/by/4.0/,,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/41,41,47.jp2,/calnon/image/47.jp2,calnon41,image,calnon41.jpg,https://objects.lib.uidaho.edu/calnon/calnon41.jpg,https://objects.lib.uidaho.edu/calnon/small/calnon41_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon41_th.jpg,
War Ration Stamps,United States Government,Scan of War Ration Stamps from WWII.,Certificate,,1942,yes,,,Image;StillImage,image/jpeg,eng,"CC license assigned by Denise Bennett. Material digitized by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/licenses/by/4.0/,,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/42,42,48.jp2,/calnon/image/48.jp2,calnon42,image,calnon42.jpg,https://objects.lib.uidaho.edu/calnon/calnon42.jpg,https://objects.lib.uidaho.edu/calnon/small/calnon42_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon42_th.jpg,
Caterpillar Club Card,Caterpillar Club,"Showing signature of Mark Calnon, saved life by parachute.",Card,Caterpillar Club,1943,yes,,,Image;StillImage,image/jpeg,eng,"CC license assigned by Denise Bennett. Material digitized by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/licenses/by/4.0/,,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/43,43,49.jp2,/calnon/image/49.jp2,calnon43,image,calnon43.jpg,https://objects.lib.uidaho.edu/calnon/calnon43.jpg,https://objects.lib.uidaho.edu/calnon/small/calnon43_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon43_th.jpg,
384th Window Pamphlet,United States. Air Force,Document explaining the window dedicated to the 384th.,Pamphlet,,1989,yes,,,Text,application/pdf,eng,"CC license assigned by Denise Bennett. Material digitized by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/licenses/by/4.0/,,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/44,44,5.pdf,/calnon/image/5.pdf,calnon44,pdf,calnon44.pdf,https://objects.lib.uidaho.edu/calnon/calnon44.pdf,https://objects.lib.uidaho.edu/calnon/small/calnon44_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon44_th.jpg,
POW Dog Tag (Calnon),German Government,"Calnon POW Dog Tag, Stalag Luft III.",POW Issue Dog Tag,,1943,yes,,,Image;StillImage,image/jpeg,eng,"CC license assigned by Denise Bennett. Material digitized by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/licenses/by/4.0/,,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/45,45,50.jp2,/calnon/image/50.jp2,calnon45,image,calnon45.jpg,https://objects.lib.uidaho.edu/calnon/calnon45.jpg,https://objects.lib.uidaho.edu/calnon/small/calnon45_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon45_th.jpg,
USAF Dog Tag (Calnon),United States. Air Force,One standard issue WWII dog tag.,Standard Issue Dog Tag,,1941,yes,,,Image;StillImage,image/jpeg,eng,"CC license assigned by Denise Bennett. Material digitized by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/licenses/by/4.0/,,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/46,46,51.jp2,/calnon/image/51.jp2,calnon46,image,calnon46.jpg,https://objects.lib.uidaho.edu/calnon/calnon46.jpg,https://objects.lib.uidaho.edu/calnon/small/calnon46_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon46_th.jpg,
Graduation Portrait,"Calnon, Mark",Graduation photograph of Mark Calnon from the University of Idaho,Photograph,,1941,yes,,,Image;StillImage,image/jpeg,eng,"CC license assigned by Denise Bennett. Material digitized by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/licenses/by/4.0/,,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/47,47,52.jp2,/calnon/image/52.jp2,calnon47,image,calnon47.jpg,https://objects.lib.uidaho.edu/calnon/calnon47.jpg,https://objects.lib.uidaho.edu/calnon/small/calnon47_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon47_th.jpg,
Air Medal,United States. Air Force,USAF medal awarded to Calnon for being a POW.,Medal Awarded for Merit,,1945,yes,,,Image;StillImage,image/jpeg,eng,"CC license assigned by Denise Bennett. Material digitized by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/licenses/by/4.0/,,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/48,48,6.jp2,/calnon/image/6.jp2,calnon48,image,calnon48.jpg,https://objects.lib.uidaho.edu/calnon/calnon48.jpg,https://objects.lib.uidaho.edu/calnon/small/calnon48_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon48_th.jpg,
B17 Exterior Photo 2,"Calnon, Mark",Photograph of the exterior of exhibition B18,Photograph,,1980,yes,,,Image;StillImage,image/jpeg,eng,"CC license assigned by Denise Bennett. Material digitized by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/licenses/by/4.0/,,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/49,49,7.jp2,/calnon/image/7.jp2,calnon49,image,calnon49.jpg,https://objects.lib.uidaho.edu/calnon/calnon49.jpg,https://objects.lib.uidaho.edu/calnon/small/calnon49_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon49_th.jpg,
B17 Cockpit,"Calnon, Mark",Photograph of B17 cockpit from exhibition B17,Photograph,,1980,yes,,,Image;StillImage,image/jpeg,eng,"CC license assigned by Denise Bennett. Material digitized by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/licenses/by/4.0/,,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/50,50,8.jp2,/calnon/image/8.jp2,calnon50,image,calnon50.jpg,https://objects.lib.uidaho.edu/calnon/calnon50.jpg,https://objects.lib.uidaho.edu/calnon/small/calnon50_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon50_th.jpg,
Calnon Camp Map w/ Notes,"Calnon, Mark",Map of Stalag Luft III with notes of being a prisoner.,Map,,1995,yes,,,Text,application/pdf,eng,"CC license assigned by Denise Bennett. Material digitized by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/licenses/by/4.0/,,2016-09-23,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/51,51,9.pdf,/calnon/image/9.pdf,calnon51,pdf,calnon51.pdf,https://objects.lib.uidaho.edu/calnon/calnon51.pdf,https://objects.lib.uidaho.edu/calnon/small/calnon51_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon51_th.jpg,
"Mark Calnon, Oral History Interview by Denise Bennett","Calnon, Mark; Bennett, Denise",An interview with Mark Calnon regarding his personal history as a WWII pilot and Prisoner of War,POW; WWII; prisons; prisoners; wars;,,2013-08-13,,"Boise, ID",,Text,application/pdf,eng,"CC license assigned by Denise Bennett. Material digitized by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/licenses/by/4.0/,,2016-10-19,2018-02-22,http://digital.lib.uidaho.edu:80/cdm/ref/collection/calnon/id/52,52,53.pdf,/calnon/image/53.pdf,calnon52,pdf,calnon52.pdf,https://objects.lib.uidaho.edu/calnon/calnon52.pdf,https://objects.lib.uidaho.edu/calnon/small/calnon52_sm.jpg,https://objects.lib.uidaho.edu/calnon/thumbs/calnon52_th.jpg,
