objectid,title,creator,client_sponsor,faculty_advisor,date,archival_date,description,image_alt_text,subject,location,source,identifier,type,format,finding_aid,language,rights,rightsstatement,filename_original,filename,display_template,object_location,image_small,image_thumb
expo044,Micro-Grid Expansion Project,Christopher Cervino; Shaun Andrews; Shawn Naughton; Ziyu Qian; Huiyu Zhao,"Marc Compton, University of Idaho Facilities Services","Patrick Molvik, United States Navy Acoustic Research Detachment; Herbert Hess, Herbert Hess, University of Idaho Department of Electrical and Computer Engineering",2020,2020,"2020 Engineering Design EXPO poster entitled ""Micro-Grid Expansion Project,"" created by Christopher Cervino, Shaun Andrews, Shawn Naughton, Ziyu Qian, Huiyu Zhao. University of Idaho College of Engineering, Department of Electrical and Computer Engineering.","Digital poster with text blocks, engineering schematics, and a photograph of a group of people. ",electrical engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2020-032,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_1QsAsYwwlYccFxi_EXPO Poster Actual Size.jpg,expo2020-032.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2020-032.pdf,https://objects.lib.uidaho.edu/expo/small/expo2020-032_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2020-032_th.jpg
expo045,Industrial Controls Lab Exercises,Yikai Lu; Dakota Pfaff; Brian Guiana; Jailong Dai,"Brian Johnson, University of Idaho Department of Electrical and Computer Engineering


","Feng Li, University of Idaho Department of Electrical and Computer Engineering",2020,2020,"2020 Engineering Design EXPO poster entitled ""Industrial Controls Lab Exercises,"" created by Yikai Lu, Dakota Pfaff, Brian Guiana, Jailong Dai. In the 2020 Program Guide, project is entitled ""Designing Exercises for the Industrial Control Systems Laboratory."" University of Idaho College of Engineering, Department of Electrical and Computer Engineering.","Digital poster with text blocks, images of electronic devices, and photographs of people.",electrical engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2020-033,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_2EnGA44kW30BDRw_Slide1.jpg,expo2020-033.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2020-033.pdf,https://objects.lib.uidaho.edu/expo/small/expo2020-033_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2020-033_th.jpg
expo046,Mechanical Engineering Machine Scheduler,Delaney Fitzgerald; Blakely Frechette; Gabriel Hasenoehrl; Irven Perez,"Michael Maughan, University of Idaho Department of Mechanical Engineering","Bruce Bolden, University of Idaho Department of Computer Science",2020,2020,"2020 Engineering Design EXPO poster entitled ""Mechanical Engineering Machine Scheduler,"" created by Delaney Fitzgerald, Blakely Frechette, Gabriel Hasenoehrl, Irven Perez. In the 2020 Program Guide, project is entitled ""Web-Based Machine Shop Scheduler for the University of Idaho."" University of Idaho College of Engineering, Department of Computer Science.",Digital poster with text blocks and colorful graphs.,computer science; mechanical engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2020-034,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_2pXJcYR0IdFHEA5_Copy of Chs (1).jpg,expo2020-034.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2020-034.pdf,https://objects.lib.uidaho.edu/expo/small/expo2020-034_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2020-034_th.jpg
expo047,Realistic Network Modeling Using Minetest,Sean Anderson; Benjamin Hallman,"Daniel Conte de Leon, University of Idaho Department of Computer Science","Bruce Bolden, University of Idaho Department of Computer Science",2020,2020,"2020 Engineering Design EXPO poster entitled ""Realistic Network Modeling Using Minetest,"" created by Sean Anderson, Benjamin Hallman. In the 2020 Program Guide, project is entitled ""Realistic 3D Modeling of Digital Networks and the Internet."" University of Idaho College of Engineering, Department of Computer Science.",Digital poster with text blocks and images of a blocky computer game.,computer science; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2020-035,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_2tg6z1C4DqPppCq_NetworkCraft Poster.JPG,expo2020-035.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2020-035.pdf,https://objects.lib.uidaho.edu/expo/small/expo2020-035_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2020-035_th.jpg
expo048,FPGA Data Acquisition and Control,Alexis Wilson; Jared Reichle; John Ashby,"Chris Manning, Thorlabs","Feng Li, University of Idaho Department of Electrical and Computer Engineering",2020,2020,"2020 Engineering Design EXPO poster entitled ""FPGA Data Acquisition and Control,"" created by Alexis Wilson, Jared Reichle, John Ashby. In the 2020 Program Guide, project is entitled ""Semiconductor Laser Control and Data Acquisition for Quality Optical Research."" University of Idaho College of Engineering, Department of Electrical and Computer Engineering.","Digital poster with text blocks, photographs and schematics for a laser systems, and a photograph of a group of people.",electrical engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2020-036,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_2uJ8IGFVMUqKXDN_FPGA_DA&C_ePoster.jpg,expo2020-036.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2020-036.pdf,https://objects.lib.uidaho.edu/expo/small/expo2020-036_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2020-036_th.jpg
expo049,Backup Solar Generation,Emerson Butler; Salim Al Tubi; Joseph Amodemo; Boxiang Hou; Jiawen Yu,"Marc Compton, University of Idaho Facilities Services","Herbert Hess, University of Idaho Department of Electrical and Computer Engineering",2020,2020,"2020 Engineering Design EXPO poster entitled ""SPPG Team,"" created by Emerson Butler, Salim Al Tubi, Joseph Amodemo, Boxiang Hou, Jiawen Yu In the 2020 Program Guide, project is entitled ""Backup Solar Generation."" University of Idaho College of Engineering, Department of Electrical and Computer Engineering.","Digital poster with text blocks, photographs of solar panels, graphs, and a photograph of a group of people.",electrical engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2020-037,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_2V9m2bUxgUEzUrU_senior-design-poster.jpg,expo2020-037.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2020-037.pdf,https://objects.lib.uidaho.edu/expo/small/expo2020-037_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2020-037_th.jpg
expo050,Augmented Reality,Cameron Dearien; Adam Odell; Jubal Mitchell,"Terry Soule, University of Idaho Department of Computer Science","Bruce Bolden, University of Idaho Department of Computer Science",2020,2020,"2020 Engineering Design EXPO poster entitled ""Augmented Reality,"" created by Cameron Dearien, Adam Odell, Jubal Mitchell. In the 2020 Program Guide, project is entitled ""Augmented Reality in the Computer Science Department."" University of Idaho College of Engineering, Department of Computer Science.",Digital poster with text blocks and images of a door placard.,computer science; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2020-038,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_3pi44gpIccurJ0s_Augmented Shenanigans Poster.jpg,expo2020-038.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2020-038.pdf,https://objects.lib.uidaho.edu/expo/small/expo2020-038_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2020-038_th.jpg
expo051,Park - It - CDA,Tyrel Parker; Zane Goodrick; Nikolai Tiong; Joel Berain,University of Idaho Department of Computer Science,"Frederick Sheldon, University of Idaho Department of Computer Science, Coeur d'Alene",2020,2020,"2020 Engineering Design EXPO poster entitled ""Park - It - CDA,"" created by Tyrel Parker, Zane Goodrick, Nikolai Tiong, Joel Berain. In the 2020 Program Guide, project is entitled ""Park-It-CDA: Garage Sensor System over a Mesh Network."" University of Idaho College of Engineering, Department of Computer Science.","Digital poster with text blocks, images of an electronic device, and a photograph of a group of people.",computer science; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2020-039,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_210dLSbJ7TfiARW_Park - it - cda poster.png,expo2020-039.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2020-039.pdf,https://objects.lib.uidaho.edu/expo/small/expo2020-039_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2020-039_th.jpg
expo052,Power Distribution Network (Transactive),Karstin Neill; Christine Page; James Todd; Nikki Tran,"Yacine Chakhchoukh, University of Idaho Department of Electrical and Computer Engineering","Yacine Chakhchoukh, University of Idaho Department of Electrical and Computer Engineering",2020,2020,"2020 Engineering Design EXPO poster entitled ""Power Distribution Network (Transactive),"" created by Karstin Neill, Christine Page, James Todd, Nikki Tran. In the 2020 Program Guide, project is entitled ""Simulated Transactive Power Distrubution Network."" University of Idaho College of Engineering, Department of Computer Science.","Digital poster with text blocks, graphical representations of data, and photographs of people.",computer science; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2020-040,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_RICoptdTYZ3otvH_TeamTransactive_EXPO Poster.jpg,expo2020-040.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2020-040.pdf,https://objects.lib.uidaho.edu/expo/small/expo2020-040_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2020-040_th.jpg
expo053,Marching Band Mobile Platform,Annika Esau; Kaitlin Tabaracci; Cole Brusven; Zachary Laymon,"Spencer Martin, University of Idaho Vandal Marching Band; Edwin Odom, University of Idaho Department of Mechanical Engineering","Steven Beyerlein, University of Idaho Department of Mechanical Engineering",2021,2021,"2021 Engineering Design EXPO poster entitled ""Marching Band Mobile Platform,"" created by Annika Esau, Kaitlin Tabaracci, Cole Brusven, Zachary Laymon. University of Idaho College of Engineering, Department of Mechanical Engineering.",Digital poster with text blocks and images of a wooden platform on wheels.,mechanical engineering; engineering; instructional posters; bands (ensembles),"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2021-001,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_1DILy6QtpmZAUYD_Bandmobile.pptx,expo2021-001.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2021-001.pdf,https://objects.lib.uidaho.edu/expo/small/expo2021-001_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2021-001_th.jpg
expo054,Independently Ran Renewable Integrated System,Charlie Dimke; Jason Floyd; Kathryn Warner,Kenneth Corbett Endowment,"Feng Li, University of Idaho Department of Electrical and Computer Engineering",2021,2021,"2021 Engineering Design EXPO poster entitled ""Independently Ran Renewable Integrated System,"" created by Charlie Dimke, Jason Floyd, Kathryn Warner. In the 2021 Program Guide, project is entitled ""Independently Ran Renewable Integrated System for Crosswalks."" University of Idaho College of Engineering, Department of Electrical and Computer Engineering.","Digital poster with text blocks, photographs and schematics of a lighting system, and a photograph of a group of people.",electrical engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2021-002,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_1hEhagxBQ1OCWz9_LightTheWay.pptx,expo2021-002.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2021-002.pdf,https://objects.lib.uidaho.edu/expo/small/expo2021-002_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2021-002_th.jpg
expo055,The Development of a Low Cost Pyranometer,Lukas Vermeulen; Adriana Oliveira; Brady Jerome; Nickolas Borek,"Steve Szablya, KiloWatts for Humanity; Asad Mohammed, Schweitzer Engineering Laboratories","Feng Li, University of Idaho Department of Electrical and Computer Engineering",2021,2021,"2021 Engineering Design EXPO poster entitled ""The Development of a Low Cost Pyranometer,"" created by Lukas Vermeulen, Adriana Oliveira, Brady Jerome, Nickolas Borek. University of Idaho College of Engineering, Department of Electrical and Computer Engineering.","Digital poster with text blocks, photographs and schematics of a device for measuring solar radiance, and a photograph of a group of people. ",electrical engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2021-003,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_1i9HpVwGkXlKHAW_TheSolarSailors.pptx,expo2021-003.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2021-003.pdf,https://objects.lib.uidaho.edu/expo/small/expo2021-003_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2021-003_th.jpg
expo056,Industrial Control Lab Exercise 2.0,Yuhao Li; Yi Ding; Yifan Zhu,"Brian Johnson, University of Idaho Department of Electrical and Computer Engineering","Feng Li, University of Idaho Department of Electrical and Computer Engineering",2021,2021,"2021 Engineering Design EXPO poster entitled ""Industrial Control Lab Exercise 2.0,"" created by Yuhao Li, Yi Ding, Yifan Zhu. In the 2021 Program Guide, project is entitled ""Development of Industrial Control System Laboratory Exercises."" University of Idaho College of Engineering, Department of Electrical and Computer Engineering.","Digital poster with text blocks, images of computer programs, and photographs of an electronic device and people.",electrical engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2021-004,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_1LojJxX2PBmUei4_Team5-men of thunder.jpg,expo2021-004.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2021-004.pdf,https://objects.lib.uidaho.edu/expo/small/expo2021-004_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2021-004_th.jpg
expo057,Boise Large Diameter Sewer Reroute,Christian Preszler; Grant Gehring; Jaxon Dean; Samuel Yunker,"DeAnn Brown, City of Boise","Fritz Fiedler, University of Idaho Department of Civil and Environmental Engineering",2021,2021,"2021 Engineering Design EXPO poster entitled ""Boise Large Diameter Sewer Reroute,"" created by Christian Preszler, Grant Gehring, Jaxon Dean, Samuel Yunker. In the 2021 Program Guide, project is entitled ""Sewer Pipeline Reroute and Pathway Realignment."" University of Idaho College of Engineering, Department of Civil and Environmental Engineering.",Digital poster with text blocks and drawings of a sewer route.,civil engineering; engineering; instructional posters; sewers (drainage structures),"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2021-005,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_1luAbieOfmTSVxh_Sewer_Pipeline_Reroute.pptx,expo2021-005.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2021-005.pdf,https://objects.lib.uidaho.edu/expo/small/expo2021-005_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2021-005_th.jpg
expo058,CNR Ember Generator,Addie White; Garrett Borth; Jacob Roy; Kaitlyn Lindholm; Zach Schirado,"Douglas Hardman, University of Idaho; Alistair Smith, University of Idaho","Michael Maughan, University of Idaho Department of Mechanical Engineering",2021,2021,"2021 Engineering Design EXPO poster entitled ""CNR Ember Generator,"" created by Addie White, Garrett Borth, Jacob Roy, Kaitlyn Lindholm, Zach Schirado. In the 2021 Program Guide, project is entitled ""Ember Generator for Forest Fire Testing."" University of Idaho College of Engineering, Department of Mechanical Engineering.","Digital poster with text blocks, images of a machine that generates embers, and graphs depicting data.",mechanical engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2021-006,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_1PdaT6RIF3h2Z0g_Easy Ember.pptx,expo2021-006.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2021-006.pdf,https://objects.lib.uidaho.edu/expo/small/expo2021-006_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2021-006_th.jpg
expo059,Low Cost Electroencephalogram (EEG) Devices,Mohamed Hassan; Max Moore; Grace Frazier; Jake Varney; Shubhangi Kaushik; Kate Antonov; Kiran Pelleri,"Gautam Kumar, University of Idaho Department of Chemical and Biological Engineering","Feng Li, University of Idaho Department of Electrical and Computer Engineering",2021,2021,"2021 Engineering Design EXPO poster entitled ""Low Cost Electroencephalogram (EEG) Devices,"" created by Mohamed Hassan, Max Moore, Grace Frazier, Jake Varney, Shubhangi Kaushik, Kate Antonov, Kiran Pelleri. In the 2021 Program Guide, project is entitled ""Electroencephalogram Headset for Human and Rat."" University of Idaho College of Engineering, Department of Electrical and Computer Engineering.","Digital poster with text blocks, images and schematics of a device that measures electrical activity, and a photograph of a group of people.",electrical engineering; engineering; instructional posters; medical equipment,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2021-007,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_1qe7X2oKnel4QRL_EEG Final Poster.pptx,expo2021-007.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2021-007.pdf,https://objects.lib.uidaho.edu/expo/small/expo2021-007_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2021-007_th.jpg
expo060,Center of Gravity Measurement Device,Joseph Cornwall; Keegan Stanphill; Cameron Eggart; Mark Jaszkowiak; Piyush Basnet,"Jonathan Richards, Schweitzer Engineering Laboratories","Michael Maughan, University of Idaho Department of Mechanical Engineering",2021,2021,"2021 Engineering Design EXPO poster entitled ""Center of Gravity Measurement Device,"" created by Joseph Cornwall, Keegan Stanphill, Cameron Eggart, Mark Jaszkowiak, Piyush Basnet. In the 2021 Program Guide, project is entitled ""Automated Center of Gravity Measurement Device."" University of Idaho College of Engineering, Department of Mechanical Engineering.","Digital poster with text blocks, images and schematics of a device with two large plates, and a photograph of a group of people.",mechanical engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2021-008,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_1ritkDrJ5LvkdhV_Masspoint.pptx,expo2021-008.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2021-008.pdf,https://objects.lib.uidaho.edu/expo/small/expo2021-008_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2021-008_th.jpg
expo061,"Outfall Pipeline Redesign - Post Falls, ID",Alicia Watson; Annie Chen; Edie Engelmann,"Chris Horgan, J-U-B Engineers; Jon Baune, J-U-B Engineers","Fritz Fiedler, University of Idaho Department of Civil and Environmental Engineering",2021,2021,"2021 Engineering Design EXPO poster entitled ""Outfall Pipeline Redesign - Post Falls, ID,"" created by Alicia Watson, Annie Chen, Edie Engelmann. In the 2021 Program Guide, project is entitled ""Post Falls, Idaho, Outfall Pipeline Redesign."" University of Idaho College of Engineering, Department of Civil and Environmental Engineering.","Digital poster with text blocks, images of a pipeline route, and data graphs",civil engineering; engineering; instructional posters,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2021-009,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_2aCU2zU8b28a46f_Post Falls WRF Outfall Redesign.pptx,expo2021-009.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2021-009.pdf,https://objects.lib.uidaho.edu/expo/small/expo2021-009_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2021-009_th.jpg
expo062,Directional Antenna Alignment Control System,Cade Knott; Steven Haener; Ethan Morris,"Patrick Molvik, United States Navy Acoustic Research Detachment; Herbert Hess, University of Idaho Department of Electrical and Computer Engineering","Feng Li, University of Idaho Department of Electrical and Computer Engineering",2021,2021,"2021 Engineering Design EXPO poster entitled ""Directional Antenna Alignment Control System,"" created by Cade Knott, Steven Haener, Ethan Morris. University of Idaho College of Engineering, Department of Electrical and Computer Engineering.","Digital poster with text blocks, images of an antenna alignment control system, and a photograph of a group of people.",electrical engineering; engineering; instructional posters; antennas,"Moscow, ID","Engineering Design EXPO posters, UG 191, University of Idaho Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",expo2021-010,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv920797,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,R_2Cslp7KZU8nT9LT_Expo Poster (1).pptx,expo2021-010.pdf,pdf,https://objects.lib.uidaho.edu/expo/expo2021-010.pdf,https://objects.lib.uidaho.edu/expo/small/expo2021-010_sm.jpg,https://objects.lib.uidaho.edu/expo/thumbs/expo2021-010_th.jpg
