title,date,date is approximate?,description,idaho_county,location,latitude,longitude,subject,source,identifier,donor,collection,format original,type,format,language,rights,rightsstatement,cdm_url,collectionid,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
"Andrews Store. Interior view showing Mildred Dodge and Mr. & Mrs. Andrews. Moscow, Idaho.",1909,,,Latah County,"Moscow, Idaho",46.733014,-117.00127,stores,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-40a,Virgil Shepperd and Hannah Oldham,Idaho Cities & Towns Collection,4x6 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/233,cities,233,cities233,image,cities233.jpg,https://objects.lib.uidaho.edu/cities/cities233.jpg,https://objects.lib.uidaho.edu/cities/small/cities233_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities233_th.jpg,
"Andrews Store. Interior view showing Mildred Dodge and Mr. & Mrs. Andrews. Moscow, Idaho.",1909,,,Latah County,"Moscow, Idaho",46.733014,-117.00127,stores,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-40b,Virgil Shepperd and Hannah Oldham,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/234,cities,234,cities234,image,cities234.jpg,https://objects.lib.uidaho.edu/cities/cities234.jpg,https://objects.lib.uidaho.edu/cities/small/cities234_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities234_th.jpg,
"Elk City Hotel and Loggers Delight. Elk City, Idaho.",1982-08-05,,,Idaho County,"Elk City, Idaho",45.822387,-115.433071,hotels (public accommodations),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-116-2a,Stanley A. Shepard,Idaho Cities & Towns Collection,3.5x5 color print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/235,cities,235,cities235,image,cities235.jpg,https://objects.lib.uidaho.edu/cities/cities235.jpg,https://objects.lib.uidaho.edu/cities/small/cities235_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities235_th.jpg,
"No 5, Old post office on Washington Street. Moscow, Idaho.",1920,y,,Latah County,"Moscow, Idaho",46.731404,-116.999837,post offices,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-41a,Mrs. George Deshler,Idaho Cities & Towns Collection,1.5x2.5 black and white postcard,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/236,cities,236,cities236,image,cities236.jpg,https://objects.lib.uidaho.edu/cities/cities236.jpg,https://objects.lib.uidaho.edu/cities/small/cities236_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities236_th.jpg,
"American Legion cabin. Moscow, Idaho.",1960,y,,Latah County,"Moscow, Idaho",46.730989,-116.993043,cabins (houses),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-42a,Charles A. Webbert,Idaho Cities & Towns Collection,3.5x5 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/237,cities,237,cities237,image,cities237.jpg,https://objects.lib.uidaho.edu/cities/cities237.jpg,https://objects.lib.uidaho.edu/cities/small/cities237_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities237_th.jpg,
"American Legion cabin. Moscow, Idaho.",1960,y,,Latah County,"Moscow, Idaho",46.730989,-116.993043,cabins (houses),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-42b,Charles A. Webbert,Idaho Cities & Towns Collection,3.5x5 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/238,cities,238,cities238,image,cities238.jpg,https://objects.lib.uidaho.edu/cities/cities238.jpg,https://objects.lib.uidaho.edu/cities/small/cities238_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities238_th.jpg,
"Washburn-Wilson Seed Company. Pea picking room. Moscow, Idaho.",1932,,,Latah County,"Moscow, Idaho",46.734208,-117.004711,machinery; seed; factories (structures); workers,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-43a,Gerald Hodgins,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/239,cities,239,cities239,image,cities239.jpg,https://objects.lib.uidaho.edu/cities/cities239.jpg,https://objects.lib.uidaho.edu/cities/small/cities239_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities239_th.jpg,
"Moscow Junior High Gym under construction. Moscow, Idaho.",1965,,,Latah County,"Moscow, Idaho",46.738893,-116.982915,high schools (buildings),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-32a,,Idaho Cities & Towns Collection,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/240,cities,240,cities240,image,cities240.jpg,https://objects.lib.uidaho.edu/cities/cities240.jpg,https://objects.lib.uidaho.edu/cities/small/cities240_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities240_th.jpg,
"Washburn-Wilson Seed Company. Pea picking room. Moscow, Idaho.",1932,,,Latah County,"Moscow, Idaho",46.734208,-117.004711,machinery; seed; factories (structures); workers,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-43b,Gerald Hodgins,Idaho Cities & Towns Collection,4x6 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/241,cities,241,cities241,image,cities241.jpg,https://objects.lib.uidaho.edu/cities/cities241.jpg,https://objects.lib.uidaho.edu/cities/small/cities241_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities241_th.jpg,
Composite view of Moscow High School football team.,1931,,,Latah County,"Moscow, Idaho",46.732511,-116.996689,football (sports),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-44a,Gerald Hodgins,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/242,cities,242,cities242,image,cities242.jpg,https://objects.lib.uidaho.edu/cities/cities242.jpg,https://objects.lib.uidaho.edu/cities/small/cities242_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities242_th.jpg,
Group picture of Moscow High School football team.,1931,,,Latah County,"Moscow, Idaho",46.732511,-116.996689,football (sports),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-44b,Gerald Hodgins,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/243,cities,243,cities243,image,cities243.jpg,https://objects.lib.uidaho.edu/cities/cities243.jpg,https://objects.lib.uidaho.edu/cities/small/cities243_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities243_th.jpg,
"Football team at Moscow High School. Coach Gail Mix. Moscow, Idaho.",1932,,,Latah County,"Moscow, Idaho",46.732511,-116.996689,football (sports),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-44c,Gerald Hodgins,Idaho Cities & Towns Collection,3x6.25 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/244,cities,244,cities244,image,cities244.jpg,https://objects.lib.uidaho.edu/cities/cities244.jpg,https://objects.lib.uidaho.edu/cities/small/cities244_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities244_th.jpg,
"Moscow High School basketball team. Moscow, Idaho.",1933,,Caption reads: '1933 M.H.S. Regulars',Latah County,"Moscow, Idaho",46.732511,-116.996689,basketball (court ball games),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-44d,Gerald Hodgins,Idaho Cities & Towns Collection,3.5x6 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/245,cities,245,cities245,image,cities245.jpg,https://objects.lib.uidaho.edu/cities/cities245.jpg,https://objects.lib.uidaho.edu/cities/small/cities245_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities245_th.jpg,
"Destruction caused by fire. Grangeville, Idaho.",1910,,"Fire in business section with $40,000 damage",Idaho County,"Grangeville, Idaho",45.926645,-116.12404,fires,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-117-01a,Verna McGrane,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/246,cities,246,cities246,image,cities246.jpg,https://objects.lib.uidaho.edu/cities/cities246.jpg,https://objects.lib.uidaho.edu/cities/small/cities246_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities246_th.jpg,
"Group picture of Moscow High School basketball team. Moscow, Idaho.",1931,,,Latah County,"Moscow, Idaho",46.732511,-116.996689,basketball (court ball games),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-44e,Gerald Hodgins,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/247,cities,247,cities247,image,cities247.jpg,https://objects.lib.uidaho.edu/cities/cities247.jpg,https://objects.lib.uidaho.edu/cities/small/cities247_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities247_th.jpg,
"Moscow High School drama production, 'Adam and Eva'. Moscow, Idaho.",1932,,,Latah County,"Moscow, Idaho",46.732511,-116.996689,actors,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-44f,Gerald Hodgins,Idaho Cities & Towns Collection,3.25x6.5 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/248,cities,248,cities248,image,cities248.jpg,https://objects.lib.uidaho.edu/cities/cities248.jpg,https://objects.lib.uidaho.edu/cities/small/cities248_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities248_th.jpg,
"May Day at Moscow Grade School. Queen and her court. Moscow, Idaho.",1929,,,Latah County,"Moscow, Idaho",46.733548,-116.985284,children; elementary schools (institutions),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-44g,Gerald Hodgins,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/249,cities,249,cities249,image,cities249.jpg,https://objects.lib.uidaho.edu/cities/cities249.jpg,https://objects.lib.uidaho.edu/cities/small/cities249_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities249_th.jpg,
"May Day at Moscow Grade School. Moscow, Idaho.",1929,,,Latah County,"Moscow, Idaho",46.733548,-116.985284,children; elementary schools (institutions),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-44h,Gerald Hodgins,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/250,cities,250,cities250,image,cities250.jpg,https://objects.lib.uidaho.edu/cities/cities250.jpg,https://objects.lib.uidaho.edu/cities/small/cities250_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities250_th.jpg,
"May Day at Moscow Grade School. Group singing with maypole in foreground. Moscow, Idaho.",1929,,,Latah County,"Moscow, Idaho",46.733548,-116.985284,children; elementary schools (institutions),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-44i,Gerald Hodgins,Idaho Cities & Towns Collection,4x6.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/251,cities,251,cities251,image,cities251.jpg,https://objects.lib.uidaho.edu/cities/cities251.jpg,https://objects.lib.uidaho.edu/cities/small/cities251_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities251_th.jpg,
"Old Clothes Day' at Moscow High School. Moscow, Idaho.",1932-03-02,,,Latah County,"Moscow, Idaho",46.732511,-116.996689,high schools (buildings),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-44j,Gerald Hodgins,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/252,cities,252,cities252,image,cities252.jpg,https://objects.lib.uidaho.edu/cities/cities252.jpg,https://objects.lib.uidaho.edu/cities/small/cities252_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities252_th.jpg,
"Old Clothes Day' at Moscow High School. Moscow, Idaho.",1932-03-02,,,Latah County,"Moscow, Idaho",46.732511,-116.996689,high schools (buildings),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-44k,Gerald Hodgins,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/253,cities,253,cities253,image,cities253.jpg,https://objects.lib.uidaho.edu/cities/cities253.jpg,https://objects.lib.uidaho.edu/cities/small/cities253_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities253_th.jpg,
"Old Clothes Day' at Moscow High School. Moscow, Idaho.",1932-03-02,,,Latah County,"Moscow, Idaho",46.732511,-116.996689,high schools (buildings),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-44L,Gerald Hodgins,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/254,cities,254,cities254,image,cities254.jpg,https://objects.lib.uidaho.edu/cities/cities254.jpg,https://objects.lib.uidaho.edu/cities/small/cities254_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities254_th.jpg,
"Moscow ladies. Gay Nineties party at Mrs. Hubert's. Moscow, Idaho.",1940,y,,Latah County,"Moscow, Idaho",46.732614,-116.996412,dresses (garments),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-45a,Gerald Hodgins,Idaho Cities & Towns Collection,4.25x6.25 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/255,cities,255,cities255,image,cities255.jpg,https://objects.lib.uidaho.edu/cities/cities255.jpg,https://objects.lib.uidaho.edu/cities/small/cities255_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities255_th.jpg,
"Group picture of Royal Neighbors. Moscow, Idaho.",1935,y,,Latah County,"Moscow, Idaho",46.732614,-116.996412,,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-45c,Gerald Hodgins,Idaho Cities & Towns Collection,3.5x6.75 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/256,cities,256,cities256,image,cities256.jpg,https://objects.lib.uidaho.edu/cities/cities256.jpg,https://objects.lib.uidaho.edu/cities/small/cities256_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities256_th.jpg,
"Destruction caused by fire. Grangeville, Idaho.",1910,,"Fire in business section with $40,000 damage",Idaho County,"Grangeville, Idaho",45.926645,-116.12404,fires; business enterprises,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-117-01b,Verna McGrane,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/257,cities,257,cities257,image,cities257.jpg,https://objects.lib.uidaho.edu/cities/cities257.jpg,https://objects.lib.uidaho.edu/cities/small/cities257_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities257_th.jpg,
"Group picture of Boy Scout Mobilization. Moscow, Idaho.",1930-02-15,,,Latah County,"Moscow, Idaho",46.732511,-116.996689,children,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-46a,Gerald Hodgins,Idaho Cities & Towns Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/258,cities,258,cities258,image,cities258.jpg,https://objects.lib.uidaho.edu/cities/cities258.jpg,https://objects.lib.uidaho.edu/cities/small/cities258_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities258_th.jpg,
"Moscow ladies. Gay Nineties party at Mrs. Hubert's. Moscow, Idaho.",1940,y,,Latah County,"Moscow, Idaho",46.732614,-116.996412,dresses (garments),Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-45b,Gerald Hodgins,Idaho Cities & Towns Collection,4.25x6.25 black and white print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/259,cities,259,cities259,image,cities259.jpg,https://objects.lib.uidaho.edu/cities/cities259.jpg,https://objects.lib.uidaho.edu/cities/small/cities259_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities259_th.jpg,
"Mardi Gras. Moscow, Idaho.",1983,,"On extreme right are University of Idaho library staff: Cindy Glassford, Jackie Hertel and Gail Eckwright",Latah County,"Moscow, Idaho",46.733726,-117.001315,parades,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-47a,Stanley A. Shepard,Idaho Cities & Towns Collection,3.5x5 color print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/260,cities,260,cities260,image,cities260.jpg,https://objects.lib.uidaho.edu/cities/cities260.jpg,https://objects.lib.uidaho.edu/cities/small/cities260_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities260_th.jpg,
"Irving School. Moscow, Idaho.",1901,y,,Latah County,"Moscow, Idaho",46.733716,-116.997115,schools,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-33,,Idaho Cities & Towns Collection,3.5x5.5 black and white postcard,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/261,cities,261,cities261,image,cities261.jpg,https://objects.lib.uidaho.edu/cities/cities261.jpg,https://objects.lib.uidaho.edu/cities/small/cities261_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities261_th.jpg,
"National Thespian Society troupe of Moscow High School. Mardi Gras parade. Moscow, Idaho.",1983,,,Latah County,"Moscow, Idaho",46.733726,-117.001315,parades,Photo Group 5 | University of Idaho Library Special Collections & Archives | https://www.lib.uidaho.edu/special-collections/,5-001-47c,Stanley A. Shepard,Idaho Cities & Towns Collection,3.5x5 color print,Image;StillImage,image/jpeg,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cities/id/262,cities,262,cities262,image,cities262.jpg,https://objects.lib.uidaho.edu/cities/cities262.jpg,https://objects.lib.uidaho.edu/cities/small/cities262_sm.jpg,https://objects.lib.uidaho.edu/cities/thumbs/cities262_th.jpg,
