objectid,title,photographer,mine,depth,date,description,donor,subject,subject (lctgm),location,source,finding aid,digital collection,holding insititution,format original,format,type,identifier,date digital,language,rights,rightsstatement,digitization specifications,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,display_template,filename,object_location,image_small,image_thumb,errors
watkins20,St. Lawrence Mine 600 ft. level East [no. 1190],"Watkins, Carleton E.",St. Lawrence Mine,600,1890,St. Lawrence 600 level East Ore 35 ft.,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1190,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/20,20,28.jp2,/watkins/image/28.jp2,image,watkins20.jpg,https://objects.lib.uidaho.edu/watkins/watkins20.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins20_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins20_th.jpg,""
watkins21,St. Lawrence Mine 600 ft. level East [no. 1191],"Watkins, Carleton E.",St. Lawrence Mine,600,1890,St. Lawrence 600 level East Ore 35 ft.,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1191,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/21,21,29.jp2,/watkins/image/29.jp2,image,watkins21.jpg,https://objects.lib.uidaho.edu/watkins/watkins21.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins21_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins21_th.jpg,""
watkins22,Anaconda Mine 1000 ft. level East [no. 1165],"Watkins, Carleton E.",Anaconda Mine,1000,1890,Anaconda Mine 1000 level East. Wealth of ore 45 ft.,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1165,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/22,22,3.jp2,/watkins/image/3.jp2,image,watkins22.jpg,https://objects.lib.uidaho.edu/watkins/watkins22.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins22_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins22_th.jpg,""
watkins23,St. Lawrence Mine 600 ft. level East [no. 1192],"Watkins, Carleton E.",St. Lawrence Mine,600,1890,St. Lawrence 600 level East Ore 35 ft.,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1192,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/23,23,30.jp2,/watkins/image/30.jp2,image,watkins23.jpg,https://objects.lib.uidaho.edu/watkins/watkins23.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins23_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins23_th.jpg,""
watkins24,High Ore Mine 400 ft. level [no. 1193],"Watkins, Carleton E.",High Ore Mine,400,1890,High ore 400 ft. level Housing Station,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1193,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/24,24,31.jp2,/watkins/image/31.jp2,image,watkins24.jpg,https://objects.lib.uidaho.edu/watkins/watkins24.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins24_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins24_th.jpg,""
watkins25,High Ore Mine 600 ft. level [no. 1194],"Watkins, Carleton E.",High Ore Mine,600,1890,High ore 600 level Pump Station,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1194,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/25,25,32.jp2,/watkins/image/32.jp2,image,watkins25.jpg,https://objects.lib.uidaho.edu/watkins/watkins25.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins25_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins25_th.jpg,""
watkins26,High Ore Mine 500 ft. level [no. 1195],"Watkins, Carleton E.",High Ore Mine,500,1890,High ore 500 ft. level Housing Station,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1195,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/26,26,33.jp2,/watkins/image/33.jp2,image,watkins26.jpg,https://objects.lib.uidaho.edu/watkins/watkins26.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins26_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins26_th.jpg,""
watkins27,High Ore Mine 400 ft. level West [no. 1196],"Watkins, Carleton E.",High Ore Mine,400,1890,High ore 400 ft. level West Showing bulkheading in 1st floor and miner ascending to 2nd floor with hose for drilling machine,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1196,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/27,27,34.jp2,/watkins/image/34.jp2,image,watkins27.jpg,https://objects.lib.uidaho.edu/watkins/watkins27.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins27_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins27_th.jpg,""
watkins28,High Ore Mine 300 ft. level East [no. 1197],"Watkins, Carleton E.",High Ore Mine,300,1890,High ore 300 ft. level East Showing men and drilling machine on fourth floor drilling air on breast,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1197,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/28,28,35.jp2,/watkins/image/35.jp2,image,watkins28.jpg,https://objects.lib.uidaho.edu/watkins/watkins28.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins28_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins28_th.jpg,""
watkins29,High Ore Mine 200 ft. level West [no. 1198],"Watkins, Carleton E.",High Ore Mine,200,1890,High ore 200 ft. level West Showing face of drift. Timber and lagging,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1198,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/29,29,36.jp2,/watkins/image/36.jp2,image,watkins29.jpg,https://objects.lib.uidaho.edu/watkins/watkins29.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins29_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins29_th.jpg,""
watkins30,High Ore Mine 600 ft. level East [no. 1199],"Watkins, Carleton E.",High Ore Mine,600,1890,High ore 600 level East Showing ore in breasts,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1199,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/30,30,37.jp2,/watkins/image/37.jp2,image,watkins30.jpg,https://objects.lib.uidaho.edu/watkins/watkins30.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins30_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins30_th.jpg,""
watkins31,High Ore Mine 600 ft. level West [no. 1200],"Watkins, Carleton E.",High Ore Mine,600,1890,High ore 600 level West Showing miner wheeling ore to chutes Ore 10 ft,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1200,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/31,31,38.jp2,/watkins/image/38.jp2,image,watkins31.jpg,https://objects.lib.uidaho.edu/watkins/watkins31.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins31_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins31_th.jpg,""
watkins32,High Ore Mine 300 ft. level East [no. 1201],"Watkins, Carleton E.",High Ore Mine,300,1890,High ore 300 level East Showing drilling machine and bar erected for drilling ore breast,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1201,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/32,32,39.jp2,/watkins/image/39.jp2,image,watkins32.jpg,https://objects.lib.uidaho.edu/watkins/watkins32.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins32_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins32_th.jpg,""
watkins33,Anaconda Mine 1000 ft. level East [no. 1166],"Watkins, Carleton E.",Anaconda Mine,1000,1890,Anaconda Mine 1000 level East. Wealth of ore 45 ft.,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1166,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/33,33,4.jp2,/watkins/image/4.jp2,image,watkins33.jpg,https://objects.lib.uidaho.edu/watkins/watkins33.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins33_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins33_th.jpg,""
watkins34,High Ore Mine 400 ft. level East [no. 1202],"Watkins, Carleton E.",High Ore Mine,400,1890,High ore 400 level East Showing ore after blast ore 15 ft,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1202,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/34,34,40.jp2,/watkins/image/40.jp2,image,watkins34.jpg,https://objects.lib.uidaho.edu/watkins/watkins34.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins34_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins34_th.jpg,""
watkins35,High Ore Mine 300 ft. level West [no. 1203],"Watkins, Carleton E.",High Ore Mine,300,1890,High ore 300 ft. level West Showing timbers along foot wall,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1203,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/35,35,41.jp2,/watkins/image/41.jp2,image,watkins35.jpg,https://objects.lib.uidaho.edu/watkins/watkins35.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins35_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins35_th.jpg,""
watkins36,High Ore Mine 500 ft. level West [no. 1204],"Watkins, Carleton E.",High Ore Mine,500,1890,High ore 500 ft. level West Showing ore and timbers on foot wall,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1204,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/36,36,42.jp2,/watkins/image/42.jp2,image,watkins36.jpg,https://objects.lib.uidaho.edu/watkins/watkins36.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins36_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins36_th.jpg,""
watkins37,High Ore Mine 300 ft. level East [no. 1205],"Watkins, Carleton E.",High Ore Mine,300,1890,High ore 300 ft. level East Showing tripod and drilling machine in operation,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1205,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/37,37,43.jp2,/watkins/image/43.jp2,image,watkins37.jpg,https://objects.lib.uidaho.edu/watkins/watkins37.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins37_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins37_th.jpg,""
watkins38,High Ore Mine 300 ft. level West [no. 1206],"Watkins, Carleton E.",High Ore Mine,300,1890,High ore 300 ft. level West Showing [timbering along foot wall landing],"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1206,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/38,38,44.jp2,/watkins/image/44.jp2,image,watkins38.jpg,https://objects.lib.uidaho.edu/watkins/watkins38.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins38_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins38_th.jpg,""
watkins39,High Ore Mine 300 ft. level West [no. 1207],"Watkins, Carleton E.",High Ore Mine,300,1890,High ore 300 ft. level West Showing ore after blasting,"Conley, Cort","Watkins, Carleton E., 1829-1916; Anaconda Company; Butte (Mont.);",Photographic prints,United States;Montana;Silver Bow County;Butte;Anaconda Mine,"Carleton E. Watkins photographs, 1890, PG 89, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv969511,"Carleton Watkins Interior Views of Anaconda Mines (Butte, MT)",University of Idaho Library,Black and White Photograph,image/jpeg,Image;StillImage,89-1207,2011-03,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,Original is archival Tiff. Displayed is a reduced jpeg.,2011-04-07,2018-02-09,http://digital.lib.uidaho.edu:80/cdm/ref/collection/watkins/id/39,39,45.jp2,/watkins/image/45.jp2,image,watkins39.jpg,https://objects.lib.uidaho.edu/watkins/watkins39.jpg,https://objects.lib.uidaho.edu/watkins/small/watkins39_sm.jpg,https://objects.lib.uidaho.edu/watkins/thumbs/watkins39_th.jpg,""
