objectid,title,description,original_description,image_alt_text,organizations,subject,original_subject,creator,date,archival_date,location,latitude,longitude,identifier,format_original,format,filename_old,filename,source,type,accession_number,donor,digital_collection,contributing_institution,language,rights,rightsstatement,book,physical_location,display_template,object_location,image_small,image_thumb
priestriver0065,Hunting Party at Low's Resort #3,"S-H (Schaefer-Hitchcock) hunting party at Low's Resort on Priest Lake. Left to right: Jim Campbell, cook; Percy Melis, A.F. Eckert, Thor Larson, Bud Davis, Jay Malvin, Lee White, Doc Guy, Don McInaney, Baldy Baldwin",,"A group of men standing in a row outside a wooden building. One man is leaning against a car holding a bottle, wearing an apron and hat. The others are dressed in a mix of casual and work clothes, some wearing hats. A wooded area is visible in the background.",Low's Resort,hunting,hunting,,1951-11-14,1940-1960,Bonner County,48.6333576,-116.8660672,hunt1-22,black and white photograph,image/jpeg,hunt1-022,hunt1-022.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,1931,,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0065.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0065_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0065_th.jpg
priestriver0066,Kitchen & Office at Low's Resort,"Two wooden buildings float on a body of water, surrounded by a mountainous landscape with trees at Low's Resort.",,"Two wooden buildings float on a body of water, surrounded by a mountainous landscape with trees. One building is larger, with a simple roof and visible windows. The shoreline is grassy, and trees frame the scene on either side.",Low's Resort,hunting; kitchens,hunting,,1953-11-11,1940-1960,Bonner County,48.6333576,-116.8660672,hunt1-24,black and white photograph,image/jpeg,hunt1-024,hunt1-024.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,1633,,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0066.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0066_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0066_th.jpg
priestriver0067,Cougar / Berry,Two men stand in a snowy landscape with trees in the background and cougar hanging from pole rigging.,Cougar hanging from pole rigging.,Two men stand in a snowy landscape with trees in the background. They are next to a large animal that is hanging from a wooden structure. Each man is holding a dog.,,hunting; Puma concolor (species); cougars,hunting,,,1940-1950,Bonner County,,,hunt1-25,black and white photograph,image/jpeg,hunt 1-025,hunt 1-025.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,1681,Berry/Gunter,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0067.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0067_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0067_th.jpg
priestriver0068,IFG Game Trapper,"Leo Black & son Blackie with bobcat carcasses. On photo: Idaho Dept. of Fish & Game trapper Leo Black and son Blackie with bobcats trapped by Leo in the mid to late 1950s. Leo & Pet Morrow trapped coyotes for a $5 bounty in 1948 & 1949, breaking IFG's budget. Black was later hired by IFG.",,"A man and a child stand on a snowy embankment beside a lake. The man is crouching and appears to be handling an animal. In front of them, several animal pelts are spread out on the snow. Mountains and trees are visible in the background.",Idaho Dept. of Fish & Game,hunting; Lynx rufus (species); bobcats,hunting,,,1940-1950,Bonner County,,,hunt1-26,black and white photograph,image/jpeg,hunt1-026,hunt1-026.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,1758,"Mary Ann Bauer & Jim Parsons, Jr.",Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0068.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0068_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0068_th.jpg
priestriver0069,Malon Peterson & Mousie,A person standing in a forest holding the reins of a horse. The horse is carrying a pack with antlers secured on top.,,A person standing in a forest holding the reins of a horse. The horse is carrying a pack with antlers secured on top.,,hunting; horses; equus caballus (species),hunting,,1947,1940-1950,Bonner County,,,hunt1-27,black and white photograph,image/jpeg,hunt1-027,hunt1-027.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,1759,Bauer / Winslow,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0069.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0069_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0069_th.jpg
priestriver0070,Malon & Duane Peterson,"The Petersons are seated in front of a cabin between Berry & Caribou Creeks. (Caption reads: ""A Good Day Hunting"" Malon & Duane Peterson at an old barn on a ridge between Berry and Caribou creeks. They were hunting for mule deer in the fall of 1947)",,"Two people sitting in front of a log cabin in the woods. One person is holding a stick, and the other person is looking to the side. The cabin is surrounded by trees and vegetation.",,hunting; cabins (buildings),hunting,,1947,1940-1950,Bonner County,48.42842835,-116.6600672,hunt1-28,black and white photograph,image/jpeg,hunt1-028,hunt1-028.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,1760,,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0070.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0070_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0070_th.jpg
priestriver0071,Drying Fish,Fish hanging on a wooden rack outside a building with a sloped roof.,,Fish hanging on a wooden rack outside a building with a sloped roof.,,fishing,hunting,,,undated,Bonner County,,,fish1-1,black and white photograph,image/jpeg,fish1-001,fish1-001.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,490,,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0071.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0071_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0071_th.jpg
priestriver0072,Eldon Gregory Jr with fish,"A person standing on a dirt path in a forested area, holding a large fish in one hand at East River Ranch.",Young man in hat and shirt holding a large fish.,"A person standing on a dirt path in a forested area, holding a large fish in one hand.",East River Ranch,fishing,fishing,,1956,1950-1960,Bonner County,,,fish1-2,black and white photograph,image/jpeg,fish1-002,fish1-002.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,899,Eldon Gregory Jr.,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0072.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0072_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0072_th.jpg
priestriver0073,3 kids and fish,"Three young boys stand outdoors, each holding strings of several fish. Left to right: George Beardmore, Louie Trotts, Eldon Gregory at East River Ranch",,"Three young boys stand outdoors, each holding strings of several fish. A body of water and a wooden structure are visible in the background.",,fishing,fishing,,,undated,Bonner County,,,fish1-3,black and white photograph,image/jpeg,fish1-003,fish1-003.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,900,Eldon Gregory Jr.,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0073.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0073_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0073_th.jpg
priestriver0074,Eldon and fish,Eldon Gregory Jr. at East River Ranch on a dirt path holding two fish.,Man holding two fish.,"A young boy stands on a dirt path holding two fish, one in each hand. There is greenery and a bridge in the background.",East River Ranch,fishing,fishing,,1948,1940-1950,Bonner County,,,fish1-4,black and white photograph,image/jpeg,fish1-004,fish1-004.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,901,Eldon Gregory Jr.,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0074.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0074_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0074_th.jpg
priestriver0075,Two Guys with fish,Two men kneel in front of a dozen or so fish on a board in front of a cabin.,Two men with a dozen or so fish on a board in front of them.,Two men are crouching on the ground next to several fish laid out in rows. They are in front of a building with a door and windows.,,fishing; cabins (buildings),fishing,,1976,1970-1980,Bonner County,,,fish1-5,black and white photograph,image/jpeg,fish1-005,fish1-005.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,1006,J. Truher,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0075.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0075_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0075_th.jpg
priestriver0076,Pleasure in Silhouette,"Ross Hall original postcard of a person is silhouetted while fishing in front of a waterfall in a rocky, wooded area. The text at the bottom reads: ""H-116 Pleasure in Silhouette - North Idaho."" In the bottom right corner, it reads: ""ROSS HALL.""",Man fly fishing with river behind him.,"A person is silhouetted while fishing in front of a waterfall in a rocky, wooded area. The figure is holding a fishing rod, with one arm extended toward the water. The text at the bottom reads: ""H-116 Pleasure in Silhouette - North Idaho."" In the bottom right corner, it reads: ""ROSS HALL.""",,fishing; postcards; waterfalls (natural bodies of water),fishing,Ross Hall,,undated,Bonner County,,,fish1-6,black and white postcard,image/jpeg,fish1-006,fish1-006.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,1072,,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0076.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0076_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0076_th.jpg
priestriver0077,Smoked Pend Oreille Bluebacks,"Ross Hall original postcard of a man wearing overalls and a cap squats indoors, surrounded by rows of fish laid out on the floor. Text on bottom reads ""H-323 Smoked Pend Oreille Blue-backs"" and in the bottom right corner, it reads: ""Ross Hall.""",Man posing with several dozen smaller fish possibly preparing to smoke them.,"A man wearing overalls and a cap squats indoors, surrounded by rows of fish laid out on the floor. He holds one fish in each hand, smiling slightly. The background includes a partially visible window.",,fishing; postcards,fishing,Ross Hall,,undated,Bonner County,,,fish1-7,black and white postcard,image/jpeg,fish1-007,fish1-007.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,1073,,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0077.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0077_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0077_th.jpg
priestriver0078,Child with fish,Child (possibly Ron Morrow) holding string of fish.,,"A small child standing on grass in front of a wooden house, holding a large fish by a string or pole. The child is wearing overalls and a cap.",,fishing; children (people by age group),fishing,,,undated,Bonner County,,,fish1-8,black and white photograph,image/jpeg,fish1-008,fish1-008.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,1259,M. Hacklander,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0078.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0078_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0078_th.jpg
priestriver0079,Governor Samuelson with big fish,Gov. Don Samuelson with an 11 lb Kamloops trout he caught from Bud Walson's boat. Cap Davis was along. Possibly Pend Oreille Lake.,,"A man standing on a boat holding a large fish, with a body of water and distant hills in the background. He is wearing a plaid shirt under a jacket.",,fishing; governors (public officers),fishing,,1967-05-03,1960-1967,Bonner County,,,fish1-9,color photograph,image/jpeg,fish1-009,fish1-009.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,1540,Lee White,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0079.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0079_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0079_th.jpg
priestriver0080,Lee White with fish #1,Lee White wearing a hat and plaid shirt is holding a Kamloops 15 lbs 6oz. fish with a smile.,Man with fish,"A person wearing a hat and plaid shirt is holding a large fish with a smile. They are standing in front of a stone wall and signs advertising housewares, rental equipment, and sporting goods. The visible text in the image reads: - Near the top left: ""Family Store"" - Near the top center: ""CATAL ORDER Office"" - Center left: ""HOUSEWARES"" - Center middle: ""RENTAL EQ SPORTING GOODS & OU""",,fishing; stores (businesses),fishing,,1973-04-28,1970-1980,Bonner County,,,fish1-10,black and white photograph,image/jpeg,fish1-010,fish1-010.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,1619,Lee White,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0080.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0080_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0080_th.jpg
priestriver0081,Lee White with fish #2,"Lee White wearing a hat and jacket holds a Kamloops 21 lbs., girth 21"", length 32"" fish in front of them.",Man with fish,A person wearing a hat and jacket holds a large fish in front of them. The background shows a lakeside setting with mountains and a dock area.,,fishing,fishing,,1968-05-05,1960-1970,Bonner County,,,fish1-11,black and white photograph,image/jpeg,fish1-011,fish1-011.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,1620,Lee White,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0081.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0081_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0081_th.jpg
priestriver0082,Lee White with fish #3,"Lee White with 20lb Kamloops, caught off Windy Point, Lake Pend Oreille, Length 32"", Girth 21""",,"A man wearing a plaid jacket and a hat is sitting on a wooden surface, holding a large fish. There are mountains visible in the background.",,fishing,fishing,,1968-05-05,1960-1970,Bonner County,48.12810537,-116.3870522,fish1-12,color photograph,image/jpeg,fish1-012,fish1-012.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,1621,Lee White,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0082.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0082_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0082_th.jpg
priestriver0083,Bob with big fish,"""Bob"" wearing a red hat and plaid shirt is standing on a street holding a 29 lb 2 oz Kamloops fish.",Man with fish standing behind boat.,A person wearing a red hat and plaid shirt is standing on a street holding a large fish. Behind them is a vehicle with a boat and an outboard motor. Trees and houses are visible in the background.,,fishing; boats,fishing,,1968-05-08,1960-1970,Bonner County,,,fish1-13,color photograph,image/jpeg,fish1-013,fish1-013.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,1622,Lee White,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0083.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0083_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0083_th.jpg
priestriver0084,Larry's Kam,Larry Forseth and Lee White standing on a boat holding a large fish.,Two men in boat with fish.,"Two men standing on a boat holding a large fish. One man is wearing a quilted jacket and captain's hat, and the other is wearing a plaid shirt. The water is visible in the background. Label on cap reads ""USS"".",,fishing; boats,fishing,,1964-05,1960-1970,Bonner County,,,fish1-14,black and white photograph,image/jpeg,fish1-014,fish1-014.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,1623,Lee White,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0084.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0084_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0084_th.jpg
priestriver0085,Lee White with fish #4,"Lee White standing outdoors, wearing a checkered jacket and a hat, holding a Kamloops fish caught at Windy Point. Weight 20lbs, length 32 in, girth 21 inches.",Man with fish wearing hat.,"A person standing outdoors, wearing a checkered jacket and a hat, holding a large fish. Mountains can be seen in the background.",,fishing,fishing,,1968-05-05,1960-1970,Bonner County,48.12810537,-116.3870522,fish1-15,color photograph,image/jpeg,fish1-015,fish1-015.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,1879,Lee White,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0085.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0085_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0085_th.jpg
priestriver0086,Grizzly Bear Group,"A group of bears, including a mother and her cubs, exploring a natural setting with rocks and vegetation.","Four grizzly bears in a group, two are cubs.","A group of bears, including a mother and her cubs, exploring a natural setting with rocks and vegetation.",,wildlife; bears; Ursus arctos (species),fishing,,,undated,Bonner County,,,wild1-1,black and white photograph,image/jpeg,wild1-001,wild1-001.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,487,,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0086.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0086_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0086_th.jpg
priestriver0087,Deer in North Idaho,"A group of deer standing and walking along a snow-covered path in a forest. Text near the bottom right reads ""Deer in North Idaho"".",Herd of deer eating hay in deep snow berm and ditch with forest surrounding.,"A group of deer standing and walking along a snow-covered path in a forest. The trees are also covered in snow, and hay is visible on the path. Text near the bottom right reads ""Deer in North Idaho"".",,wildlife; deer; Cervidae (family),wildlife,,,undated,Bonner County,,,wild1-2,black and white photograph,image/jpeg,wild1-002,wild1-002.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,558,Harold Robinson,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0087.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0087_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0087_th.jpg
priestriver0088,Deer at logging camp,"Two fawns standing in front of the entrance to a tent, with a sign on a post nearby. The ground appears to be dirt. A sign near the top left reads: ""OFFICE"". Further text is partially visible underneath.",Two spotted fawns outside white tent,"Two fawns standing in front of the entrance to a tent, with a sign on a post nearby. A sign near the top left reads: ""OFFICE"". Further text is partially visible underneath.",,wildlife; deer; Cervidae (family),wildlife,,,undated,Bonner County,,,wild1-3,black and white photograph,image/jpeg,wild1-003,wild1-003.jpg,"Marylyn Cork Collection, Priest River Library",Image;StillImage,682,Speed Weidner,Marylyn Cork Priest River Historical Collection,West Bonner Library District,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. Materials in this digital collection are not held by University of Idaho Library Special Collections and Archives. Please contact Priest River Library at library@westbonnerlibrary.org for information.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Hunting, Fishing, Wildlife",Priest River Library Archive,image,https://objects.lib.uidaho.edu/priestriver/priestriver0088.jpg,https://objects.lib.uidaho.edu/priestriver/small/priestriver0088_sm.jpg,https://objects.lib.uidaho.edu/priestriver/thumbs/priestriver0088_th.jpg
