title,creator,description,archival_date,date,date is approximate?,source,finding_aid,subject,category,coverage,rights,rightsstatement,language,digitization specifications,date digital,identifier,contributing institution,relation,collection-incorrect,type,media type,format,display_template,date created,date modified,objectid,collectionid,filename,object_location,image_small,image_thumb,,,
Crowd Gathered for Theodore Roosevelt Speech,,"The crowd assembled on University of Idaho campus to hear Theodore Roosevelt speak. Roosevelt is visible, arm outstretched, on the platform on the left side of the photograph.",1911-04-11,1911-04-11,,"Photograph album, 10 April 1911, MG 5299, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv206144,"Roosevelt, Theodore;crowds;speeches",Photographic prints,United States--Idaho--Latah County--Moscow,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,"300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.",2011,5299-29,"University of Idaho Library Special Collections and Archives,<a href=""https://www.lib.uidaho.edu/special-collections/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/special-collections/</a> ","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp,Image;StillImage,Black and White Photograph,image/jpeg,image,2011-03-03,2014-04-17,troosevelt036,spec_uihp,spec_uihp421.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp418.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp418_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp418_th.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp421.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp421_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp421_th.jpg
Theodore Roosevelt Plants a Tree,"Burns, Robert (Moscow, Idaho)","A crowd watches as Theodore Roosevelt plants a tree in the lawn in front of the University of Idaho Administration Building. Text on the photo reads: ""Colonel Roosevelt Planting Tree on U.I. Campus 4-10-11, Burns Photo #2"". ",1911-04-11,1911-04-11,,"Idaho photograph collection, 1849-1983, PG 6, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv603274,"Roosevelt, Theodore;crowds;campus buildings;automobiles;trees;",Photographic prints,United States--Idaho--Latah County--Moscow,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,"300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.",2011,6-0007-13,"University of Idaho Library Special Collections and Archives,<a href=""https://www.lib.uidaho.edu/special-collections/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/special-collections/</a> ","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp,Image;StillImage,Black and White Photograph,image/jpeg,image,2011-03-03,2014-04-17,troosevelt038,spec_uihp,spec_uihp422.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp422.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp422_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp422_th.jpg,,,
Roosevelt on Platform [8],,Theodore Roosevelt speaks from a platform in front of University of Idaho Administration Building.,1911-04-11,1911-04-11,,"Idaho photograph collection, 1849-1983, PG 6, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv603274,"Roosevelt, Theodore;crowds;campus buildings;hats;",Photographic prints,United States--Idaho--Latah County--Moscow,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,"300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.",2011,6-0007-16,"University of Idaho Library Special Collections and Archives,<a href=""https://www.lib.uidaho.edu/special-collections/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/special-collections/</a> ","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp,Image;StillImage,Black and White Photograph,image/jpeg,image,2011-03-03,2014-04-17,troosevelt039,spec_uihp,spec_uihp423.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp423.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp423_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp423_th.jpg,,,
Roosevelt Gestures to Crowd [2],,Theodore Roosevelt speaks from a platform in front of University of Idaho Administration Building.,1911-04-11,1911-04-11,,"Photograph album, 10 April 1911, MG 5299, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv206144,"Roosevelt, Theodore;crowds;campus buildings;",Photographic prints,United States--Idaho--Latah County--Moscow,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,"300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.",2011,5299-02,"University of Idaho Library Special Collections and Archives,<a href=""https://www.lib.uidaho.edu/special-collections/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/special-collections/</a> ","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp,Image;StillImage,Black and White Photograph,image/jpeg,image,2011-03-03,2014-04-17,troosevelt041,spec_uihp,spec_uihp424.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp424.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp424_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp424_th.jpg,,,
Theodore Roosevelt Gestures During Speech,,Theodore Roosevelt speaking on platform in front of University of Idaho Administration Building; his right arm is raised up.,1911-04-11,1911-04-11,,"Photograph album, 10 April 1911, MG 5299, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv206144,"Roosevelt, Theodore;crowds;campus buildings;",Photographic prints,United States--Idaho--Latah County--Moscow,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,"300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.",2011,5299-03,"University of Idaho Library Special Collections and Archives,<a href=""https://www.lib.uidaho.edu/special-collections/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/special-collections/</a> ","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp,Image;StillImage,Black and White Photograph,image/jpeg,image,2011-03-03,2014-04-17,troosevelt042,spec_uihp,spec_uihp425.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp425.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp425_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp425_th.jpg,,,
Crowd Gathered Outside Administration Building [2],,A view of the crowd assembled to hear Theodore Roosevelt speak. A large American flag can be seen hanging from the top of the Administration Building.,1911-04-11,1911-04-11,,"Photograph album, 10 April 1911, MG 5299, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv206144,"Roosevelt, Theodore;crowds;campus buildings;",Photographic prints,United States--Idaho--Latah County--Moscow,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,"300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.",2011,5299-06,"University of Idaho Library Special Collections and Archives,<a href=""https://www.lib.uidaho.edu/special-collections/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/special-collections/</a> ","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp,Image;StillImage,Black and White Photograph,image/jpeg,image,2011-03-03,2014-04-17,troosevelt045,spec_uihp,spec_uihp426.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp426.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp426_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp426_th.jpg,,,
Gathering Crowd,,"A crowd assembles in front of the University of Idaho Administration Building to hear Roosevelt speak. Boardwalk leading to Administration Building is visible in foreground, as is a horse and buggy on the left. ",1911-04-11,1911-04-11,,"Photograph album, 10 April 1911, MG 5299, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv206144,crowds;horses;campus buildings;,Photographic prints,United States--Idaho--Latah County--Moscow,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,"300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.",2011,5299-07,"University of Idaho Library Special Collections and Archives,<a href=""https://www.lib.uidaho.edu/special-collections/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/special-collections/</a> ","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp,Image;StillImage,Black and White Photograph,image/jpeg,image,2011-03-03,2014-04-17,troosevelt046,spec_uihp,spec_uihp433.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp433.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp433_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp433_th.jpg,,,
Roosevelt and Tree,,Theodore Roosevelt watches on as men finish planting the tree that he added to the lawn in front of the University of Idaho Administration Building.,1911-04-11,1911-04-11,,"Photograph album, 10 April 1911, MG 5299, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv206144,"Roosevelt, Theodore;crowds;hats;trees;",Photographic prints,United States--Idaho--Latah County--Moscow,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,"300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.",2011,5299-08,"University of Idaho Library Special Collections and Archives,<a href=""https://www.lib.uidaho.edu/special-collections/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/special-collections/</a> ","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp,Image;StillImage,Black and White Photograph,image/jpeg,image,2011-03-03,2014-04-17,troosevelt047,spec_uihp,spec_uihp434.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp434.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp434_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp434_th.jpg,,,
Military Men with Tree [2],,Three uniformed men pose for a photograph with the tree planted by Theodore Roosevelt in the lawn in front of the Administration Building.,1911-04-11,1911-04-11,,"Photograph album, 10 April 1911, MG 5299, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv206144,military;trees;automobiles;,Photographic prints,United States--Idaho--Latah County--Moscow,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,"300 dpi  (displayed), Scanned from  black and white print. Master is a 800 dpi Tiff.",2011,5299-09,"University of Idaho Library Special Collections and Archives,<a href=""https://www.lib.uidaho.edu/special-collections/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/special-collections/</a> ","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",University of Idaho Historical Photographs - Theodore Roosevelt Collection http://contentdm.lib.uidaho.edu/cdm4/browse.php?CISOROOT=/spec_uihp,Image;StillImage,Black and White Photograph,image/jpeg,image,2011-03-03,2014-04-17,troosevelt048,spec_uihp,spec_uihp435.jpg,https://objects.lib.uidaho.edu/uihistorical/spec_uihp422.jpg,https://objects.lib.uidaho.edu/uihistorical/small/spec_uihp422_sm.jpg,https://objects.lib.uidaho.edu/uihistorical/thumbs/spec_uihp422_th.jpg,,,
"Argonaut Issue April 5th, 1911, ""Roosevelt Will Visit Campus on Monday""",University of Idaho Argonaut Student Newspaper,"Debate council - Financial report (pg 5, c1) | Financial report (pg 4, c1) | Preps vs. Lewiston High (pg 2, c2) | President of U.S. 1901-1909 (pg 1, c1)",1911-04-05,1911-04-05,,"The Argonaut Student Newspaper Digital Collection, <a href=""https://www.lib.uidaho.edu/digital/argonaut/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/digital/argonaut/</a> ",,"Debate council - Financial report; The Idaho Argonaut; Track; Roosevelt, Theodore; newspaper",Newspaper,United States--Idaho--Latah County--Moscow,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,,,ARG-1911-04-05,"University of Idaho Library Special Collections and Archives,<a href=""https://www.lib.uidaho.edu/special-collections/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/special-collections/</a> ","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Library's Argonaut Student Newspaper Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",text,Newspaper Article,application/pdf,pdf,,,troosevelt049,argonaut,argonaut_04051911.pdf,https://objects.lib.uidaho.edu/troosevelt/argonaut_04051911.pdf,https://objects.lib.uidaho.edu/troosevelt/small/argonaut_04051911_sm.jpg,https://objects.lib.uidaho.edu/troosevelt/thumbs/argonaut_04051911_th.jpg,,,
"Argonaut Issue April 19th, 1911, ""Roosevelt Number""",University of Idaho Argonaut Student Newspaper,"Cadets, Battalion of (pg 8, c1) | Montgomery, James (pg 5, c1) | President of U.S. 1901-1909. Photo (pg 1, c0) | President of U.S. 1901-1909. Photo (pg 2, c1) | President of U.S. 1901-1909. Photo (pg 3, c2) | Varsity team vs. Spokane Indians (pg 4, c3) | Varsity team vs. Washington State College (pg 5, c1) | Women's (pg 7, c1)",1911-04-19,1911-04-19,,"The Argonaut Student Newspaper Digital Collection, <a href=""https://www.lib.uidaho.edu/digital/argonaut/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/digital/argonaut/</a> ",,"Cadets, Battalion of; Montgomery, James; Roosevelt, Theodore; Baseball; Intramural track; newspaper",Newspaper,United States--Idaho--Latah County--Moscow,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,eng,,,ARG-1911-04-19,"University of Idaho Library Special Collections and Archives,<a href=""https://www.lib.uidaho.edu/special-collections/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/special-collections/</a> ","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Library's Argonaut Student Newspaper Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",text,Newspaper Article,application/pdf,pdf,,,troosevelt050,argonaut,argonaut_04191911.pdf,https://objects.lib.uidaho.edu/troosevelt/argonaut_04191911.pdf,https://objects.lib.uidaho.edu/troosevelt/small/argonaut_04191911_sm.jpg,https://objects.lib.uidaho.edu/troosevelt/thumbs/argonaut_04191911_th.jpg,,,
"Argonaut Issue March 29th, 1938, ""Lady Eleanor""",University of Idaho Argonaut Student Newspaper,"Pacific coast conference meet (pg 3, c1) | Photo (pg 1, c4) | Photo (pg 14, c3) | Roosevelt, Eleanor (pg 1, c8) | U of I vs. Washington State College, Whitman, Spokane (pg 3, c4) | University of Idaho vs. Washington State College (pg 3, c7)",1938-03-29,1938-03-29,,"The Argonaut Student Newspaper Digital Collection, <a href=""https://www.lib.uidaho.edu/digital/argonaut/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/digital/argonaut/</a> ",,"Boxing; Roosevelt, Eleanor; Spalding, Albert; Roosevelt, Eleanor; Fencing; Track; newspaper",Newspaper,United States--Idaho--Latah County--Moscow,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,,,ARG-1911-04-19,"University of Idaho Library Special Collections and Archives,<a href=""https://www.lib.uidaho.edu/special-collections/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/special-collections/</a> ","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","University of Idaho Library's Argonaut Student Newspaper Digital Collection, https://www.lib.uidaho.edu/digital/argonaut/index.html",text,Newspaper Article,application/pdf,pdf,,,troosevelt051,argonaut,argonaut_05291938.pdf,https://objects.lib.uidaho.edu/troosevelt/argonaut_05291938.pdf,https://objects.lib.uidaho.edu/troosevelt/small/argonaut_05291938_sm.jpg,https://objects.lib.uidaho.edu/troosevelt/thumbs/argonaut_05291938_th.jpg,,,
Eleanor Roosevelt and University of Idaho President Dale at University of Idaho [01],,"Eleanor Roosevelt, wife of Franklin D. Roosevelt, visits the University of Idaho on March 26, 1938. University of Idaho president Dale.",1938-03-26,1938-03-26,,"Clifford M. Ott Collection, PG 90, University of Idaho Library Special Collections and Archives, <a href=""https://www.lib.uidaho.edu/digital/ott/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/digital/ott/</a> ",,"campus; people; Roosevelt, Eleanor",Photographic prints,United States--Idaho--Latah County--Moscow,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,,90-08-079,"University of Idaho Library Special Collections and Archives,<a href=""https://www.lib.uidaho.edu/special-collections/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/special-collections/</a> ","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/",Image;StillImage,Black and White Photograph,image/jpeg,image,2011-10-24,2018-03-08,troosevelt052,ott,ott1200.jpg,https://objects.lib.uidaho.edu/ott/ott1200.jpg,https://objects.lib.uidaho.edu/ott/small/ott1200_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1200_th.jpg,,,
Eleanor Roosevelt and University of Idaho President Dale at University of Idaho [02],,"Eleanor Roosevelt on speakers' platform at University of Idaho. March 26, 1938.",1938-03-26,1938-03-26,,"Clifford M. Ott Collection, PG 90, University of Idaho Library Special Collections and Archives, <a href=""https://www.lib.uidaho.edu/digital/ott/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/digital/ott/</a> ",,"campus; people; Roosevelt, Eleanor",Photographic prints,United States--Idaho--Latah County--Moscow,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,,90-08-080,"University of Idaho Library Special Collections and Archives,<a href=""https://www.lib.uidaho.edu/special-collections/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/special-collections/</a> ","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/",Image;StillImage,Black and White Photograph,image/jpeg,image,2011-10-24,2018-03-08,troosevelt053,ott,ott1201.jpg,https://objects.lib.uidaho.edu/ott/ott1201.jpg,https://objects.lib.uidaho.edu/ott/small/ott1201_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1201_th.jpg,,,
"Eleanor Roosevelt visits University of Idaho, March 26, 1938",,"Eleanor Roosevelt, wife of Franklin D. Roosevelt, visits the University of Idaho. March 26, 1938.",1938-03-26,1938-03-26,,"Clifford M. Ott Collection, PG 90, University of Idaho Library Special Collections and Archives, <a href=""https://www.lib.uidaho.edu/digital/ott/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/digital/ott/</a> ",,"campus; people; Roosevelt, Eleanor",Photographic prints,United States--Idaho--Latah County--Moscow,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,,90-08-078,"University of Idaho Library Special Collections and Archives,<a href=""https://www.lib.uidaho.edu/special-collections/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/special-collections/</a> ","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/",Image;StillImage,Black and White Photograph,image/jpeg,image,2011-10-24,2018-03-08,troosevelt054,ott,ott1202.jpg,https://objects.lib.uidaho.edu/ott/ott1202.jpg,https://objects.lib.uidaho.edu/ott/small/ott1202_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1202_th.jpg,,,
"Eleanor Roosevelt in back seat of car at University of Idaho, March 26, 1938",,"Eleanor Roosevelt in back seat of car near side. March 26, 1938.",1938-03-26,1938-03-26,,"Clifford M. Ott Collection, PG 90, University of Idaho Library Special Collections and Archives, <a href=""https://www.lib.uidaho.edu/digital/ott/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/digital/ott/</a> ",,"campus; people; Roosevelt, Eleanor",Photographic prints,United States--Idaho--Latah County--Moscow,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,,90-08-081,"University of Idaho Library Special Collections and Archives,<a href=""https://www.lib.uidaho.edu/special-collections/"" target=""_blank"" rel=""noopener"">https://www.lib.uidaho.edu/special-collections/</a> ","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/",Image;StillImage,Black and White Photograph,image/jpeg,image,2011-10-24,2018-03-08,troosevelt055,ott,ott1203.jpg,https://objects.lib.uidaho.edu/ott/ott1203.jpg,https://objects.lib.uidaho.edu/ott/small/ott1203_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott1203_th.jpg,,,
