title,description,creator,date,archival_date,date is approximate?,subject,subject (lcsh),location,location (lcsh),latitude,longitude,digital collection,publisher digital,source,identifier,rights,rightsstatement,ordering information,format original,type,format,language,digitization specifications,date digital,cdm_url,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
"Looking east across Main Street from Eighth Street, about 1913",The Farmers Union store at right across Main Street and the Latah Hotel at left in picture.,,1913,,yes,main streets; buildings,Central business districts--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.728101,-117.001337,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-03-061,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/405,405,ott405,image,ott405.jpg,https://objects.lib.uidaho.edu/ott/ott405.jpg,https://objects.lib.uidaho.edu/ott/small/ott405_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott405_th.jpg,
"Looking east across Main Street from Eighth Street, about 1975",The building at right was built about 1921 by the Farmers Union and used for their store and grain office until they sold. The building is now occupied by the Moscow Implement Company. Picture 1975 by Clifford M. Ott.,,1975,,yes,main streets; buildings,Central business districts--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.728101,-117.001337,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-03-062,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/406,406,ott406,image,ott406.jpg,https://objects.lib.uidaho.edu/ott/ott406.jpg,https://objects.lib.uidaho.edu/ott/small/ott406_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott406_th.jpg,
"Moscow, Idaho, 1900 to 1975","Moscow, Idaho, 1900 to 1975. [Photo of collage of Moscow street scenes] MOSCOW, I DAHO . 1900-1975.  #1-Looking north at Main Street from 8th Street. Building at  left Star Hotel corner 7th & Main Street. Large building  at right Gritman Hospital originally the McGreggor House  (Hotel) built in 1892 at the S.E. corner of 7th & Main.  Purchased by Dr. C. L. Gritman in 1897 and made into hospital. Picture taken July 4, 1900.  #2-Looking at the N.E. corner of 8th & Main Street. Eight  camels pulling circus wagon south on Main Street. Pioneer  residence & barn on the corner. Picture taken in 1912.  #3-Looking north from the top of elevator at the s .w. corner  8th & Main Street. 1-Latah Hotel 719 S . Main, Jake Hoke  proprietor . 2-Hoke family residence . 3- Moscow Commission  Co . 4-Star Hotel N.W. corner 7th & Main. 5-Nelson pioneer  building N. W. corner 6th & Main . 6-Masonic Temple built in  1911 at 531 south Main . 7 - Potlatch Lumber Co. 120 W. 6th.  8-Washington Water Power Sub Station built in 1914 & razed  in 1956 located east side of Jackson & south of 4th Street.  9-Stand Pipe (Water Tank.) 80 feet tall built in 1892 &  razed about the 1930'.s, located center of block north of  A Street between Jefferson & Adams at top of hill.  10-Irving School built in 1901 & razed in 1926 located at  the s.w. corner of A & Adams. 11-Federal Building built in  1910 & 1911 at the N.E. corner of 3rd & Washington Street.  12- Butterfield Elder Implement Co . 520 S. Main . 13 - 0 . ~ . Bell  Farm Implements pioneer building S. E. corner 6th & Main.  14-Carsow Grocery 616 S . Main. 15- J.J . Anthony Machine Shop  at the N. E. corner 7th & Ma1n Street . 16-Gritman Hospital  S. E. corner 7th & Main. Built in 1892 & razed in 1940.  Picture by Hodgin's Drug Store Chas. Diamond photographer  in the 1920's.  #4-Look.J.ng north from the top of elevator at the s.w. corner  8th & Main Street. This picture shows new buildings built  after picture #3. 1- Moscow Fire Dept. built in 1927 at  603 S . Main . 2- Nelson building built in the 1920 ' s at the  N.W. corner of 6th & Main Street. 3- Masonic Temple same as  picture f/.3 . 4- New Russell School built 1926 S. W. corner A  & Adams . 5- 0 . E. Bell concrete walls building built 1926 at  S.E. corner 6th And Main Street. Picture by Hodgin ' s Drug  Store Chas . Diamond ~photographer in the 1930 ' s.  #5-Looking north from 8th Street. Latah Hotel left , Gritman  Hospital white building at right . Picture by Hodgin ' s Drug  Store Chas. Diamond photographer in the 1930 ' s .  #6-Looking north from top of elevator at the S.W. corner of  8th & Main. Picture by Clifford M. Ott taken in 1975.  '  ~7 -Looking north from top of elevator at the s.w. corner of  8th & Main . Picture by Clifford M. Ott taken in 1975.  #8-Looking north at Main Street with 8th Street in foreground.  Picture by Clifford M. Ott taken in 1975. Compare this  picture taken from the same location 75 years after picture #1.","Ott, Clifford M.",1975,1900; 1912,yes,animals; main streets,Camels--Idaho--Moscow; Central business districts--Idaho--Moscow; Circus--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.732388,-117.000165,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-03-062a,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/407,407,ott407,image,ott407.jpg,https://objects.lib.uidaho.edu/ott/ott407.jpg,https://objects.lib.uidaho.edu/ott/small/ott407_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott407_th.jpg,
Looking north from the top of elevator at the southwest corner of Eighth and Main streets [01],"#3 1- Latah Hotel, 719 South Main Street, Jake Hoke, proprietor. 2- Hoke family residence. 3- Moscow Commission Company. 4- Star Hotel, northwest corner of Seventh and Main streets. 5- Nelson pioneer building, northwest corner of Sixth and Main streets. 6- Masonic Temple built in 1911 at 531 South Main Street. 7- Potlatch Lumber Company, 120 West Sixth Street. 8- Washington Water Power sub-station built in 1914 and razed in 1956 located east side of Jackson Street and south of Fourth Street. 9- Stand pipe (water tank) 80 feet tall built in 1892 and razed in the 1930s, located center of block north of A Street between Jefferson and Adams streets at top of hill. 10- Irving School built in 1901 and razed in 1926 located at the southwest corner of A and Adams streets. 11- Federal Building built in 1910 and 1911 at the northeast corner of Third and Washington streets. 12- Butterfield Elder Implement Company, 520 South Main Street. 13- O.E. Bell farm implements pioneer building, southeast corner of Sixth and Main streets. 14- Carssow grocery, 616 South Main Street. 15- J.J. Anthony machine shop at the northeast corner of Seventh and Main streets. Built in 1892 and razed in 1940. Picture by Hodgin's Drug Store, Charles Dimond photographer in the 1920s.",,1925,,yes,buildings; main streets,Central business districts--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.727961,-117.001498,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-03-062c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/408,408,ott408,image,ott408.jpg,https://objects.lib.uidaho.edu/ott/ott408.jpg,https://objects.lib.uidaho.edu/ott/small/ott408_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott408_th.jpg,
Looking north from the top of elevator at the southwest corner of Eighth and Main streets [02],"#4 This picture shows new buildings built after picture #3 [90-3-062c]. 1- Moscow Fire Department built in 1927 at 603 South Main Street. 2-Nelson building built in 1920s at the northwest corner of Sixth and Main streets. 3- Masonic Temple same as picture #3 [90-3-062c]. 4- New Russell School built 1926, southwest corner of A and Adams streets. 5- O.E. Bell, concrete walls build-in built 1926 at southeast corner of Sixth and Main streets. Picture by Hodgin's Drug Store, Charles Dimond photographer in the 1930s.",,1935,,yes,buildings; main streets,Central business districts--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.727961,-117.001498,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-03-062d,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/409,409,ott409,image,ott409.jpg,https://objects.lib.uidaho.edu/ott/ott409.jpg,https://objects.lib.uidaho.edu/ott/small/ott409_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott409_th.jpg,
Looking north at Main Street from the railroad tracks after the street was paved in 1912,Looking north at Main Street from the railroad tracks after the street was paved in 1912. Moscow.,,1912,,yes,main streets; buildings,Central business districts--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.727873,-117.001348,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-03-063,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/410,410,ott410,image,ott410.jpg,https://objects.lib.uidaho.edu/ott/ott410.jpg,https://objects.lib.uidaho.edu/ott/small/ott410_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott410_th.jpg,
Looking north at Main Street during the big snow of 1933,From Fifth Street at the big snow of 1933.,,1933,,yes,main streets; buildings,Central business districts--Idaho--Moscow; Snow--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.73105,-117.001348,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-03-027,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/411,411,ott411,image,ott411.jpg,https://objects.lib.uidaho.edu/ott/ott411.jpg,https://objects.lib.uidaho.edu/ott/small/ott411_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott411_th.jpg,
Looking north at Main Street from Eighth Street in 1892,Large building at right the McGregor House later Gritman Hospital. Building at left was the Star Room and Board.,,1892,,yes,general hospitals; hotels (public accommodations),Central business districts--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.728101,-117.001337,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-03-064,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/412,412,ott412,image,ott412.jpg,https://objects.lib.uidaho.edu/ott/ott412.jpg,https://objects.lib.uidaho.edu/ott/small/ott412_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott412_th.jpg,
Looking N.W. at the Eagle Iron & Mfg Co. in 1892 in Moscow,Located at the southwest corner of Eighth and Main streets.,,1892,,yes,main streets; buildings,Iron industry and trade--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.727961,-117.001498,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-03-065,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/413,413,ott413,image,ott413.jpg,https://objects.lib.uidaho.edu/ott/ott413.jpg,https://objects.lib.uidaho.edu/ott/small/ott413_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott413_th.jpg,
Gritman [Memorial] Hospital at the southeast corner of Seventh and Main streets,Copied from a postcard taken about 1910.,,1910,,yes,general hospitals,Hospitals--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.728887,-117.000993,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-03-062e,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/414,414,ott414,image,ott414.jpg,https://objects.lib.uidaho.edu/ott/ott414.jpg,https://objects.lib.uidaho.edu/ott/small/ott414_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott414_th.jpg,
Looking southeast at the Idaho National Harvester Company machine shop and foundry at 810 South Main Street,"Located at 810 South Main Street. The I.N.H.C. [Idaho National Harvester Company] occupied this building 1907 through 1909, then the Rhodes Harvester from 1910 until 1915 when they moved to Colfax.",,1908,,yes,main streets; buildings; foundries,Harvesting machinery--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.727757,-117.001324,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-03-066,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/415,415,ott415,image,ott415.jpg,https://objects.lib.uidaho.edu/ott/ott415.jpg,https://objects.lib.uidaho.edu/ott/small/ott415_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott415_th.jpg,
Looking north at Main Street from the railroad tracks in 1975,See 1912 picture at left [90-3-063]. Picture by Clifford M. Ott,"Ott, Clifford M.",1975,,yes,buildings; main streets,Central business districts--Idaho--Moscow; Granaries--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.727873,-117.001348,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-03-067,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/416,416,ott416,image,ott416.jpg,https://objects.lib.uidaho.edu/ott/ott416.jpg,https://objects.lib.uidaho.edu/ott/small/ott416_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott416_th.jpg,
Looking north at Main Street from Eighth Street in 1975 [01],See 1892 picture at left from same location [90-3-065]. Picture by Clifford M. Ott,"Ott, Clifford M.",1975,,yes,buildings; gas stations; main streets,Central business districts--Idaho--Moscow; Service stations--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.728101,-117.001337,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-03-068,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/417,417,ott417,image,ott417.jpg,https://objects.lib.uidaho.edu/ott/ott417.jpg,https://objects.lib.uidaho.edu/ott/small/ott417_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott417_th.jpg,
Madison Lumber Company at 824 South Main Street,"Madison Lumber Company was located at 824 South Main Street and established in 1903 by Gunder P. Kjosness who came to Moscow with his wife and eight children from Madison, Wisconsin. The Madison Lumber and Mill Company is the oldest lumber company in the Inland Empire. It suffered two fires, one in 1934 and the other in 1968 when the above building burned to the ground [90-3-069]. It has been replaced by a new building at the same location and occupied by the Troy Lumber Company. 1976.",,1940,,yes,main streets; stores,Lumber trade--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.72769,-117.001328,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-03-069a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/418,418,ott418,image,ott418.jpg,https://objects.lib.uidaho.edu/ott/ott418.jpg,https://objects.lib.uidaho.edu/ott/small/ott418_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott418_th.jpg,
Standard Lumber Company's building,"Located on the southwest corner of Seventh and Main streets. Building at left Moscow Commission Company, dealer in grain, feed and fuel.",,1960,,yes,stores; main streets,Lumber trade--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.728984,-117.001519,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-03-071,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/419,419,ott419,image,ott419.jpg,https://objects.lib.uidaho.edu/ott/ott419.jpg,https://objects.lib.uidaho.edu/ott/small/ott419_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott419_th.jpg,
Looking northwest from Lewis Street at the southwest corner of Eighth and Main streets,"Showing the elevator with steel bins added. Property now owned by the Latah County Grain Growers. Picture by Clifford M. Ott July 31, 1980.","Ott, Clifford M.",1980-07-31,,,main streets; buildings,Grain elevators--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.727961,-117.001498,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-03-072,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/420,420,ott420,image,ott420.jpg,https://objects.lib.uidaho.edu/ott/ott420.jpg,https://objects.lib.uidaho.edu/ott/small/ott420_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott420_th.jpg,
"Looking at the southwest corner of Eighth and Main streets, 1930",Looking at the southwest corner of Eighth and Main streets in 1930 when property of Moscow Farmers Union. Picture by Dimond of Hodgins Drug Store.,"Dimond, Charles",1930,,yes,main streets; buildings,Grain elevators--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.727961,-117.001498,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-03-073,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/421,421,ott421,image,ott421.jpg,https://objects.lib.uidaho.edu/ott/ott421.jpg,https://objects.lib.uidaho.edu/ott/small/ott421_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott421_th.jpg,
"Moscow, Idaho [02]",Showing the concrete elevator property of the Moscow Farmers Union with the Latah Hotel beyond and Madison Lumber and Mill Company sign at right. Picture by Dimond of Hodgins Drug in 1930.,"Dimond, Charles",1935,,yes,buildings; main streets,Grain elevators--Idaho--Moscow,"Moscow, Idaho",United States--Idaho--Latah County--Moscow,46.727961,-117.001498,"Ott Historical Photograph Collection, http://www.lib.uidaho.edu/digital/ott/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","PG 90, Clifford M. Ott Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",90-03-070,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"To order a reproduction, inquire about permissions, or for information about prices see: http://www.lib.uidaho.edu/special-collections/about.html",Black and white prints,Image;StillImage,image/jpeg,eng,150 dpi  jpg displayed; master file is a 400 dpi TIFF.,2011,http://digital.lib.uidaho.edu:80/cdm/ref/collection/ott/id/422,422,ott422,image,ott422.jpg,https://objects.lib.uidaho.edu/ott/ott422.jpg,https://objects.lib.uidaho.edu/ott/small/ott422_sm.jpg,https://objects.lib.uidaho.edu/ott/thumbs/ott422_th.jpg,
