objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format_original,format,finding_aid,digital_collection,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
ug135-scrapbook1-page40,WAMI: Solution for Idaho’s Medical Needs 02,Unknown,1972-12-05,Continuation of the press release on WAMI: Solution for Idaho’s Medical Needs,WAMI Program; University of Idaho; Medical Needs,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page40,Image;StillImage,Press Release,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_040.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_040_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_040_th.jpg"
ug135-scrapbook1-page41,WAMI: Solution for Idaho’s Medical Needs 03,Unknown,1972-12-05,Continuation of the press release on WAMI: Solution for Idaho’s Medical Needs,WAMI Program; University of Idaho; Medical Needs,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page41,Image;StillImage,Press Release,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_041.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_041_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_041_th.jpg"
ug135-scrapbook1-page42,WAMI Students Adjust to Small Town Life in Idaho 01,Unknown,1972-12-06,"A letter discussing the introduction of WAMI students to their preceptors at the University of Idaho, with detailed experiences shared by the students.",WAMI Program; University of Idaho; Medical Education; Preceptor Program,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page42,Image;StillImage,Press Release,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_042.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_042_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_042_th.jpg"
ug135-scrapbook1-page43,WAMI Students Adjust to Small Town Life in Idaho 02,Unknown,1972-12-06,"A continuation of the previous letter, detailing specific experiences of WAMI students in Idaho, including their observations and the roles of their preceptors.",WAMI Program; University of Idaho; Medical Education; Student Experiences,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page43,Image;StillImage,Letter,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_043.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_043_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_043_th.jpg"
ug135-scrapbook1-page44,WAMI Students Adjust to Small Town Life in Idaho 03,Unknown,1972-12-06,"The final section of the letter, summarizing the feedback from various WAMI students about their educational experiences in rural Idaho.",WAMI Program; University of Idaho; Medical Education; Rural Training,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page44,Image;StillImage,Letter,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_044.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_044_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_044_th.jpg"
ug135-scrapbook1-page45,No Place In Idaho,Unknown,1972-12-10,Newspaper articles from the Lewiston Morning Tribune discussing the impracticality of establishing a medical school in Idaho; and three students' study on Dr. Wilmoth's work,WAMI Program; University of Idaho; Medical School; Feasibility Study,"Lewiston, Idaho",46.4009,-117.0012,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page45,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_045.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_045_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_045_th.jpg"
ug135-scrapbook1-page46,WAMI: A Better Solution,Unknown,1972-12-18,"A newspaper article from the Idaho County Free Press, proposing the WAMI program as a better solution than an in-state medical school.",WAMI Program; University of Idaho; Medical Education; Alternative Solutions,"Grangeville, Idaho",45.926,-116.1223,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page46,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_046.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_046_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_046_th.jpg"
ug135-scrapbook1-page47,Practical Medicine at UI,Unknown,1972-12-22,A collection of newspaper clippings discussing the practical medical training provided by the University of Idaho under the WAMI program.,WAMI Program; University of Idaho; Medical Training; Practical Medicine,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page47,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_047.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_047_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_047_th.jpg"
ug135-scrapbook1-page48,Pocatellan Says WAMI Answer to Med School,Unknown,1972-12-01,Newspaper clippings featuring a Pocatello resident's opinion on WAMI as a viable alternative to a medical school in Idaho and WAMI students honored.,WAMI Program; University of Idaho; Public Opinion; Medical School Alternatives,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page48,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_048.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_048_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_048_th.jpg"
ug135-scrapbook1-page49,WAMI Christmas Party in 1972,Unknown,1972-12,"Photographs from the WAMI Christmas Party held in 1972, showing students and faculty in a festive setting.",WAMI Program; University of Idaho; Christmas Party; 1972,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page49,Image;StillImage,Photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_049.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_049_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_049_th.jpg"
ug135-scrapbook1-page50,"Companies Give $90,000 in Aid to WAMI Plan and WAMI Retreat",Unknown,1973,A newspaper clipping from the Idaho Statesman and a letter from the University of Idaho discussing financial aid provided to the WAMI program and press release on WAMI headed to Seattle retreat,WAMI Program; University of Idaho; Financial Aid; Corporate Support,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page50,Image;StillImage,Newspaper Clipping and Press Release,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_050.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_050_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_050_th.jpg"
ug135-scrapbook1-page51,New Training for Young Obstetricians,Unknown,1973-02-22,"A newspaper article from The Idaho Statesman about new training programs for young obstetricians, highlighting WAMI's role in this initiative.",WAMI Program; University of Idaho; Obstetrics Training; Medical Education,"Boise, Idaho",43.615,-116.2023,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page51,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_051.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_051_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_051_th.jpg"
ug135-scrapbook1-page52,Falls Table Experiment in Mammalian Physiology 01,Unknown,1972,Black and white photographs showing students conducting an experiment in mammalian physiology.,WAMI Program; University of Idaho; Experiment; Students,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page52,Image;StillImage,Photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_052.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_052_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_052_th.jpg"
ug135-scrapbook1-page53,Falls Table Experiment in Mammalian Physiology 02,Unknown,1972,Black and white photographs showing students conducting an experiment in mammalian physiology.,WAMI Program; University of Idaho; Experiment; Students,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page53,Image;StillImage,Photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_053.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_053_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_053_th.jpg"
ug135-scrapbook1-page54,Faculty and Students 01,Unknown,1972,Photograph showing Dr. John Ayers and Francis Spain; Dr. William Marineau and Allen Freudenthal engaged in a discussion in a laboratory setting.,WAMI Program; University of Idaho; Faculty; Students,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page54,Image;StillImage,Photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_054.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_054_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_054_th.jpg"
ug135-scrapbook1-page55,Faculty and Students 02,Unknown,1972,Photograph showing Dr. R.D. Brooks and Richard Lewis; Dr. E. L Boas and students in a consultation,WAMI Program; University of Idaho; Faculty; Students,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page55,Image;StillImage,Photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_055.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_055_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_055_th.jpg"
ug135-scrapbook1-page56,Faculty and Students 03,Unknown,1972,Photograph of Dr. Rodger Hawkins and Steve Johnson; Dr. Donald Adams and Patrick Holland having a discussion.,WAMI Program; University of Idaho; Faculty; Students,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page56,Image;StillImage,Photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_056.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_056_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_056_th.jpg"
ug135-scrapbook1-page57,Faculty and Students 04,Unknown,1972,Photograph of Dr. LaRele Stephens and Robert Yeith; Dr. Saul Spiro and Rowland Pearsall in a discussion.,WAMI Program; University of Idaho; Faculty; Students,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page57,Image;StillImage,Photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_057.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_057_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_057_th.jpg"
ug135-scrapbook1-page58,American Falls Native Heading 4-State Medical Ed Program,Unknown,1971-03-18,Newspaper clippings discussing WAMI program and Dr. Schwarz to head the UW program.,WAMI Program; University of Idaho; Faculty,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page58,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_058.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_058_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_058_th.jpg"
ug135-scrapbook1-page59,Cooperative OSU-Idaho Veterinary School Proposed,Unknown,1973-05-09,A newspaper clipping discussing the cooperative veterinary program between Oregon State University and the University of Idaho.,WAMI Program; University of Idaho; News Article,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page59,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_059.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_059_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_059_th.jpg"
ug135-scrapbook1-page60,Medic Students to Train in Gem,Unknown,1973-06-16,A newspaper clipping discussing WAMI medical students training at the University of Idaho.,WAMI Program; University of Idaho; News Article,"Boise, Idaho",43.615,-116.2023,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page60,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_060.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_060_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_060_th.jpg"
ug135-scrapbook1-page61,WAMI Carries Education Beyond U.W. Walls 01,Unknown,1973,Newspaper clipping discussing the WAMI program's initiative to extend medical education beyond the University of Washington's walls.,WAMI Program; University of Idaho; News Article,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page61,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_061.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_061_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_061_th.jpg"
ug135-scrapbook1-page62,WAMI Carries Education Beyond U.W. Walls 02,Unknown,1973,Continuation of previous newspaper clipping discussing the WAMI program's initiative to extend medical education beyond the University of Washington's walls.,WAMI Program; University of Idaho; News Article,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page62,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_062.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_062_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_062_th.jpg"
ug135-scrapbook1-page63,Rural Practice Is Urged and Regents Approve Budget Proposals,Unknown,1973-7,"Newspaper clippings. First from the Spokane Chronicle urging rural practice, and the second from the Idahonian announcing regents' approval of budget proposals for Idaho's education.",WAMI Program; University of Idaho; News Article; Rural Practice; Budget Proposals,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page63,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_063.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_063_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_063_th.jpg"
ug135-scrapbook1-page64,"UW Medical Students Register, Visit Programs and Clinic 01",Unknown,1973-09-06,A press release detailing the arrival and registration of University of Washington medical students at the University of Idaho for the WAMI program.,WAMI Program; University of Idaho; Press Release,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook1-page64,Image;StillImage,Press Release,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_064.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_064_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_064_th.jpg"
ug135-scrapbook1-page65,Medical Couple Take On-the-Job Training Together,Unknown,1973,Newspaper clippings discussing the on-the-job training of a medical couple at Boise and their subsequent family medicine practice training at St. Luke's.,WAMI Program; University of Idaho; Medical Training; Family Medicine,"Boise, Idaho",43.615,-116.2023,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page65,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_065.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_065_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_065_th.jpg"
ug135-scrapbook1-page66,WAMI Batch 1973-74 01,Unknown,1973-06,"A group photograph of the WAMI 1973-74 cohort, with names of the students listed below the photograph.",WAMI Program; University of Idaho; Group Photo; Students,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page66,Image;StillImage,Photograph,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_066.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_066_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_066_th.jpg"
